gene_callers_id	detection
38838	DETECTED
38839	DETECTED
38840	DETECTED
38841	DETECTED
38842	DETECTED
38843	DETECTED
38844	DETECTED
38845	DETECTED
38846	NOT DETECTED
38847	NOT DETECTED
38848	DETECTED
38849	NOT DETECTED
38850	NOT DETECTED
38851	DETECTED
38852	DETECTED
38853	DETECTED
38854	DETECTED
38855	DETECTED
38856	DETECTED
38857	NOT DETECTED
38858	NOT DETECTED
38859	DETECTED
38860	NOT DETECTED
38861	NOT DETECTED
38862	DETECTED
38863	DETECTED
38864	DETECTED
38865	DETECTED
38866	DETECTED
38867	DETECTED
38868	DETECTED
38869	DETECTED
38870	NOT DETECTED
38871	DETECTED
38872	DETECTED
38873	DETECTED
38874	NOT DETECTED
38875	NOT DETECTED
38876	DETECTED
38877	DETECTED
38878	NOT DETECTED
38879	DETECTED
38880	DETECTED
38881	NOT DETECTED
38882	DETECTED
38883	DETECTED
38884	NOT DETECTED
38885	NOT DETECTED
38886	NOT DETECTED
38887	NOT DETECTED
38888	NOT DETECTED
38889	NOT DETECTED
38890	DETECTED
38891	DETECTED
38892	DETECTED
38893	NOT DETECTED
38894	DETECTED
38895	DETECTED
38896	NOT DETECTED
38897	DETECTED
38898	DETECTED
38899	NOT DETECTED
38900	DETECTED
38901	DETECTED
38902	DETECTED
38903	DETECTED
38904	DETECTED
38905	DETECTED
38906	DETECTED
38907	DETECTED
38908	DETECTED
38909	DETECTED
38910	DETECTED
38911	DETECTED
38912	DETECTED
38913	DETECTED
38914	DETECTED
38915	DETECTED
38916	DETECTED
38917	DETECTED
38918	DETECTED
38919	DETECTED
38920	DETECTED
38921	DETECTED
38922	DETECTED
38923	DETECTED
38924	DETECTED
38925	DETECTED
38926	DETECTED
38927	DETECTED
38928	DETECTED
38929	DETECTED
38930	DETECTED
38931	DETECTED
38932	DETECTED
38933	DETECTED
38934	DETECTED
38935	DETECTED
38936	DETECTED
38937	DETECTED
38938	DETECTED
38939	DETECTED
38940	DETECTED
38941	DETECTED
38942	DETECTED
38943	DETECTED
38944	DETECTED
38945	DETECTED
38946	DETECTED
38947	DETECTED
38948	DETECTED
38949	DETECTED
38950	DETECTED
38951	DETECTED
38952	DETECTED
38953	DETECTED
38954	DETECTED
38955	DETECTED
38956	DETECTED
38957	DETECTED
38958	DETECTED
38959	DETECTED
38960	DETECTED
38961	DETECTED
38962	DETECTED
38963	DETECTED
38964	DETECTED
38965	DETECTED
38966	DETECTED
38967	DETECTED
38968	DETECTED
38969	DETECTED
38970	DETECTED
38971	DETECTED
38972	DETECTED
38973	DETECTED
38974	DETECTED
38975	DETECTED
38976	DETECTED
38977	DETECTED
38978	DETECTED
38979	DETECTED
38980	DETECTED
38981	DETECTED
38982	DETECTED
38983	DETECTED
38984	DETECTED
38985	DETECTED
38986	DETECTED
38987	NOT DETECTED
38988	DETECTED
38989	DETECTED
38990	DETECTED
38991	DETECTED
38992	DETECTED
38993	DETECTED
38994	DETECTED
38995	DETECTED
38996	DETECTED
38997	DETECTED
38998	DETECTED
38999	DETECTED
39000	DETECTED
39001	DETECTED
39002	DETECTED
39003	NOT DETECTED
39004	NOT DETECTED
39005	NOT DETECTED
39006	NOT DETECTED
39007	NOT DETECTED
39008	NOT DETECTED
39009	DETECTED
39010	DETECTED
39011	DETECTED
39012	DETECTED
39013	DETECTED
39014	DETECTED
39015	DETECTED
39016	DETECTED
39017	DETECTED
39018	DETECTED
39019	DETECTED
39020	DETECTED
39021	DETECTED
39022	DETECTED
39023	DETECTED
39024	NOT DETECTED
39025	NOT DETECTED
39026	NOT DETECTED
39027	NOT DETECTED
39028	NOT DETECTED
39029	NOT DETECTED
39030	NOT DETECTED
39031	NOT DETECTED
39032	NOT DETECTED
39033	NOT DETECTED
39034	NOT DETECTED
39035	NOT DETECTED
39036	NOT DETECTED
39037	NOT DETECTED
39038	NOT DETECTED
39039	NOT DETECTED
39040	NOT DETECTED
39041	NOT DETECTED
39042	NOT DETECTED
39043	NOT DETECTED
39044	NOT DETECTED
39045	NOT DETECTED
39046	NOT DETECTED
39047	NOT DETECTED
39048	NOT DETECTED
39049	NOT DETECTED
39050	NOT DETECTED
39051	NOT DETECTED
39052	NOT DETECTED
39053	NOT DETECTED
39054	NOT DETECTED
39055	NOT DETECTED
39056	NOT DETECTED
39057	NOT DETECTED
39058	NOT DETECTED
39059	NOT DETECTED
39060	NOT DETECTED
39061	NOT DETECTED
39062	NOT DETECTED
39063	NOT DETECTED
39064	NOT DETECTED
39065	NOT DETECTED
39066	NOT DETECTED
39067	NOT DETECTED
39068	NOT DETECTED
39069	NOT DETECTED
39070	NOT DETECTED
39071	NOT DETECTED
39072	NOT DETECTED
39073	NOT DETECTED
39074	NOT DETECTED
39075	NOT DETECTED
39076	NOT DETECTED
39077	NOT DETECTED
39078	NOT DETECTED
39079	NOT DETECTED
39080	NOT DETECTED
39081	NOT DETECTED
39082	NOT DETECTED
39083	NOT DETECTED
39084	NOT DETECTED
39085	NOT DETECTED
39086	NOT DETECTED
39087	NOT DETECTED
39088	NOT DETECTED
39089	NOT DETECTED
39090	NOT DETECTED
39091	NOT DETECTED
39092	NOT DETECTED
39093	NOT DETECTED
39094	NOT DETECTED
39095	NOT DETECTED
39096	NOT DETECTED
39097	NOT DETECTED
39098	NOT DETECTED
39099	NOT DETECTED
39100	NOT DETECTED
39101	NOT DETECTED
39102	NOT DETECTED
39103	NOT DETECTED
39104	NOT DETECTED
39105	NOT DETECTED
39106	NOT DETECTED
39107	NOT DETECTED
39108	NOT DETECTED
39109	NOT DETECTED
39110	NOT DETECTED
39111	NOT DETECTED
39112	NOT DETECTED
39113	NOT DETECTED
39114	NOT DETECTED
39115	NOT DETECTED
39116	NOT DETECTED
39117	NOT DETECTED
39118	NOT DETECTED
39119	NOT DETECTED
39120	NOT DETECTED
39121	NOT DETECTED
39122	DETECTED
39123	DETECTED
39124	DETECTED
39125	DETECTED
39126	DETECTED
39127	NOT DETECTED
39128	DETECTED
39129	DETECTED
39130	DETECTED
39131	DETECTED
39132	DETECTED
39133	DETECTED
39134	DETECTED
39135	DETECTED
39136	DETECTED
39137	DETECTED
39138	DETECTED
39139	DETECTED
39140	DETECTED
39141	DETECTED
39142	DETECTED
39143	DETECTED
39144	DETECTED
39145	DETECTED
39146	DETECTED
39147	DETECTED
39148	DETECTED
39149	NOT DETECTED
39150	NOT DETECTED
39151	DETECTED
39152	DETECTED
39153	NOT DETECTED
39154	NOT DETECTED
39155	DETECTED
39156	DETECTED
39157	DETECTED
39158	DETECTED
39159	DETECTED
39160	DETECTED
39161	DETECTED
39162	DETECTED
39163	DETECTED
39164	DETECTED
39165	DETECTED
39166	DETECTED
39167	DETECTED
39168	DETECTED
39169	DETECTED
39170	DETECTED
39171	DETECTED
39172	DETECTED
39173	DETECTED
39174	DETECTED
39175	DETECTED
39176	DETECTED
39177	DETECTED
39178	DETECTED
39179	DETECTED
39180	DETECTED
39181	DETECTED
39182	DETECTED
39183	DETECTED
39184	DETECTED
39185	DETECTED
39186	DETECTED
39187	NOT DETECTED
39188	DETECTED
39189	DETECTED
39190	DETECTED
39191	DETECTED
39192	DETECTED
39193	DETECTED
39194	DETECTED
39195	DETECTED
39196	DETECTED
39197	DETECTED
39198	DETECTED
39199	DETECTED
39200	DETECTED
39201	DETECTED
39202	DETECTED
39203	DETECTED
39204	DETECTED
39205	DETECTED
39206	DETECTED
39207	DETECTED
39208	DETECTED
39209	DETECTED
39210	DETECTED
39211	DETECTED
39212	DETECTED
39213	NOT DETECTED
39214	DETECTED
39215	DETECTED
39216	DETECTED
39217	NOT DETECTED
39218	DETECTED
39219	DETECTED
39220	DETECTED
39221	DETECTED
39222	DETECTED
39223	DETECTED
39224	DETECTED
39225	DETECTED
39226	DETECTED
39227	DETECTED
39228	NOT DETECTED
39229	DETECTED
39230	DETECTED
39231	NOT DETECTED
39232	DETECTED
39233	DETECTED
39234	DETECTED
39235	DETECTED
39236	DETECTED
39237	NOT DETECTED
39238	DETECTED
39239	DETECTED
39240	DETECTED
39241	DETECTED
39242	DETECTED
39243	DETECTED
39244	NOT DETECTED
39245	NOT DETECTED
39246	NOT DETECTED
60296	DETECTED
60341	DETECTED
