sample	Akkermansia_muciniphila	Unknown_t_order_Enterobacterales	Unknown_t_family_Ruminococcaceae	Porphyromonas_gingivalis	Streptococcus_thermophilus	Unknown_t_family_Lachnospiraceae	Escherichia_coli	Clostridioides_difficile	Unknown_t_phylum_Proteobacteria	Unknown_t_genus_Pseudomonas	Klebsiella_pneumoniae	Ethanoligenens_harbinense	Streptococcus_parasanguinis	Bacteroides_thetaiotaomicron	Oxalobacter_formigenes	Odoribacter_splanchnicus	Unknown_t_family_Pasteurellaceae	Unknown_t_class_Gammaproteobacteria	Unknown_t_order_Bacteroidales	Unknown_t_class_Alphaproteobacteria	Lactococcus_lactis	Bacteroides_fragilis	Unknown_t_genus_Bacteroides	Unknown_t_class_Actinobacteria	Bacteroides_ovatus	Unknown_t_genus_Butyrivibrio	Unknown_t_order_Clostridiales	Campylobacter_coli	Clostridium_botulinum	Unknown_t_genus_Ruminococcus	Enterococcus_faecium	Unknown_t_genus_Klebsiella	Bifidobacterium_dentium	Unknown_t_genus_Lachnoclostridium	Enterobacter_cloacae	Eggerthella_lenta	Clostridium_perfringens	Faecalibacterium_prausnitzii	Megasphaera_elsdenii	Unknown_t_family_Enterobacteriaceae	Streptococcus_salivarius	Prevotella_intermedia	Unknown_t_genus_Clostridium	Citrobacter_freundii	Unknown_t_genus_Prevotella	Unknown_t_genus_Escherichia	Methanobrevibacter_smithii	Prevotella_melaninogenica	Unknown_t_genus_Bifidobacterium	Tannerella_forsythia	Unknown_t_order_Lactobacillales	Haemophilus_influenzae	Unknown_t_phylum_Bacteroidetes	Unknown_t_phylum_Firmicutes	Unknown_t_family_Flavobacteriaceae	Bifidobacterium_adolescentis	Unknown_t_genus_Citrobacter	Veillonella_parvula	Unknown_t_genus_Streptococcus	Unknown_t_genus_Bacillus	Bifidobacterium_bifidum	Unknown_t_genus_Parabacteroides	Bifidobacterium_breve	Unknown_t_genus_Paenibacillus	Unknown_t_domain_Bacteria	Bifidobacterium_longum	Unknown_t_genus_Haemophilus	Unknown_t_genus_Enterobacter	Unknown_t_genus_Campylobacter	crassphage
USA0068	0.0	0.0	0.0	0.0	0.0	0.0013203976948497828	0.004366248299042447	0.0	0.001112873034884523	0.0	0.0	0.0	0.0	0.04366581435890361	0.00147128909066966	0.0591290470248136	0.0	0.0	0.11089361411935862	0.0	0.0	0.016870049978365702	0.21814055553116907	0.0	0.449072390245126	0.0	0.006980196778057177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030651529450865057	0.0027667995033517486	0.0019286663865704307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013304505891427175	0.0013492042340517592	0.0	0.0030158682878804032	0.0	0.0	0.0	0.0	0.0	0.027164958393167325	0.0	0.0	0.004761309408098126	0.002034682289347773	0.0	0.0	0.0	0.13780717867573208
CHI0017	0.0	0.0	0.0	0.0	0.0	0.003326779725608618	0.023477107520481395	0.0014066911309468166	0.0	0.0	0.0	0.0	0.0	0.22300235673030028	0.0	0.0048221730361501704	0.0	0.0	0.01646993399303464	0.0	0.0	0.1504798130862893	0.07811048229794196	0.0	0.4035695310103716	0.0	0.015024715652768897	0.0	0.0	0.0	0.0	0.0	0.0	0.0019191926130497333	0.0	0.0	0.0	0.0	0.0	0.01854652070927099	0.0	0.0	0.0	0.0	0.0	0.001264528715165355	0.0	0.0	0.0	0.0	0.0	0.0	0.002415566426135425	0.0058668875958215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043195572178337374	0.0	0.0	0.007102147578325966	0.0	0.0	0.0	0.0	0.008045540058671993
CHI0024	0.0	0.0	0.0	0.0	0.0	0.005715841045182362	0.006091752194059774	0.005895913273231807	0.0	0.0	0.0	0.0	0.0	0.04791166005018787	0.0	0.020032827914016754	0.0	0.0	0.10252499435718364	0.0	0.0	0.24938841828538047	0.21417392487751769	0.0	0.08884531380697584	0.0	0.021517386513005034	0.0	0.0	0.0	0.0	0.0	0.0	0.0012273125589176415	0.0	0.0	0.0	0.05655927612623976	0.0	0.011980197033870175	0.0	0.0014048953091599507	0.0	0.0	0.0	0.0	0.0	0.0	0.002447986510349589	0.0	0.0	0.0	0.006856021880850273	0.006536538895601259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13859005934915092	0.0010820930201680895	0.0	0.0112175869989511	0.0	0.0	0.0	0.0	0.17483954237892876
USA0133	0.0	0.0	0.0	0.0	0.0	0.0032299626439342985	0.0	0.0016757558323271776	0.001823235310800846	0.0	0.0	0.0	0.0	0.12057770899003568	0.0	0.14810748174738872	0.0	0.0	0.09770785557815467	0.0	0.0	0.011026116832918716	0.19413944643874875	0.0	0.17345531452834928	0.0	0.013569192455317229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03569057400849763	0.0014315773551473309	0.0	0.0	0.008151077329486982	0.0	0.0	0.016851016014758753	0.0	0.0	0.008844176856526238	0.0	0.0012954424519408677	0.0	0.0	0.010203094908176467	0.0020325697353742764	0.0	0.0	0.0	0.0	0.0012138695535909632	0.0	0.0	0.1389437660208362	0.0	0.0	0.008245075238843826	0.0	0.0	0.0	0.0017856901688450952	0.019000144831787386
USA0059	0.0	0.0	0.0	0.0	0.0	0.001909141256471012	0.0	0.0	0.0011108493446038204	0.0	0.0	0.0	0.0	0.06423116915475047	0.0	0.08965143802321608	0.0	0.0	0.08869995103184657	0.0	0.0	0.02145421847690541	0.19756516033061522	0.0	0.49256362467945597	0.0	0.01026407032665582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004234943526274436	0.0	0.0	0.0	0.0012028650686849275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00970852230887927	0.0016851458745255825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009737138458995646	0.0	0.0	0.005981762138119796	0.0	0.0	0.0	0.0	0.3990077946766111
USA0149	0.01333974979614363	0.0	0.0	0.0	0.0	0.0033742446492874734	0.0	0.0029835278960176556	0.0	0.0	0.0	0.0	0.0	0.09960769186210461	0.0014025827535919142	0.07492175161796075	0.0	0.0	0.06344939619684536	0.0	0.0	0.005748335889097042	0.11638546900332854	0.0	0.5132640635433515	0.0	0.01745901707173771	0.001504940612708543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009143586815442032	0.0	0.0	0.0	0.001338672747029044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008367118428934173	0.0038358735014726673	0.0010196319572948753	0.0	0.0	0.0	0.0011463061734902056	0.0	0.0	0.05404711389667076	0.0	0.0	0.0076609255874914624	0.0	0.0	0.0	0.0	0.3809420635395479
USA0116	0.0	0.0	0.0	0.001312767290247241	0.0	0.00407847216314662	0.0	0.003312530128557103	0.002225001997829455	0.0	0.0	0.0	0.0	0.13662414512233162	0.0	0.0837580332077923	0.0	0.0	0.09791555497124414	0.0	0.0	0.03989085406564739	0.24315904526952653	0.0	0.23795276615599567	0.0	0.01671216562135074	0.0015550846693012238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04012124891408302	0.0	0.0	0.0	0.0026954586114183044	0.0	0.0	0.002996421951892267	0.0	0.0	0.0	0.001655942833721299	0.0012715217789189036	0.0	0.0	0.013605218588320818	0.0044989830403613104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04165732198050634	0.0	0.0	0.010298488609794262	0.012702973028013436	0.0	0.0	0.0	0.10730150225896833
USA0004	0.009556105099154341	0.0	0.0	0.0	0.0	0.002027314654341704	0.0015795652612830375	0.0	0.0014583181848024291	0.0	0.0	0.0	0.0	0.012511039308055113	0.0	0.13434846727458458	0.0	0.0	0.17957909792175097	0.0	0.0	0.025443531336103956	0.1783743926174473	0.0	0.05182597744204319	0.0	0.010136926247185903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019082913233686005	0.0	0.004384484892296593	0.0	0.0024454141073003096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020256556695980102	0.0031531299394505865	0.0	0.007217995536978064	0.0	0.0	0.0	0.0	0.0	0.3249531072078298	0.0	0.0	0.00946133118347736	0.002204331856248619	0.0	0.0	0.0	0.0004905787027372566
USA0073	0.0	0.0	0.0	0.0	0.0	0.0014668076680227598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05955432017819127	0.0	0.12989124025909218	0.0	0.0	0.11381802086759672	0.0	0.0017960283968587111	0.17164557613116108	0.09508224892389536	0.0	0.26932082187405065	0.0	0.0056929029625920205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013657326666309146	0.0	0.0	0.0	0.0018687988908490812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00555291474322902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1282876591324851	0.0	0.0	0.0023653333056669074	0.0	0.0	0.0	0.0	0.12582603474549836
FIJ0097	0.0	0.003940891261965074	0.0013120867891383912	0.002057660811672324	0.0	0.01633316507749802	0.036988498401569564	0.0032092099230808416	0.006787347778637066	0.0017828944017115786	0.008511584182716575	0.0015274233857087507	0.0	0.006891542906009821	0.0	0.041760635235241726	0.0	0.0065457694462839385	0.0552913372942918	0.0015752759627243862	0.0	0.028777922364596503	0.05004762103228814	0.0024489714011388915	0.03308388248024537	0.0011932271623576194	0.05833460682933456	0.0015312824645003342	0.0014795708086931152	0.0	0.0032485725267549933	0.044689676038053606	0.0050121715345086545	0.0053008306281191	0.0010967501925680317	0.0	0.0026658516292258844	0.10585761851616877	0.005472945542223725	0.06733089130827402	0.0016393366706646724	0.051957865034121975	0.002858033753046743	0.0	0.13060434717507716	0.0021857822275528965	0.010692735515719571	0.04644169780943252	0.004673344416607623	0.0	0.0	0.0	0.011126495971893557	0.01787293751533984	0.0014016174171031285	0.0037278701126696643	0.0	0.006190734197458256	0.012696369224309726	0.0012912477636638402	0.0	0.011019985397245852	0.0	0.0013807783916285775	0.0495050345541915	0.0	0.0	0.004415557953329844	0.0	0.00014399314808515138
USA0021	0.0	0.0	0.0	0.0	0.0	0.00553021472553698	0.0	0.004150700838375246	0.0011971262338110232	0.0	0.0	0.0	0.0	0.058919502380158875	0.0	0.056758485032882285	0.0	0.0	0.04002137804373214	0.0	0.0	0.005969050473295961	0.10695267261471493	0.0	0.4543436725025189	0.0	0.021966658431587772	0.002782793438244922	0.0	0.0	0.00241525468225031	0.0	0.0	0.002503132369773834	0.0	0.0011440680073817257	0.0	0.07664150269740286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006268055686819397	0.005871224368316943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13519844053029487	0.0	0.0	0.010072772673686933	0.0	0.0	0.0	0.0	0.9982265366522306
USA0111	0.0	0.0	0.0	0.0	0.0	0.0011986213293555725	0.0	0.0	0.0015371208714420998	0.0	0.0	0.0	0.0	0.1801406629938257	0.0	0.06102660124049624	0.0	0.0	0.10919640934369719	0.0	0.0	0.027757175880819135	0.2892203262785561	0.0	0.2519202805832522	0.0	0.005496882538738029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011070172918627996	0.0	0.0	0.0	0.0038127085875370274	0.0	0.0	0.0025009695045207616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012329835149015566	0.001492940918597263	0.0014555907169168454	0.0	0.0	0.0	0.0	0.0	0.0	0.03346300611924361	0.0	0.0	0.006380695025358652	0.0	0.0	0.0	0.0	0.07248053883095644
USA0056	0.0	0.0	0.0	0.0	0.0	0.001217923452921566	0.0	0.0011368009407109218	0.0	0.0	0.0	0.0	0.0	0.03636863372472231	0.0	0.10182984777973268	0.0	0.0	0.19823379383931136	0.0	0.0	0.053505803206712416	0.13081090404447684	0.0	0.4300209755207003	0.0	0.00396740270998826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006854619616850464	0.0	0.0	0.0	0.0021454810495174607	0.0	0.0	0.0010553682085683055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00813970568504394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021122099618134774	0.0	0.0	0.0035906406026084223	0.0	0.0	0.0	0.0	0.5910168021832755
USA0143	0.031129414926667417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23323099283085816	0.0	0.019224781229031863	0.0	0.0	0.03945275535063523	0.0	0.0	0.005861128136645875	0.0922794649575475	0.0	0.5453274622942283	0.0	0.0026438873595822595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006895692755612847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005434566304611971	0.001068745753696362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014318617808558488	0.0	0.0	0.001980632875415383	0.0	0.0	0.0	0.0	0.9998952349366647
FIJ0141	0.011706180419425232	0.00397882832397636	0.0	0.0	0.0	0.0039244239805744235	0.06392080275866577	0.0011723813447721513	0.0028128980871174815	0.0	0.019518257065468423	0.0	0.0	0.017707216037282245	0.0011214175922572942	0.08434393522743595	0.0	0.0012368924239048813	0.03519939514412205	0.0	0.0	0.033863800769144095	0.05922676160403788	0.0013859130167014884	0.033169661557675915	0.0	0.027419359000714783	0.0	0.0	0.0	0.0	0.3486989405560511	0.0	0.0018688859624751955	0.0011052898224741118	0.0	0.0	0.016065194036423817	0.007284376018737458	0.06130917923844241	0.0	0.0	0.0	0.0	0.0	0.004224400498541619	0.0	0.0	0.0035152087019424717	0.0	0.0	0.0	0.001877487439692893	0.00813527715249817	0.0	0.02298271705182648	0.0	0.0	0.0	0.0	0.0017484652814274324	0.023611054962579273	0.0	0.0	0.052558466391017994	0.010268443502487117	0.0	0.0073518976148963825	0.0	0.0466848064118725
USA0048	0.0	0.0014764368884534538	0.0012819737834080201	0.0	0.0	0.005192335986623675	0.010306544567407984	0.006342006425836562	0.0	0.0	0.0	0.0	0.0	0.0378997756545879	0.0	0.029303479920116154	0.0	0.0	0.03705234992409666	0.0	0.0	0.0929322641094103	0.06071525925182459	0.001394317571366819	0.23632912966069894	0.0	0.09277543902469625	0.0015391669223390775	0.0	0.0032568293047345208	0.007727769901673523	0.0	0.0	0.0012968008823264403	0.0	0.0017821032353870386	0.0	0.07237734282419737	0.0	0.023654925505233397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017912846312557525	0.0	0.0	0.0	0.004338637252743869	0.029965566914127145	0.0	0.002938616951023811	0.004022705991174455	0.0	0.0029306331285292773	0.0	0.0013988797556494098	0.02783616740022788	0.004935713120727942	0.0	0.0331682202805059	0.13401017138985805	0.0	0.0	0.0	0.9976141717483316
USA0009	0.0	0.0	0.0	0.0019150637767204803	0.0	0.002230355279031624	0.0	0.0014750654033318423	0.0018421373673295108	0.0	0.0	0.0	0.0	0.19926206064549362	0.0	0.04810757323139902	0.0	0.0	0.09338863811963727	0.0	0.0	0.011831699944424111	0.17003700540848277	0.0	0.3243265151207081	0.0	0.01092974394426145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017429140742548086	0.006355712794653871	0.0	0.0	0.0	0.017140959429601615	0.0	0.0	0.028397110053813727	0.0	0.0	0.014561424911553007	0.0	0.0	0.0	0.0	0.013487319208924674	0.0023878654792403725	0.0	0.0026155910699036233	0.0	0.0	0.0011478454177002427	0.0	0.0	0.03590527699835983	0.0	0.0	0.009543599962045735	0.0013685223591286785	0.0	0.0	0.0	0.015302112767895499
CHI0003	0.0	0.0	0.001079702444208289	0.0	0.0	0.015482819695359546	0.017024442082890542	0.00795890896209706	0.0023832801983705277	0.0	0.014384697130712009	0.0	0.0	0.09893446687920651	0.0	0.05173219978746015	0.0	0.001075451647183847	0.103522493800921	0.0	0.0	0.025707403471484237	0.23714204746723344	0.0	0.062116896918172154	0.0	0.0553538788522848	0.0025093871767623097	0.0	0.0	0.0	0.02059511158342189	0.0	0.002197662061636557	0.0	0.0	0.0	0.10292313142047467	0.0	0.014498051718030465	0.006373361671980163	0.0070208997520368405	0.0013574211831385052	0.0	0.01583563584838824	0.0	0.0	0.003050655331207935	0.0068069429684732554	0.0	0.0	0.001585547290116897	0.016422245837761248	0.01736875664187035	0.0014651080410910378	0.0	0.0	0.009761246900460503	0.006600070846617074	0.0010981225646475381	0.0	0.03267020899752037	0.0	0.0	0.030302515054906127	0.004576691462982643	0.0010825363088912505	0.0	0.0	0.0023102497209082267
CHI0032	0.0	0.0	0.0	0.0021250070197113497	0.0	0.012446790587971022	0.00125343965856124	0.00588981861065873	0.0017745830291458415	0.0	0.0	0.0	0.0	0.17374291009153703	0.0055146852361430895	0.10574942438366934	0.0	0.0011501095074970516	0.0646599651822317	0.0	0.0	0.008801033301510643	0.08504296063345876	0.0	0.2390116246419947	0.0	0.05119559723704161	0.005060931094513394	0.0	0.0	0.0014106811927893524	0.0	0.0	0.0022867411692031226	0.0	0.0	0.0	0.07296456449710788	0.0	0.0	0.0	0.00840119054304487	0.0	0.0	0.01979670915931937	0.0	0.0	0.008464087156736116	0.003120121300612119	0.0	0.004497107878924019	0.0	0.009739989891615657	0.01982591115853316	0.0	0.0	0.0	0.0	0.002861795922951648	0.0	0.0	0.054755994833492444	0.0	0.0	0.02583478407367889	0.0	0.0	0.0	0.0026214410063458192	0.0019344930938479626
USA0050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055958899697563055	0.0	0.01857772720118103	0.0	0.0	0.07328184093189417	0.0	0.0	0.02277001118469528	0.170122704825992	0.0	0.6291043714773719	0.0	0.0010359205940402621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011166772778418946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016608887684215641	0.0	0.0	0.0	0.008728047439385836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015293270638314113	0.0010844167749133051	0.0	0.0012652231883856285	0.0	0.0	0.0	0.0	0.039840028789776404
FIJ0113	0.0	0.017383554084584227	0.0	0.0	0.0	0.002583277285272596	0.014691136131134307	0.0	0.0025117130947269225	0.0	0.1826807903557648	0.0	0.0	0.0017760163276128423	0.0	0.010373429968211988	0.0	0.0060333468017562146	0.00976249555098727	0.0	0.0	0.0028243578327745416	0.008525849450053472	0.0	0.012456602334892547	0.0	0.012748136692248226	0.0	0.0	0.0	0.0	0.5060462241339783	0.0	0.0	0.0	0.0	0.0	0.058890784601075025	0.0	0.045148771185850305	0.002292798446951513	0.011558988947871293	0.0	0.0	0.029281575746368065	0.0	0.0	0.012295952337826889	0.0013046215267618407	0.0	0.0	0.0	0.002522268285072892	0.0031055481035911713	0.0	0.013611129054934699	0.0	0.0	0.0034053155094167075	0.0	0.0	0.0034597802916019106	0.0	0.0	0.014674881138001514	0.0	0.0	0.004310950841100898	0.0	0.0001115530800642772
USA0150	0.0	0.0	0.0	0.0	0.0	0.0	0.0015162462187360286	0.0	0.0	0.0	0.0	0.0	0.0	0.005299049476089991	0.0	0.003949509570286341	0.0	0.0	0.02060676728321741	0.0	0.0	0.05642253946149624	0.06660731533518661	0.0	0.801488995893715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001678582946023634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04027010130222259	0.0	0.0	0.002160892513026165	0.0	0.0	0.0	0.0	1.0
CHI0068	0.0	0.0	0.0	0.0	0.0	0.007074753128837269	0.00738865902828978	0.0046795719800735705	0.0011949527096805678	0.0	0.0	0.0	0.0	0.1847876980541791	0.0	0.06309244792525347	0.0	0.0	0.06882189005643712	0.0	0.0	0.032812399019241906	0.1715957366830698	0.0	0.2821315001932236	0.0	0.021373298742134218	0.0	0.0	0.0	0.0	0.0	0.0	0.002177557310907966	0.0	0.0	0.0	0.04474477999548925	0.0	0.004533170489152441	0.0	0.00146137704451001	0.0	0.0	0.0	0.0	0.0	0.0	0.0038183091551051256	0.0	0.0011606604685639068	0.0	0.0064601306534386544	0.01032724030551749	0.0017462664322484235	0.0	0.0	0.0	0.0017673693498586765	0.0	0.0	0.0636332101890162	0.0	0.0	0.01321702108577149	0.0	0.0	0.0	0.0	0.00974491346378748
FIJ0155	0.0	0.006061800694818617	0.0	0.0013142377295082726	0.0	0.009695602872410086	0.1331301385350305	0.001138557726011484	0.0037611491657721556	0.0	0.0	0.0	0.0	0.0023691583246684147	0.0	0.01786514332210046	0.0	0.005083372349984828	0.030335481560744514	0.0	0.0	0.002799532304526576	0.03720759576451482	0.0	0.018954947745706135	0.0	0.03473294538033039	0.0	0.0	0.0	0.0	0.0	0.0	0.0018896107553147403	0.0	0.0	0.0	0.06016577803966333	0.0	0.44639910630153246	0.0014848742879285982	0.022868661125041292	0.0	0.0	0.05848925283882915	0.006915824061099656	0.0	0.019313032346134996	0.0	0.0	0.0	0.0	0.005944540596790856	0.006024815430924556	0.0	0.0	0.0	0.0	0.00284240158767651	0.0	0.0	0.03377721253834069	0.0	0.0016445833820165879	0.02237398322045823	0.0	0.0	0.0	0.0	0.001290064786674925
FIJ0091	0.0	0.0	0.0	0.0	0.0023480145254361753	0.010325863940670369	0.0188726562726139	0.007058394851249036	0.0019089628090358545	0.0	0.0	0.0	0.004067491856867681	0.0031344157437864454	0.0	0.008275334317814579	0.00430076088513799	0.0015635592426710592	0.014847974998619602	0.0	0.0	0.003603142977860361	0.011367182720675785	0.0011422641884852667	0.012776769810171552	0.0	0.03661350776051273	0.0	0.0	0.0	0.0027274719645411618	0.003426549323507656	0.0077513911615119235	0.0015657484202043573	0.0012003990140917358	0.0	0.0	0.0855713011473966	0.02540637824171585	0.032478151400112815	0.0489981715502758	0.01701817965996235	0.0	0.0	0.05123478126346192	0.0012349393707282153	0.0	0.021404075226950817	0.19944574889695857	0.0	0.001128399397441046	0.003936870930714233	0.0027768500800144386	0.007845769037391882	0.0	0.016100671031562347	0.0	0.010502214353074931	0.07308034062629451	0.0	0.08081543457728077	0.0059421575512152	0.015896834279017488	0.0	0.0232719301467503	0.07800258468894099	0.004205653283413599	0.007816580003614576	0.0	0.0005195923114120075
USA0142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011073450972584665	0.0	0.0	0.0	0.0	0.06733059535518292	0.0	0.1392231363004993	0.0	0.0	0.06115086783383232	0.0	0.0	0.013178926900507627	0.151089667710121	0.0	0.51641297051981	0.0	0.00233326915880326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003608813956172485	0.0	0.0	0.0	0.0014060424678094597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009593220639939658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026316138329476577	0.0	0.0	0.004015509398811948	0.0032334963317749424	0.0	0.0	0.0	0.27623722655334815
USA0112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08541531429311247	0.0	0.025599082753573414	0.0	0.0	0.0441839545710376	0.0	0.0	0.009773614914739779	0.10797110700728799	0.0	0.6899024672688138	0.0	0.0020784595438762426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047097439226355415	0.0	0.0	0.0	0.0017343347940466194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004294029536737508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02142339526829593	0.0	0.0	0.0029144961258431167	0.0	0.0	0.0	0.0	0.03342545639024603
USA0071	0.0	0.0	0.0	0.0	0.0	0.0011287508055843902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00636376693592538	0.0	0.009709915006766443	0.0	0.0	0.3284109912022257	0.0	0.0	0.1838343578594725	0.345355543679695	0.0	0.012448435604078704	0.0	0.0041342451009743495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021224991909181375	0.0	0.0	0.0	0.0012150217822557855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012600692219663628	0.0021213333669090647	0.0	0.0	0.0	0.0	0.0012021977181559836	0.0	0.0	0.08567500743795718	0.0	0.0	0.003677242089417769	0.0	0.0	0.0	0.0	0.00013900392212410433
USA0012	0.0	0.0	0.0	0.0	0.0	0.0	0.003939742366441565	0.0	0.0	0.0	0.0	0.0	0.0	0.0092122818850255	0.0	0.004521174953174717	0.0	0.0	0.042182093393822555	0.0	0.0	0.11446162835438788	0.15645970851949123	0.0	0.6633478664137783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020583233072782358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038171808065999777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22658950523027124
USA0130	0.0014101167200082137	0.0	0.0	0.0	0.0	0.004902701093082208	0.0	0.004627389881914812	0.001867736284851541	0.0	0.0	0.0	0.0	0.1599071791664498	0.0	0.07779475719854916	0.0	0.0	0.07545717161530037	0.0	0.0	0.023410269733883843	0.1604654807238068	0.0	0.33611517109823863	0.0	0.02595348548828349	0.0023958901269361017	0.0	0.0	0.0	0.0	0.0	0.0011840088554647427	0.0	0.0	0.0	0.03415878346574153	0.0	0.0	0.001580195340130221	0.0023418517693722537	0.0	0.0	0.0	0.0	0.0	0.0	0.003997985222500093	0.0011131901658152782	0.0010773542023781997	0.0	0.007414062657760008	0.00584979441249071	0.0	0.0	0.0	0.0	0.0023890642291385634	0.0	0.0	0.03126602486162625	0.0011828712058318195	0.0	0.012665737775741384	0.01947172670470398	0.0	0.0	0.0	0.03989143697899038
FIJ0094	0.0	0.0011912435794008496	0.0	0.0010824363965662013	0.001991041397448363	0.010998628856098383	0.03122982894730568	0.006724804092884054	0.0024267036235392854	0.0	0.001171302820793703	0.0	0.003498302651297255	0.004639260839427908	0.0	0.013168703586258736	0.0046960486519830435	0.0018293478548295434	0.021944371352412593	0.0	0.0	0.006977098038739692	0.018533201146333524	0.001125785871799129	0.018363271203420448	0.0	0.03751073441380456	0.0	0.0	0.0	0.002824218311425231	0.003917925571551993	0.006039882384203798	0.0016685213017153821	0.0015107292118675258	0.0	0.0	0.09135425061111922	0.026372953742208473	0.04942013574454675	0.04158168363292878	0.026850664959275336	0.0	0.0	0.07789077059327658	0.0019754355863645092	0.0	0.03481483054906879	0.1496267826929821	0.0	0.0011153819977432263	0.004445055190384393	0.003908822181753079	0.007891338471402134	0.0	0.012517160973507835	0.0	0.0077573885929323886	0.05824218744919983	0.0	0.04994466439486517	0.009988152588418842	0.011222312148300289	0.0	0.025285315408614322	0.06825981768077706	0.004570768668559883	0.00924687656193578	0.0	0.0005236266275998555
