layers	Ralstonia	Shewanella	Unknown_t_class_Coriobacteriia	Unknown_t_order_Vi1virus	Unknown_t_phylum_Firmicutes	Moraxella	Bifidobacterium	Mycobacterium	Unknown_t_order_Alteromonadales	Enterobacter	Hymenobacter	Unknown_t_family_Streptococcaceae	Leuconostoc	Aggregatibacter	Fibrobacter	Oxalobacter	Alcanivorax	Eubacterium	Unknown_t_family_Burkholderiaceae	Unknown_t_family_Xanthomonadaceae	Buchnera	Desulfovibrio	Megasphaera	Unknown_t_order_Enterobacterales	Eggerthella	Vibrio	Faecalibacterium	Staphylococcus	Photobacterium	Proteus	Myroides	Rothia	Unknown_t_order_Selenomonadales	Acidovorax	Fusobacterium	Unknown_t_family_Spirochaetaceae	Lachnoclostridium	Yersinia	Haemophilus	Edwardsiella	Campylobacter	Bacillus	Unknown_t_order_T4virus	Prevotella	Pelosinus	Unknown_t_family_Tannerellaceae	Elizabethkingia	Burkholderia	Rhizobium	Corynebacterium	Weissella	Unknown_t_family_Micavibrio_aeruginosavorus	Unknown_t_family_Selenomonadaceae	Arthrobacter	Unknown_t_family_Peptostreptococcaceae	Achromobacter	Unknown_t_class_Clostridia	Chryseobacterium	Psychrobacter	Escherichia	Porphyromonas	Unknown_t_phylum_Actinobacteria	Gardnerella	Methanobrevibacter	Unknown_t_order_Cc31virus	Photorhabdus	Mannheimia	Providencia	Raoultella	Bibersteinia	Tannerella	Treponema	Enterococcus	Unknown_t_order_Burkholderiales	Anaeromyxobacter	Streptococcus	Idiomarina	Klebsiella	Ruminococcus	Unknown_t_class_Betaproteobacteria	Xanthomonas	Unknown_t_family_Ruminococcaceae	Unknown_t_order_Kp34virus	Cutibacterium	Listeria	Unknown_t_family_Lachnospiraceae	Pluralibacter	Lactobacillus	Serratia	Stenotrophomonas	Dehalobacter	Blautia	Unknown_t_order_K1gvirus	Veillonella	Unknown_t_family_Moraxellaceae	Marinobacter	Unknown_t_phylum_Caudovirales	Acidaminococcus	Unknown_t_family_Enterobacteriaceae	Unknown_t_class_Gammaproteobacteria	Unknown_t_family_Pasteurellaceae	Unknown_t_family_Rhodobacteraceae	Unknown_t_family_Bacillaceae	Erysipelothrix	Francisella	Rhodococcus	Mesorhizobium	Unknown_t_order_Kp15virus	Pseudoalteromonas	Riemerella	Plesiomonas_shigelloides	Deinococcus	Flavobacterium	Kosakonia	Unknown_t_family_Hymenobacteraceae	Aeromonas	Alteromonas	Unknown_t_order_Lactobacillales	Unknown_t_class_Bacteroidia	Paenibacillus	Acinetobacter	Pantoea	Piscirickettsia	Unknown_t_order_Clostridiales	Ethanoligenens	Neisseria	Unknown_t_family_Erysipelotrichaceae	Unknown_t_order_Rhizobiales	Pseudomonas	Bacteroides	Alicycliphilus	Unknown_t_family_Flavobacteriaceae	Unknown_t_family_Clostridiaceae	Solibacillus	Unknown_t_phylum_Proteobacteria	Unknown_t_order_Jd18virus	Pasteurella	Selenomonas	Unknown_t_class_Bacilli	Unknown_t_phylum_Bacteroidetes	Unknown_t_order_Bacteroidales	Unknown_t_order_Micrococcales	Candidatus_Moranella	Microbacterium	Unknown_t_domain_Bacteria	Clostridioides	Unknown_t_phylum_Tenericutes	Clostridium	Streptomyces	Unknown_t_class_Alphaproteobacteria	Thalassolituus	Unknown_t_phylum_Cyanobacteria	Unknown_t_order_V5virus	Ruminiclostridium	Unknown_t_family_Vibrionaceae	Acetobacter	Bordetella	Unknown_t_order_Sp6virus	Methylophaga	Lactococcus	Unknown_t_family_Oceanospirillaceae	Unknown_t_class_Siphoviridae	Unknown_t_family_Comamonadaceae	Butyrivibrio	Parabacteroides	Citrobacter	Unknown_t_phylum_Verrucomicrobia	Mycoplasma	Halomonas	Actinobacillus	Unknown_t_class_Myoviridae	Rickettsia	Unknown_t_order_Felixo1virus	Helicobacter	Lysobacter	Arcobacter	Odoribacter	Unknown_t_class_Actinobacteria	Akkermansia	Desulfotomaculum	Capnocytophaga	Unknown_t_family_Eggerthellaceae	Unknown_t_order_Bacillales	Salmonella	Unknown_t_class_Negativicutes	Cronobacter	Unknown_t_family_Aeromonadaceae	Unknown_t_order_Myxococcales	Brachyspira	Unknown_t_order_Kp36virus
TAN0016	0	0	0	0	4341	0	649	0	0	6429	0	0	0	0	238	0	0	0	0	0	0	0	0	360	0	235	45820	318	0	0	0	0	0	0	0	0	481	0	0	0	392	458	0	50813	0	0	219	0	0	325	0	0	0	0	0	0	0	0	0	671	686	0	0	0	0	0	0	0	0	0	433	0	230	0	0	1924	0	384	0	0	0	230	0	0	0	1958	0	420	0	0	0	0	0	0	0	0	0	0	1615	749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4029	0	0	0	416	0	0	0	4839	294	0	0	0	519	26841	0	466	0	0	1339	0	0	0	0	3564	18111	0	0	0	9777	550	0	1321	0	255	0	0	0	0	0	0	0	254	0	0	0	0	0	0	1654	0	0	0	0	0	0	0	0	0	0	0	5959	421	0	0	373	0	0	0	0	0	0	0	449	0
TAN0017	0	0	0	0	30833	0	6170	1421	0	6821	0	0	0	0	1088	0	0	0	1118	0	0	0	1246	3007	1235	1558	319964	1560	0	0	0	0	0	0	0	0	3184	0	0	0	3093	2697	0	144173	0	0	0	1670	0	2222	0	0	0	0	0	0	0	0	0	13231	2767	0	0	2066	0	0	0	0	0	0	1823	0	1407	1825	0	5756	0	1876	1275	1274	0	2111	0	0	0	8674	0	2381	0	0	0	1480	0	2307	0	0	0	1948	18145	6684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2087	0	1622	0	2934	0	0	0	31155	3539	0	0	1320	4523	108964	0	1969	0	0	12153	0	0	1527	0	13089	70631	0	0	0	62368	2696	0	5891	2151	3348	0	0	0	1195	0	0	1351	0	0	0	0	0	0	0	7368	0	0	0	0	0	0	0	0	0	0	0	28653	5003	0	0	1203	0	0	0	1177	0	0	0	2704	0
TAN0019	0	0	0	0	9216	0	1135	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	261	179	0	20497	234	0	0	0	0	0	0	0	0	1412	0	0	0	405	517	0	10963	0	0	0	0	0	262	0	0	0	0	0	0	246	0	0	24429	1128	199	0	2241	0	0	0	0	0	0	328	0	478	192	0	1379	0	182	418	0	0	576	0	0	0	2429	0	470	0	0	0	640	0	0	0	0	0	310	13045	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	202	505	0	0	0	9625	509	0	0	187	428	10854	0	916	0	0	1123	0	0	0	218	2289	9624	0	0	0	16218	1169	0	2310	187	338	0	0	0	416	0	0	0	0	0	0	0	0	0	173	824	364	0	0	0	0	0	0	0	0	0	0	3146	558	0	0	251	0	190	0	0	0	0	0	262	0
TAN0030	0	0	0	0	1056	0	24318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	12493	0	0	0	0	0	0	0	0	0	147	0	0	0	594	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	552	0	0	0	0	0	113	0	0	0	1410	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	5340	77	0	0	0	80	14307	0	0	0	0	146	0	0	0	0	209	3509	0	0	0	1769	1973	0	1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1245	0	0	0	0	0	0	0	0	0	0	0	1961	90	0	0	0	198	0	0	0	0	0	0	0	0
TAN0032	0	0	0	0	10754	0	272505	0	0	0	0	0	827	0	0	16722	0	673	0	0	0	0	0	0	847	0	19477	0	0	0	0	0	0	0	0	0	1731	0	0	0	3973	857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12817	0	0	0	16297	0	0	0	0	0	0	0	0	7853	0	0	6264	0	0	553	0	0	1245	0	0	0	6500	0	1297	0	0	0	1304	0	0	0	0	0	0	2627	734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2279	0	592	0	0	0	38586	1352	0	0	0	794	10902	0	0	0	0	2172	0	0	0	0	694	5921	0	0	0	16485	6833	0	2753	0	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8704	0	0	0	0	0	0	0	0	0	0	0	5541	1409	31283	0	0	0	0	0	0	0	0	0	0	0
TAN0036	0	0	0	0	16330	0	28601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215916	0	0	0	0	0	0	0	0	0	5999	0	0	0	9782	2655	0	7123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24132	0	0	0	1515	0	0	0	0	0	0	0	0	5020	0	0	13219	0	0	1707	0	0	2949	0	0	0	23935	0	1514	0	0	0	2770	0	0	0	0	0	0	5840	2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1534	0	2096	0	0	0	91912	2045	0	0	0	2559	225958	0	0	0	0	4774	0	0	0	0	9702	119100	0	0	0	37729	25074	0	3963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3783	0	0	0	0	0	0	0	0	0	0	0	78502	2528	318244	0	0	0	0	0	0	0	0	0	0	0
USA0001	0	0	0	0	4216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24289	0	0	0	0	0	0	0	0	0	0	0	0	0	2983	0	0	10562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3284	0	0	0	0	0	0	0	2496	0	0	0	0	0	0	2737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22644	0	0	0	0	0	1338211	0	3928	0	0	2930	0	0	0	0	15681	202324	0	0	0	15873	0	0	3757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672988	0	0	0	0	0	0	0	0	0	0	0	55629	0	5666	0	0	0	0	0	0	0	0	0	0	0
USA0003	0	0	0	0	30015	0	6014	0	0	0	0	0	0	0	0	3585	0	0	0	0	0	0	0	0	0	0	239529	6425	0	0	0	0	0	0	4636	0	3722	0	0	0	9769	5682	0	47633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5972	0	0	3816	0	0	0	0	0	0	0	0	0	0	0	27268	0	0	0	0	0	0	0	0	0	21384	0	5181	0	0	0	0	0	6375	0	0	0	0	4435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100377	0	0	0	0	0	1031606	0	0	0	0	7158	0	0	0	0	28025	176293	0	0	0	57148	14468	0	25906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	669148	0	0	3840	0	0	0	0	0	0	0	0	630084	0	93980	0	0	0	0	0	0	0	0	0	0	0
USA0004	0	0	0	0	17866	0	61209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6038	0	0	0	0	0	0	0	0	0	11487	0	0	0	0	0	0	0	0	0	0	0	0	24843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57437	0	0	0	0	0	1519397	0	0	0	0	8263	0	0	0	0	114776	1017516	0	0	0	53609	0	0	17750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1841222	0	0	0	0	0	0	0	0	0	0	0	761234	0	54786	0	0	0	0	0	0	0	0	0	0	0
USA0006	0	0	0	0	122783	0	60171	0	0	0	0	0	0	0	0	17284	0	0	0	0	0	0	2993	0	0	0	291809	2676	0	0	0	0	0	0	2401	0	4124	0	0	0	13912	2308	0	3545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2893	0	0	0	0	0	0	0	0	2305	0	0	20716	0	0	7897	0	0	3920	0	0	0	12503	0	2713	0	0	0	0	0	6549	0	0	0	0	0	2446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24113	0	0	0	0	0	247403	2882	0	0	0	2916	599445	0	0	0	0	6031	0	0	0	0	18254	189155	0	0	0	121294	41390	0	22011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33012	0	0	0	0	0	0	0	0	0	0	0	109096	4028	26753	0	0	0	0	0	0	0	0	0	0	0
USA0007	0	0	0	0	14011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33997	0	0	0	0	0	7529575	0	0	0	0	0	0	0	0	0	46247	757748	0	0	0	24767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46647	0	0	0	0	0	0	0	0	0	0	0	189555	0	16812	0	0	0	0	0	0	0	0	0	0	0
USA0008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5442	0	0	0	0	0	3978293	0	0	0	0	0	0	0	0	0	22212	407409	0	0	0	5386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52282	0	0	0	0	0	0	0	0	0	0	0	16086	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0009	0	0	0	0	8808	0	18904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7148	0	0	0	0	0	0	0	0	0	4234	0	0	0	0	9605	0	0	0	0	0	0	0	0	0	8227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40316	0	0	0	0	0	2602185	0	0	0	0	6795	0	0	0	0	49750	344478	0	0	0	35203	5441	0	16730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132442	0	0	0	0	0	0	0	0	0	0	0	177452	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0010	0	0	0	0	29622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102029	0	0	0	0	0	0	0	0	0	0	0	0	0	7369	0	0	11427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16603	0	0	0	0	0	0	0	0	0	14248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88523	0	0	0	0	0	2785390	0	0	0	0	5563	0	0	0	0	39065	534138	0	0	0	53106	17189	0	16115	0	0	0	0	0	0	0	0	0	0	0	5462	0	0	0	0	453318	0	0	0	0	0	0	0	0	0	0	0	648934	0	86752	0	0	0	0	0	0	0	0	0	0	0
USA0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13802552	0	0	0	0	0	0	0	0	0	55843	617098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66142	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0016	0	0	0	0	5456	0	7212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4237	0	0	7381	0	6551	0	0	0	3897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15218	0	0	0	0	0	2431395	0	20576	0	0	9827	0	0	0	0	48975	263068	0	0	0	26785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68402	0	0	0	0	0	0	0	0	0	0	0	255815	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10078	0	0	0	0	0	3219324	0	0	0	0	0	0	0	0	0	38918	417245	0	0	0	16835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1575156	0	0	0	0	0	0	0	0	0	0	0	288452	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0019	0	0	0	0	33196	0	47306	0	0	0	0	0	0	0	0	0	0	2605	0	0	0	0	0	0	0	0	287480	5764	0	0	0	0	0	0	3371	0	4244	0	0	0	12109	6218	0	9468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4818	0	0	14053	0	0	4221	0	0	6251	0	0	0	30548	0	4533	0	0	0	0	0	0	0	0	0	0	0	2295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3825	0	2570	0	0	0	165597	3562	0	0	0	3018	621806	0	0	0	0	6001	0	0	0	2286	9840	59943	0	0	0	65355	56061	0	38001	0	0	0	0	0	2209	0	0	0	0	0	3324	0	0	0	0	87154	0	0	2000	0	0	0	0	0	0	0	0	60463	3938	2094	0	0	0	0	0	0	0	0	0	0	0
USA0020	0	0	0	0	41475	0	11449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133331	0	0	0	0	0	0	0	0	0	7315	0	0	0	11816	3316	0	8164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20581	0	0	0	0	0	0	0	0	0	0	0	10806	0	0	0	0	0	0	0	0	0	26810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3392	0	0	0	0	0	137621	3157	0	0	0	0	1438482	0	0	0	0	5944	0	0	0	0	28445	281138	0	0	0	66770	20054	0	22602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388044	0	0	0	0	0	0	0	0	0	0	0	38802	3209	7473	0	0	0	0	0	0	0	0	0	0	0
USA0021	0	0	0	0	10623	0	3591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2071	2527	138670	0	0	0	0	0	0	0	0	0	4529	0	0	0	6396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4538	0	0	2697	0	0	0	0	0	0	0	0	0	10006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39745	0	0	0	0	0	1132977	0	0	0	0	2166	0	0	0	0	11341	72412	0	0	0	18225	7510	0	2652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244619	0	0	0	0	0	0	0	0	0	0	0	102695	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0025	0	0	0	0	0	0	90140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17349	0	0	0	94218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8189	0	0	0	0	19145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39404	0	0	0	0	0	6091865	0	0	0	0	0	0	0	0	0	66775	551485	0	0	0	29333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80768	0	0	0	0	0	0	0	0	0	0	0	432683	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0026	0	0	0	0	43829	0	38610	0	0	0	0	0	0	0	0	0	0	2516	0	0	0	0	0	0	11436	0	147952	0	0	0	0	0	0	0	0	0	6212	0	0	0	22088	5385	0	4721	0	0	0	0	0	2868	0	0	0	0	0	0	0	0	0	0	0	0	0	35370	0	0	0	0	0	0	0	0	6141	0	0	11367	0	0	4265	0	0	8895	0	3118	0	42028	0	3772	0	0	0	0	0	19436	0	0	0	0	0	3415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7541	0	3847	0	0	0	211694	5689	0	0	0	4103	1152039	0	0	0	0	7190	0	0	0	0	11359	131840	0	0	0	68630	46473	0	16663	0	0	0	0	0	3173	0	0	0	0	0	0	0	0	0	0	34981	0	0	0	0	0	0	0	0	0	0	0	113337	4337	0	0	0	0	0	0	0	0	0	0	0	0
USA0027	0	0	0	0	58009	0	54850	0	0	0	0	0	0	0	0	15064	0	0	0	0	0	0	0	0	0	0	50906	2666	0	0	0	0	0	0	0	0	5717	0	0	0	14473	3398	0	3935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24297	0	0	0	0	0	0	0	0	4290	0	0	6593	0	0	5742	0	0	5890	0	0	0	21662	0	2979	0	0	0	0	0	0	0	0	0	0	0	3244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9968	0	0	0	0	0	155796	6273	0	0	0	2990	627905	0	0	0	0	8325	0	0	0	0	25914	179382	0	0	0	96453	86488	0	13587	0	2901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72258	0	0	0	0	0	0	0	0	0	0	0	132921	5032	530391	0	0	0	0	0	0	0	0	0	0	0
USA0033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7567424	0	0	0	0	0	0	0	0	0	35644	252165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281600	0	0	0	0	0	0	0	0	0	0	0	140660	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0034	0	0	0	0	78684	0	41097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11989	0	0	0	276184	0	0	0	0	0	0	0	0	0	15349	0	0	0	26109	9494	0	35602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14799	0	0	0	0	0	0	0	0	15817	0	0	20069	0	7785	0	0	0	0	0	0	0	77865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9676	0	0	0	0	0	249199	0	0	0	0	0	4069194	0	0	0	0	12545	0	0	0	0	85573	629649	0	0	0	107128	70330	0	41418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383035	0	0	0	0	0	0	0	0	0	0	0	993715	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0035	0	0	0	0	21035	0	84694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180868	0	0	0	0	0	0	0	0	0	0	0	0	0	11776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25604	0	0	0	0	0	0	0	0	0	26544	0	0	0	0	0	0	0	91268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87623	0	0	0	0	0	8239264	0	0	0	0	0	0	0	0	0	21901	380446	0	0	0	29475	39669	0	24988	0	0	0	0	0	0	0	0	0	0	0	35793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38234	0	0	0	0	0	0	0	0	0	0	0	0	0
USA0036	0	0	0	0	34103	0	15168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294247	0	0	0	0	0	0	0	0	0	4664	0	0	0	7922	4403	0	42054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23196	6758	0	0	0	0	0	0	0	0	0	3607	0	4452	0	0	9433	0	0	0	0	0	0	0	0	0	23262	0	0	0	0	0	0	0	0	0	0	0	0	6799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113403	0	0	0	0	4784	817214	0	0	0	0	9065	0	0	0	0	44637	558455	0	0	0	64266	10977	0	18149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365107	0	0	0	0	0	0	0	0	0	0	0	604952	4302	159231	0	0	0	0	0	0	0	0	0	0	0
USA0037	0	0	0	0	41466	0	7414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98597	3567	0	0	0	0	0	0	0	0	7308	0	0	0	8446	6335	0	45277	0	0	0	3312	0	0	0	0	0	0	0	0	0	0	0	17395	5109	0	0	0	0	0	0	0	0	0	3990	0	4599	3689	0	24903	0	0	2704	3189	0	6180	0	0	0	23312	0	3528	0	0	0	0	0	0	0	0	0	2999	5773	3925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14421	0	4148	0	0	0	124660	4189	0	0	0	5120	1020796	0	0	0	0	11574	0	0	0	0	16501	179216	0	0	0	58795	18058	0	17778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2632	208899	0	0	0	0	0	0	0	0	0	0	0	442894	4342	0	0	0	0	0	0	0	0	0	0	0	0
USA0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21748	0	0	0	0	0	11835410	0	0	0	0	0	0	0	0	0	42597	354428	0	0	0	21377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368814	28632	0	0	0	0	0	0	0	0	0	0	174799	0	0	0	0	0	0	0	0	0	0	0	0	0
