layers	Ralstonia	Shewanella	Unknown_t_class_Coriobacteriia	Unknown_t_order_Vi1virus	Unknown_t_phylum_Firmicutes	Moraxella	Bifidobacterium	Mycobacterium	Unknown_t_order_Alteromonadales	Enterobacter	Hymenobacter	Unknown_t_family_Streptococcaceae	Leuconostoc	Aggregatibacter	Fibrobacter	Oxalobacter	Alcanivorax	Eubacterium	Unknown_t_family_Burkholderiaceae	Unknown_t_family_Xanthomonadaceae	Buchnera	Desulfovibrio	Megasphaera	Unknown_t_order_Enterobacterales	Eggerthella	Vibrio	Faecalibacterium	Staphylococcus	Photobacterium	Proteus	Myroides	Rothia	Unknown_t_order_Selenomonadales	Acidovorax	Fusobacterium	Unknown_t_family_Spirochaetaceae	Lachnoclostridium	Yersinia	Haemophilus	Edwardsiella	Campylobacter	Bacillus	Unknown_t_order_T4virus	Prevotella	Pelosinus	Unknown_t_family_Tannerellaceae	Elizabethkingia	Burkholderia	Rhizobium	Corynebacterium	Weissella	Unknown_t_family_Micavibrio_aeruginosavorus	Unknown_t_family_Selenomonadaceae	Arthrobacter	Unknown_t_family_Peptostreptococcaceae	Achromobacter	Unknown_t_class_Clostridia	Chryseobacterium	Psychrobacter	Escherichia	Porphyromonas	Unknown_t_phylum_Actinobacteria	Gardnerella	Methanobrevibacter	Unknown_t_order_Cc31virus	Photorhabdus	Mannheimia	Providencia	Raoultella	Bibersteinia	Tannerella	Treponema	Enterococcus	Unknown_t_order_Burkholderiales	Anaeromyxobacter	Streptococcus	Idiomarina	Klebsiella	Ruminococcus	Unknown_t_class_Betaproteobacteria	Xanthomonas	Unknown_t_family_Ruminococcaceae	Unknown_t_order_Kp34virus	Cutibacterium	Listeria	Unknown_t_family_Lachnospiraceae	Pluralibacter	Lactobacillus	Serratia	Stenotrophomonas	Dehalobacter	Blautia	Unknown_t_order_K1gvirus	Veillonella	Unknown_t_family_Moraxellaceae	Marinobacter	Unknown_t_phylum_Caudovirales	Acidaminococcus	Unknown_t_family_Enterobacteriaceae	Unknown_t_class_Gammaproteobacteria	Unknown_t_family_Pasteurellaceae	Unknown_t_family_Rhodobacteraceae	Unknown_t_family_Bacillaceae	Erysipelothrix	Francisella	Rhodococcus	Mesorhizobium	Unknown_t_order_Kp15virus	Pseudoalteromonas	Riemerella	Plesiomonas_shigelloides	Deinococcus	Flavobacterium	Kosakonia	Unknown_t_family_Hymenobacteraceae	Aeromonas	Alteromonas	Unknown_t_order_Lactobacillales	Unknown_t_class_Bacteroidia	Paenibacillus	Acinetobacter	Pantoea	Piscirickettsia	Unknown_t_order_Clostridiales	Ethanoligenens	Neisseria	Unknown_t_family_Erysipelotrichaceae	Unknown_t_order_Rhizobiales	Pseudomonas	Bacteroides	Alicycliphilus	Unknown_t_family_Flavobacteriaceae	Unknown_t_family_Clostridiaceae	Solibacillus	Unknown_t_phylum_Proteobacteria	Unknown_t_order_Jd18virus	Pasteurella	Selenomonas	Unknown_t_class_Bacilli	Unknown_t_phylum_Bacteroidetes	Unknown_t_order_Bacteroidales	Unknown_t_order_Micrococcales	Candidatus_Moranella	Microbacterium	Unknown_t_domain_Bacteria	Clostridioides	Unknown_t_phylum_Tenericutes	Clostridium	Streptomyces	Unknown_t_class_Alphaproteobacteria	Thalassolituus	Unknown_t_phylum_Cyanobacteria	Unknown_t_order_V5virus	Ruminiclostridium	Unknown_t_family_Vibrionaceae	Acetobacter	Bordetella	Unknown_t_order_Sp6virus	Methylophaga	Lactococcus	Unknown_t_family_Oceanospirillaceae	Unknown_t_class_Siphoviridae	Unknown_t_family_Comamonadaceae	Butyrivibrio	Parabacteroides	Citrobacter	Unknown_t_phylum_Verrucomicrobia	Mycoplasma	Halomonas	Actinobacillus	Unknown_t_class_Myoviridae	Rickettsia	Unknown_t_order_Felixo1virus	Helicobacter	Lysobacter	Arcobacter	Odoribacter	Unknown_t_class_Actinobacteria	Akkermansia	Desulfotomaculum	Capnocytophaga	Unknown_t_family_Eggerthellaceae	Unknown_t_order_Bacillales	Salmonella	Unknown_t_class_Negativicutes	Cronobacter	Unknown_t_family_Aeromonadaceae	Unknown_t_order_Myxococcales	Brachyspira	Unknown_t_order_Kp36virus
FIJ0115	0	0	0	0	17094	0	96687	0	0	171850	0	0	5160	0	0	0	0	0	0	0	0	0	161363	48075	0	0	76860	0	0	0	0	0	0	0	0	0	0	0	4030	0	0	0	0	298012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98989	0	0	0	4287	0	0	0	0	0	0	0	0	0	0	0	56726	0	1796912	0	0	0	0	0	0	0	11193	0	0	0	0	0	0	0	0	0	0	0	0	352774	21262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42755	0	0	0	0	0	120075	0	0	0	0	11870	0	0	7504	0	13548	71622	0	0	0	73663	0	0	6320	0	0	0	0	0	0	0	0	0	0	0	9626	0	0	0	0	10754	0	0	0	0	0	0	0	0	0	0	0	55961	0	0	0	0	0	0	0	0	0	0	0	9510	0
FIJ0116	0	0	0	0	11180	0	764072	0	0	5367	0	0	0	0	0	0	0	0	0	0	0	0	296922	4410	0	0	90227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27313	3695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10612	0	16384	0	0	0	0	0	0	0	8820	0	3124	0	0	0	0	0	0	0	0	0	0	68377	9177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4432	0	0	0	31987	0	0	0	0	0	188774	0	0	0	0	7892	0	0	0	0	13402	73891	0	0	0	52385	0	0	3605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7870	4946	0	0	0	0	0	0	0	0	0	0	44812	0	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0117	0	0	0	0	28830	0	3961	0	0	39431	0	0	1912	2090	0	0	0	0	0	0	0	0	0	4834	0	2084	170797	2830	0	0	0	0	0	0	2278	0	5434	0	8480	0	1590	3442	0	208550	0	0	0	0	0	0	1601	0	0	0	0	0	0	0	0	5659	1905	0	0	0	0	0	0	0	0	0	0	0	2373	0	0	326981	0	53396	0	0	0	0	0	0	0	23900	0	3380	0	0	0	2004	0	42498	0	0	0	2334	25516	9763	2558	0	0	0	0	0	0	0	1674	0	0	0	0	0	0	0	0	2651	1584	3254	0	0	0	78658	0	0	0	0	2523	151307	0	1642	0	0	6762	0	0	0	0	17901	83014	0	0	0	51861	4715	0	11794	0	0	0	0	0	0	0	0	0	0	0	3145	0	0	0	1602	13034	4147	0	0	0	0	0	0	0	0	0	0	27359	0	0	0	0	0	0	0	0	0	0	0	6864	0
FIJ0118	0	0	0	0	8822	0	40103	0	0	4354	0	0	947	0	0	0	0	0	0	0	0	0	0	1910	0	0	94063	0	0	0	0	0	0	0	0	0	1257	0	4487	0	0	0	0	184365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1926	1338	0	0	0	0	0	0	0	0	0	1048	0	1389	0	0	57472	0	32767	0	0	0	0	0	0	0	9791	0	1068	0	0	0	0	0	12953	0	0	0	1080	7793	1706	1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1086	1987	0	0	0	37696	0	0	0	0	0	124303	0	966	0	0	2999	0	0	0	0	18446	104011	0	0	0	27383	2136	0	3846	0	0	0	0	0	0	0	0	0	0	0	1432	0	0	0	0	10488	2904	0	0	0	0	0	0	0	0	0	0	35764	0	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0119	0	1780	0	0	15507	0	22038	0	2682	2632	0	0	0	0	0	0	0	0	0	0	0	0	6441	8239	0	4287	49207	2812	0	0	0	0	0	0	0	0	4542	0	3914	0	0	2293	0	321644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46812	3648	0	0	2394	0	0	0	0	0	0	0	0	0	0	0	24391	0	116631	0	0	0	0	0	0	0	10883	0	4998	0	0	0	0	0	27432	0	0	0	2581	106925	18474	2949	0	0	0	2196	0	0	0	2851	0	0	0	0	0	0	0	0	0	2253	5284	2566	0	0	44251	0	0	0	0	2401	273876	0	9675	0	0	11167	0	0	2635	0	25778	116749	0	0	0	59303	2773	0	8705	0	2093	0	1644	0	0	0	0	0	0	0	0	0	0	0	0	48715	1908	0	0	0	0	0	0	0	0	0	0	81959	1937	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0120	0	0	0	0	23372	0	466154	0	2431	9618	0	0	0	0	0	0	0	0	0	0	0	0	185582	6937	0	3229	112116	2378	0	0	0	0	0	0	0	0	4410	0	0	0	2247	3061	0	157006	0	0	0	1835	0	0	0	0	0	0	0	0	0	0	0	33682	1906	2025	0	47312	0	0	0	0	0	0	0	0	2868	0	0	7575	0	66447	0	0	0	2556	0	0	0	21987	0	3037	0	0	0	0	0	0	0	0	0	0	85539	15929	2351	0	0	0	1895	0	0	0	2313	0	0	0	0	0	0	0	0	0	0	2596	1956	0	0	89883	2537	0	0	0	3295	79721	0	0	0	0	11161	0	0	6416	0	11942	56770	0	0	0	63936	3972	0	9021	2018	4097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23335	0	0	0	0	0	0	0	0	0	0	0	29576	4109	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0121	0	0	0	0	41027	0	5406	0	0	56318	0	0	5214	0	0	0	0	0	0	0	0	0	0	4580	0	0	260063	2519	0	0	0	2368	0	0	2305	0	10176	0	4078	0	1814	4181	0	172514	0	0	0	0	0	0	2593	0	0	0	0	0	0	0	0	11161	0	0	0	0	0	0	0	0	0	0	0	0	4532	0	0	235908	0	89448	1724	0	0	2389	0	0	0	37816	0	3606	0	0	0	2894	0	33951	0	0	0	1908	48587	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3799	0	3360	0	0	0	122788	1659	0	0	0	2733	144950	0	0	0	0	7142	0	0	0	0	14290	60090	0	0	0	62464	8125	0	15805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2718	18873	0	0	0	0	0	0	0	0	0	0	0	18427	2030	0	0	0	0	0	0	0	0	0	0	7786	0
FIJ0122	0	0	0	0	21818	0	0	0	0	371439	0	0	17246	0	0	0	0	0	0	0	0	0	0	53787	0	0	42469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278057	0	0	0	0	0	0	25995	0	0	0	0	0	0	0	0	1671820	0	0	0	0	0	0	0	0	0	0	0	0	39583	0	0	570680	0	722885	0	0	0	0	0	0	0	9677	0	0	0	0	0	0	0	9523	0	0	0	0	3548995	21904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10122	0	0	0	0	0	43932	0	0	0	0	0	201192	0	0	0	0	13241	0	0	15604	0	10452	66303	0	0	0	129460	8442	0	47257	0	0	0	0	0	0	0	0	0	0	0	17199	0	0	0	0	19608	43828	0	0	0	0	0	0	0	0	0	0	30442	0	0	0	0	0	0	0	11072	0	0	0	0	0
FIJ0123	0	0	0	0	34533	0	240370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4851	10424	0	0	71196	6896	0	0	0	0	0	0	4825	0	8162	0	0	0	3031	5832	0	6912	0	0	0	0	0	0	0	0	0	0	0	0	2609	0	0	463783	0	0	0	156400	0	0	0	0	0	0	0	0	2734	0	0	7517	0	7214	0	0	0	4568	0	0	0	15913	0	5365	0	0	0	0	0	0	0	0	0	0	238095	11224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2834	0	2848	0	0	0	82939	3914	0	0	0	3366	506494	0	0	0	0	12412	0	0	0	3636	18077	148536	0	0	0	111799	6198	0	39419	0	3605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66210	0	0	4350	0	0	0	0	0	0	0	0	49705	5811	21123	0	0	0	0	0	0	0	0	0	18778	0
FIJ0124	971	0	0	0	32748	0	9970	1386	0	1449	1320	0	0	0	0	1298	0	808	1206	0	0	884	1625	2160	1847	0	65188	1424	0	0	0	0	0	0	769	0	3639	0	1069	798	2284	2964	0	19661	0	0	0	3373	1507	2107	0	0	0	0	0	0	1663	0	0	3191	1178	1400	0	16211	0	0	0	0	0	0	1862	0	21045	2612	818	3924	0	6257	1647	1668	1116	4783	0	0	0	10178	0	2939	1067	0	835	1110	0	0	0	0	0	1114	6463	4146	0	1204	0	0	0	1017	0	0	0	848	0	833	0	0	0	1575	0	6174	2143	3072	0	0	0	72119	6777	847	0	1870	5251	76606	0	1769	1397	0	14314	0	0	1346	1032	9370	66025	1414	0	0	67513	1924	0	6160	3716	5645	0	0	0	1520	0	0	982	0	0	0	0	0	0	0	20295	0	1241	0	0	0	0	0	0	0	0	0	19543	7890	898	0	0	1433	893	0	795	0	0	929	7224	0
FIJ0125	0	0	0	0	17079	0	51967	0	0	9257	0	0	1429	0	0	0	0	0	0	0	0	0	12705	2704	0	1268	210105	2278	0	0	0	1408	0	0	0	0	2988	0	2339	0	0	2730	0	290272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5785	2983	0	0	0	0	0	0	0	0	0	1252	0	2787	0	0	57735	0	8006	0	0	0	0	0	0	0	14373	0	3559	0	0	0	1374	0	2105	0	0	0	1193	9948	7296	0	0	0	0	0	0	0	0	1185	0	0	0	0	1959	0	0	0	1330	1974	2829	0	0	0	54077	0	1243	0	0	1926	83703	0	1999	0	0	6201	0	0	4628	1493	12168	54399	0	0	0	43485	3718	0	9446	0	0	0	0	0	0	0	0	0	0	0	4835	0	0	0	0	11028	1978	0	0	0	0	0	0	0	0	0	0	34315	1515	0	0	1657	0	1203	0	2523	0	0	0	0	0
FIJ0126	0	0	2729	0	29524	0	257852	1924	0	2660	0	0	0	0	0	2399	0	0	0	0	0	1709	129206	2416	4012	0	192474	3863	0	0	0	0	0	0	2259	0	4872	0	2124	0	2603	3491	0	52639	0	0	0	3207	0	2350	0	0	0	0	0	0	0	0	0	30020	0	2562	0	136364	0	0	0	0	0	0	0	0	2107	3664	0	5255	0	13683	2129	3120	0	4788	0	0	0	10922	0	3825	0	0	0	0	0	0	0	0	0	0	57404	5594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1775	0	2939	0	2484	0	0	0	77022	5517	0	0	0	5511	42974	0	2332	0	0	15081	0	0	2527	1928	20192	72826	0	0	0	76954	3163	0	16799	3806	4227	0	0	0	1942	0	0	1744	0	0	0	0	0	0	0	23624	0	0	3011	0	0	0	0	0	0	0	0	26491	8871	6959	0	0	3136	1985	0	0	0	0	0	0	0
FIJ0127	0	0	0	0	25946	0	465250	0	0	9332	0	7748	3219	0	0	0	0	0	0	0	0	0	209565	6301	0	0	306780	0	0	0	0	0	0	0	0	0	3021	0	0	0	0	0	0	171228	0	0	0	0	0	0	2875	0	0	0	0	0	0	0	0	21015	0	0	0	0	0	0	0	0	0	0	0	0	2808	0	0	719507	0	144257	0	0	0	0	0	0	0	11384	0	7452	0	0	0	0	0	0	0	0	0	0	47800	10736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14959	0	0	0	0	0	46582	0	0	0	0	2791	81830	0	2667	0	0	8565	0	0	0	5392	10591	35182	0	0	0	78220	2895	0	9265	0	0	0	0	0	0	0	0	0	0	0	6876	0	0	0	0	11028	4393	0	0	0	0	0	0	0	0	0	0	28364	2743	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0128	0	0	0	0	17947	0	28827	0	0	24932	0	0	19808	0	0	0	0	0	0	0	0	0	35662	4046	0	1876	111429	1886	0	0	0	0	0	0	0	0	3149	0	1851	0	7600	2557	0	214714	0	0	0	0	0	1414	0	0	0	0	0	0	0	0	0	1685	2479	0	0	26169	0	0	0	0	0	0	1411	4540	5205	0	0	46156	0	79265	0	0	0	1725	0	0	0	19172	0	2807	0	0	0	0	0	2317	0	0	0	0	11270	7590	0	0	0	0	1265	0	0	0	0	0	0	0	0	0	0	0	0	2192	1541	2183	2184	0	0	62118	1392	0	0	0	2222	183471	0	1414	0	0	7857	6273	0	2048	0	9627	57639	0	0	0	49069	3422	0	10066	0	1822	0	0	0	0	0	0	0	0	0	2172	0	0	0	1368	6925	1295	0	0	0	0	4542	0	0	0	0	0	28834	1882	0	0	0	0	1264	0	0	0	0	0	18944	0
FIJ0129	0	0	0	0	28705	0	12312	0	0	124819	0	0	2162	0	0	0	0	0	0	0	0	0	1767	7833	1743	2111	105428	2309	0	0	0	0	0	0	0	0	4443	0	1850	0	1958	2859	0	243113	0	0	0	0	0	0	1856	0	0	0	0	0	0	0	0	5165	1769	0	0	0	0	0	0	0	0	0	0	0	2398	0	0	44563	0	190409	1856	0	0	2751	0	0	0	21169	0	3555	0	0	0	0	0	8041	0	0	0	0	43752	11228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2208	0	2700	0	0	0	66660	1875	0	0	0	2867	240193	0	0	0	0	8055	0	0	0	0	15156	126469	0	0	0	60063	3112	0	26931	0	2040	0	0	0	0	0	0	0	0	0	2986	0	0	0	0	12546	2166	0	0	0	0	0	0	0	0	0	0	105155	2333	24646	0	0	0	0	0	0	0	0	0	0	0
FIJ0130	0	1423	0	0	10978	0	188471	0	3287	0	0	0	0	0	0	0	0	0	0	0	0	0	150603	6608	0	4113	50442	1914	0	0	0	0	0	0	0	0	0	0	1602	0	0	2278	0	262066	0	0	0	0	0	1488	0	1293	0	0	0	0	0	0	0	31710	2149	0	0	0	0	0	0	0	0	0	1799	0	11064	0	0	13849	0	4613	0	1475	0	0	0	0	0	7545	0	2218	0	0	0	0	0	1301	1348	0	0	0	60318	19377	2926	0	0	0	2304	0	0	0	3439	0	0	0	0	0	0	0	0	0	1712	4202	2302	0	0	33276	1435	0	0	0	2846	84155	0	1633	0	0	10924	0	1711	4916	0	9864	43528	0	0	0	45516	0	0	5523	0	2737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11198	0	0	0	0	0	0	0	0	0	0	0	38173	2947	0	0	1525	0	0	0	1716	0	1730	0	2865	0
FIJ0131	0	0	0	0	11251	0	1298662	0	0	93704	0	0	3713	0	0	0	0	0	0	0	0	0	130326	19249	0	3611	126487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12573	0	0	0	0	0	0	0	0	0	0	0	0	62850	0	0	39270	0	584706	0	0	0	0	0	0	0	8694	0	5028	0	0	0	0	0	4315	0	0	0	0	63372	21373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35400	0	0	0	0	0	121890	0	0	0	0	10234	0	0	0	0	9815	52768	0	0	0	71808	5850	0	6483	0	0	0	0	0	0	0	0	0	0	0	82688	0	0	0	0	8303	0	0	0	0	0	0	0	0	0	0	0	37016	0	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0132	0	0	0	0	27010	0	33178	0	0	16300	0	0	0	2530	0	0	0	0	0	0	0	0	10429	15179	0	2004	297665	2105	0	0	0	0	0	0	0	0	3763	0	6787	0	0	2290	0	147169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6244	0	0	0	0	0	0	0	0	1966	0	0	0	2366	0	0	190273	0	431395	0	0	0	2045	0	0	0	31505	0	5894	0	0	0	0	0	54144	0	0	0	0	54857	13327	2679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3073	0	2207	0	0	0	96519	0	0	0	0	2763	85768	0	0	0	0	9222	0	0	0	0	10751	59597	0	0	0	58596	2716	0	9103	0	2929	0	0	0	0	0	0	0	0	0	8043	0	0	0	0	4778	2981	0	0	0	0	0	0	0	0	0	0	24996	2395	0	0	0	0	0	0	0	0	0	0	0	3795
FIJ0133	0	3320	0	0	23873	4393	13026	0	3960	132686	0	0	0	0	0	0	2111	0	0	0	1401	0	1849	19696	1537	11961	112774	2428	0	1990	0	0	0	0	2081	0	4133	3656	3713	1738	2216	3472	0	74504	0	0	0	2491	0	1745	0	0	0	0	0	0	0	0	0	2225	1879	0	0	4754	0	2103	0	1456	0	0	0	0	5364	3152	0	8661	1769	71023	1502	3624	0	2597	0	0	0	23111	0	4643	0	0	0	0	0	2550	2669	0	0	1935	54947	46265	3166	2521	0	0	1678	0	0	0	4662	0	1403	0	0	0	0	2068	2483	1728	0	3271	7439	2656	2891	86511	2609	1911	0	0	4087	69129	0	0	0	0	25545	0	2192	2078	1459	7108	35298	0	2338	0	63222	2874	0	11637	1653	5509	3814	0	0	0	1803	0	2799	0	0	1469	3023	0	0	1953	37022	3448	0	0	2443	0	0	0	0	0	0	0	39049	4126	0	2732	0	0	0	1893	1659	10087	4605	0	127210	0
FIJ0134	0	1395	0	0	18428	0	62232	0	2792	3758	0	0	0	0	0	0	0	0	0	0	0	1368	3745	10335	0	3592	70995	0	0	0	0	0	0	0	0	0	2104	0	2244	0	0	1570	0	246895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9155	1993	0	0	12149	0	0	0	0	0	0	1538	0	0	0	0	6326	0	185225	0	1439	0	0	0	0	0	13468	0	1517	0	0	0	0	0	0	0	0	0	1990	30880	17614	2107	0	0	0	2293	0	0	0	2537	0	0	0	0	0	0	0	0	0	1634	2089	2329	0	0	50044	0	0	0	0	2057	159306	0	1395	0	0	9771	0	1467	1408	0	18344	88619	0	0	0	48173	1342	0	5162	0	1669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43205	0	0	0	0	0	0	0	0	0	0	0	44630	2110	0	0	0	0	0	0	1567	0	1544	0	4422	0
FIJ0135	0	0	0	0	41222	0	186993	0	0	3763	0	0	0	0	0	0	0	0	0	0	0	0	135326	4341	2119	1813	220962	1745	0	0	0	0	0	0	0	0	8897	0	0	0	1888	2359	0	85658	0	0	0	2240	0	1635	0	0	0	0	0	0	0	0	0	12587	0	0	0	121231	0	0	0	0	0	0	0	0	2511	2248	0	12146	0	43102	1888	2004	0	3924	0	0	0	21019	0	2645	0	0	0	0	0	2262	0	0	0	0	38699	10342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1707	0	2357	0	0	0	102625	3286	0	0	0	3552	151088	0	2934	0	0	10345	0	0	3430	0	7577	51944	0	0	0	72129	6791	0	10261	1942	2994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15479	0	0	0	0	0	0	0	0	0	0	0	63484	4840	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0136	0	0	0	0	31615	0	38481	0	0	8975	0	0	0	0	0	0	0	2089	0	0	0	0	9415	4851	0	0	149568	2901	0	0	0	0	0	0	2096	0	8704	0	0	0	4143	3686	0	83541	0	0	0	0	0	0	0	0	0	0	0	0	2010	0	0	28207	0	0	0	28262	0	0	0	0	0	0	0	0	3124	0	0	29059	0	98140	0	0	0	4076	0	0	0	33410	0	3104	0	0	0	0	0	0	0	0	0	0	80983	7789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2671	0	2728	0	0	0	128032	3256	0	0	0	3108	338534	0	0	0	0	9250	0	0	0	0	9524	197446	0	0	0	64206	4802	0	18360	0	2848	0	0	0	0	0	0	0	0	0	0	0	0	0	2270	33012	0	0	0	0	0	0	0	0	0	0	0	84872	3686	164006	0	0	0	0	0	0	0	0	0	6500	0
FIJ0137	0	0	0	0	12762	0	129553	0	0	11639	0	0	0	0	0	0	0	0	0	0	0	0	0	2321	0	1892	188752	1645	0	0	0	0	0	0	0	0	2672	0	3127	0	0	1592	0	271608	0	0	0	0	0	0	1501	0	0	0	0	0	0	0	0	2762	2313	0	0	0	0	0	0	0	0	0	0	0	3775	0	0	53642	0	22056	0	0	0	0	0	0	0	13004	0	2146	0	0	0	0	0	5744	0	0	0	0	7736	5600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5025	0	0	0	50387	0	0	0	0	2112	354201	0	0	0	0	5697	0	0	0	0	11020	49093	0	0	0	41326	2656	0	5946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16466	0	0	0	0	0	0	0	0	0	0	0	105721	0	0	0	0	0	0	0	0	0	0	0	0	0
FIJ0138	0	0	0	0	21182	0	10611	0	0	10152	1039	0	0	0	0	0	0	0	0	0	0	0	0	1863	0	0	90834	1208	0	0	0	0	0	0	0	0	2433	0	0	0	0	1776	0	314857	0	0	0	0	0	0	1405	0	0	0	0	0	0	0	0	5363	3119	0	0	0	0	0	0	0	0	0	1908	0	0	1027	0	16761	0	28664	0	0	0	0	0	0	0	15317	0	2042	0	0	0	0	0	2272	0	0	0	1699	11561	3136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2058	2719	0	0	0	65383	0	0	0	0	1783	104042	0	2049	0	0	5189	0	0	2787	0	15333	101094	0	0	0	42580	1490	0	10623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9893	0	0	0	0	0	0	0	0	0	0	0	30138	1166	0	0	1775	0	0	0	2403	0	0	0	0	0
FIJ0139	0	2019	0	0	21996	2260	87178	0	2317	7723	0	0	0	0	0	0	0	0	0	0	0	0	243391	11702	0	6424	56325	2609	0	0	0	0	0	0	0	0	4592	1785	3843	0	1682	3093	0	220406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10682	2177	0	0	2655	0	0	0	0	0	0	1874	0	0	0	0	72140	0	130788	0	1919	0	0	0	0	0	14602	0	3969	0	0	0	0	0	5417	0	0	0	0	21475	26179	2522	0	0	0	1582	0	0	0	2912	0	0	0	0	0	0	0	0	2707	1617	2656	4534	0	0	53578	0	1725	0	0	3108	114824	0	6246	0	0	15659	0	0	6695	0	14235	86735	0	0	0	58998	2958	0	10134	0	2880	1934	0	0	0	0	0	0	0	0	0	1640	0	0	0	12803	1640	0	0	0	0	0	0	0	0	0	0	60127	2566	0	0	2022	0	0	0	3761	0	2443	0	0	0
FIJ0140	0	0	0	0	30021	0	10673	0	0	25385	0	0	0	0	0	0	0	0	0	0	0	0	0	14288	0	2359	147908	2301	0	0	0	0	0	0	0	0	7001	0	3162	0	0	3287	0	148751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160711	0	0	0	34991	0	0	0	0	0	0	0	0	2135	0	0	30467	0	279716	0	0	0	3231	0	0	0	24941	0	10194	0	0	0	0	0	8501	0	0	0	0	394535	15348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2316	0	2981	0	0	0	87884	2925	0	0	0	3088	212611	0	3982	0	0	11035	0	0	0	0	9155	45622	0	0	0	70034	6462	0	15879	0	2500	0	0	0	0	0	0	0	0	0	3378	0	0	0	0	26394	0	0	0	0	0	0	0	0	0	0	0	55862	3866	52263	0	0	0	0	0	0	0	0	0	30427	0
FIJ0141	0	0	0	0	37832	0	186693	0	0	39537	0	0	0	0	0	5215	0	0	0	0	0	0	33875	18503	0	0	74709	0	0	0	0	0	0	0	0	0	8691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317226	0	0	0	0	0	0	0	0	0	0	0	0	5361	0	0	7798	0	1838215	0	0	0	0	0	0	0	18250	0	6306	0	0	0	0	0	0	0	0	0	0	285110	5752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127510	0	0	0	0	0	669501	0	0	0	0	13081	0	0	0	0	8731	163690	0	0	0	244416	5452	0	7958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109800	0	0	0	0	0	0	0	0	0	0	0	392230	6445	54557	0	0	0	0	0	0	0	0	0	0	0
