sample	Unknown_t_phylum_Firmicutes	Bifidobacterium	Enterobacter	Oxalobacter	Megasphaera	Unknown_t_order_Enterobacterales	Eggerthella	Vibrio	Faecalibacterium	Staphylococcus	Fusobacterium	Lachnoclostridium	Haemophilus	Campylobacter	Bacillus	Prevotella	Escherichia	Porphyromonas	Methanobrevibacter	Tannerella	Enterococcus	Streptococcus	Klebsiella	Ruminococcus	Unknown_t_family_Ruminococcaceae	Unknown_t_family_Lachnospiraceae	Lactobacillus	Veillonella	Unknown_t_family_Enterobacteriaceae	Unknown_t_class_Gammaproteobacteria	Unknown_t_family_Pasteurellaceae	Unknown_t_order_Lactobacillales	Paenibacillus	Unknown_t_order_Clostridiales	Ethanoligenens	Pseudomonas	Bacteroides	Unknown_t_family_Flavobacteriaceae	Unknown_t_phylum_Proteobacteria	Unknown_t_phylum_Bacteroidetes	Unknown_t_order_Bacteroidales	Unknown_t_domain_Bacteria	Clostridioides	Clostridium	Streptomyces	Unknown_t_class_Alphaproteobacteria	Lactococcus	Butyrivibrio	Parabacteroides	Citrobacter	Odoribacter	Unknown_t_class_Actinobacteria	Akkermansia	crassphage
USA0047	0.003299939875350493	0.001877004245033665	0.0	0.0	0.0	0.0	0.0	0.0	0.022134386155856403	0.0	0.0	0.0	0.0	0.0025033206874179553	0.0	0.0014205583077266874	0.0	0.0	0.0	0.0	0.0	0.0012489588407656362	0.0	0.0	0.0	0.003719429252392559	0.0	0.0	0.0	0.0011050227639444019	0.0	0.0	0.0	0.019097896847540572	0.0	0.0	0.7475538431148632	0.0	0.003775836633849529	0.005455090863430597	0.05521915240237093	0.010746794828847902	0.00188305561162675	0.003470674861369675	0.0	0.003880006587344777	0.0	0.0	0.030900871267117262	0.0	0.06940722974056494	0.0	0.010200010633115585	0.00048766886273229773
USA0040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001843926056995996	0.0	0.0	0.759454481176597	0.0	0.0	0.009266650823519408	0.11362897466017059	0.0017143147641787465	0.0	0.0	0.0	0.0	0.0	0.0	0.06743524484633429	0.0	0.04665640767220398	0.0	0.0	0.9992598741419189
CHI0056	0.01772294411994548	0.031822470070702505	0.0	0.0	0.0	0.0	0.0	0.0	0.15670259190496771	0.002209758253422686	0.0011004888785257352	0.0036995158044056627	0.0028917101382537934	0.0025063439086282033	0.0021102459612155717	0.001144391360381815	0.02710344107652788	0.0	0.0	0.0	0.004400004292687115	0.09754155857713032	0.0010702449465804357	0.0	0.0013024402950637024	0.016733674862121815	0.021374654999663414	0.07821275923196022	0.05628785979303395	0.0012673183095788386	0.0	0.0017521968314115428	0.0010868303286149547	0.055156151371855	0.0	0.0	0.23115827430075542	0.0	0.0018400017951237025	0.005032200031414665	0.05568493237554378	0.027785392961358988	0.019478067783480765	0.00908098446925314	0.0	0.0	0.0	0.0	0.03054832248616828	0.0	0.030162956256542688	0.0010380497932193104	0.0	0.016330894627703554
USA0052	0.0012574973516343655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030845788306437865	0.0	0.0	0.0	0.0	0.0	0.0	0.0013262886740602964	0.0	0.0	0.0	0.0	0.0	0.003261871918178839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002623396189482188	0.0	0.0	0.9285246126527097	0.0	0.0	0.005728131078154564	0.025039339410769232	0.0017978000414753512	0.0	0.0	0.0	0.0	0.0	0.0	0.014881889511108295	0.0	0.012474594341783368	0.0	0.0	0.3302662768601246
CHI0066	0.0029546468615513047	0.011378153921441628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013299365257567251	0.005020366452207205	0.0	0.0023086776918980383	0.0	0.0016995552484995035	0.021194927817838997	0.0	0.0	0.0	0.0	0.001323027764583963	0.0	0.0	0.0	0.002819926018682442	0.0	0.0	0.01888337147545231	0.0	0.0	0.0	0.0	0.008824790938008262	0.0	0.0	0.5841973602775019	0.0	0.0	0.012280898714682556	0.2002135958662579	0.013413359816917828	0.0014836564618506843	0.0	0.0	0.0	0.0	0.0	0.09296947191156786	0.0	0.01770427623530089	0.0	0.0	0.10958873427528576
USA0043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030759499094468725	0.0	0.0	0.0	0.0	0.0	0.0	0.003506946859987957	0.0	0.001032457686972282	0.0	0.0011711322803585637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026617689810273805	0.0	0.0	0.7202645505814428	0.0	0.001207298245743358	0.008283157855455003	0.11099242634006419	0.005236232860902933	0.0	0.0	0.0	0.0	0.0	0.0	0.06668934910015853	0.0	0.07587872929844017	0.0	0.0	0.007469947612949531
CHI0055	0.018707581406499293	0.006692498190179376	0.0	0.0	0.0	0.0	0.0	0.0	0.08839600882885415	0.0	0.0	0.0032015815411286903	0.0	0.0036810511485422825	0.0010404254288950115	0.005965027061689788	0.014201039480661195	0.0011679690683055236	0.0	0.0013462939715554066	0.0022343756089323063	0.0079018008453309	0.0014029800335156341	0.0	0.0	0.007562865433193704	0.0	0.0	0.017601022238650683	0.0011171878044661532	0.0	0.0016061050888731166	0.0	0.035003643260440566	0.0	0.0014856472072076329	0.5692001006177599	0.0	0.00236310020796699	0.010455035552789486	0.10440745941337011	0.02184775304717107	0.005644987003539336	0.003074037901718178	0.0	0.0	0.0	0.0	0.019059507374502373	0.0	0.04008176964437763	0.0012411885650041512	0.0023099570248792762	0.0008873246255874169
CHI0034	0.01650402216082631	0.008369519572451273	0.0	0.0	0.0	0.0	0.0	0.0011514010382649553	0.052109095248375606	0.0010448235687420123	0.0	0.002527798956633901	0.015570330654321899	0.001842788212349687	0.001231561870042895	0.0026125143811264965	0.0313073594020002	0.0	0.0	0.0	0.0012953261680480747	0.02806175663353656	0.004248524084230816	0.0	0.0	0.013937053706846373	0.0010785275548304645	0.017796615573245595	0.04370860444546467	0.001439251297831194	0.003697418365757479	0.0	0.0	0.04119720202260353	0.0	0.0	0.46966595706112174	0.0	0.0014328748680306762	0.011401967401869023	0.1240334015611322	0.02288956114677357	0.010255120956318723	0.006329062036285529	0.0	0.0	0.0	0.0	0.03523250740349046	0.006564989938904693	0.012999718526170235	0.0	0.0	0.013927649750648176
FIJ0058	0.015627700764887703	0.15559348744938364	0.003387342068077617	0.0	0.030805248141873756	0.003929515761793418	0.0	0.0018963644103591653	0.06339287157654411	0.001900923975061668	0.0011643470226664252	0.0029923179624880467	0.0	0.001391910751909525	0.0018801986809593822	0.007698203241353096	0.07321375943985334	0.0	0.0250349117579153	0.0	0.0013197867284335698	0.0063274322894279035	0.020885293372755607	0.0	0.0021230991278381735	0.006347743077648143	0.0019150171750512226	0.0	0.1338601150419625	0.00776949825306496	0.0	0.0012932583519826438	0.0012124297049837286	0.03503984023285282	0.002320403927691936	0.002146311457232734	0.15240676622821617	0.0	0.007725560629568114	0.01449029662455425	0.08037890811689563	0.046488078189073544	0.0022292126336418776	0.008542551723080227	0.0012447611637832947	0.0017744996810377237	0.0	0.0	0.01010979846309509	0.0010826893639034184	0.03254865988175805	0.0027693137979474497	0.019325507738617565	0.05935467286082613
CHI0041	0.014697382773680542	0.006749929659357246	0.0	0.0	0.0	0.0	0.0	0.0	0.0708936657384936	0.0010769394959590515	0.0	0.002590476084874475	0.0012224718602778422	0.0025087007563524876	0.00129731707621322	0.004464378528293571	0.0064283724353385845	0.0	0.0	0.0	0.0011739610721715785	0.00347198640589115	0.0	0.0	0.0	0.012888623388575571	0.0010991158562362003	0.0	0.010356360249428612	0.0	0.0	0.00141928705773754	0.0	0.03606846396826563	0.0	0.001049219045612615	0.5966646754143168	0.0	0.002361782369516375	0.007746479849311632	0.11915496979163924	0.0164673335283005	0.004277265488455125	0.007207317090073446	0.0	0.0	0.0	0.0010450609780606496	0.02006822002830258	0.0	0.04119951932739099	0.0	0.0043507246818731814	0.012104488683122534
USA0007	0.0016138575895940914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010754827145842574	0.0	0.0	0.0	0.0	0.0	0.0	0.0014959081090613422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003915945790695191	0.0	0.0	0.8672943944163821	0.0	0.0	0.005326962525584037	0.08728123337375944	0.0028527878753462892	0.0	0.0	0.0	0.0	0.0	0.0	0.005373036541417142	0.0	0.021833900178110627	0.0	0.0019364908854654103	0.6007970636675127
CHI0014	0.018237993820679727	0.01787303396626371	0.0	0.0	0.0	0.0	0.0	0.0	0.12412884582695903	0.0	0.0	0.00258471568127506	0.004864464908860025	0.0014698383177850437	0.0011598724140344562	0.23966113727489977	0.012828588855225925	0.0034971153173150955	0.0	0.001139874613792483	0.00262221155672876	0.00678425373208947	0.004224535301116877	0.0	0.0	0.010298867124616293	0.0012398636150023497	0.0036021037685854554	0.026052134265230825	0.0019247882732899382	0.0011498735139134695	0.0	0.00133735289118197	0.033326334103248645	0.0	0.0012423633400325965	0.23870624231334553	0.0027471978082410937	0.0032446430892601815	0.017838037815840257	0.11461739208687044	0.02676205617382088	0.004429512753597104	0.003487116417194109	0.0	0.0	0.0	0.0	0.04237783843777185	0.0	0.020837707852136265	0.0	0.0	0.0002950710469543202
USA0100	0.021511857924251938	0.008166869626605164	0.0	0.0	0.0	0.0	0.0	0.0	0.031666624693630685	0.0	0.0	0.0	0.0	0.0032121558244898856	0.0	0.0038579989910223736	0.002135750546935738	0.0	0.0	0.0	0.0	0.0062252782202999474	0.0	0.0013729244672200066	0.0	0.0031366043597257074	0.0	0.0	0.0036808998585644084	0.0	0.0	0.0033591968473104896	0.0	0.046723300477923946	0.0	0.0	0.5193537668904236	0.0	0.001203136766835994	0.015237024442117423	0.16103672857283283	0.02772088851772088	0.008704666074711463	0.0	0.0	0.0	0.0	0.0	0.04334623124109935	0.0	0.0883480956562782	0.0	0.0	0.02804258866738347
USA0035	0.0022523385881118925	0.009068674322868963	0.0	0.0	0.0	0.0	0.0	0.0	0.019366578357719124	0.0	0.0	0.0	0.0	0.0012609241366106797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027415677304500545	0.0	0.0	0.0	0.0028422189438004316	0.0	0.0097725903617683	0.0	0.0	0.0	0.0	0.0	0.009382299220638381	0.0	0.0	0.8822254454405107	0.0	0.0	0.0023450661953048992	0.04073654416414628	0.0031560579930876172	0.00424758827914479	0.0026756090629778927	0.0	0.0	0.0038325626377128104	0.0	0.0	0.0	0.0040939345651471405	0.0	0.0	0.13085674256245283
USA0038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013619912653604527	0.0	0.0	0.0	0.0	0.0	0.0	0.008775611516244194	0.0	0.0	0.0	0.0	0.0	0.0	0.0022453868868483363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001671779322669552	0.0	0.0	0.9097937149768458	0.0	0.0	0.0032744520787086127	0.02724505250023561	0.0016432603724805506	0.0	0.0	0.0	0.0	0.0	0.0	0.02835091130729484	0.0022009557461226143	0.013436884027189398	0.0	0.0	0.008177797003654766
USA0076	0.007390100440484037	0.0016234868067610676	0.0016873334092590228	0.0	0.0	0.0	0.0	0.0	0.031772600259297734	0.0	0.0	0.0010652604308667838	0.0	0.003134235468570791	0.0	0.002677530942594427	0.0011581543615282232	0.0	0.00212505651287113	0.0	0.0	0.0023677886412867793	0.003779603828955527	0.0	0.0	0.0038230310225464787	0.0	0.0	0.0024235825191453527	0.0	0.0	0.0	0.0	0.025278940629562013	0.0	0.001142336509558009	0.6021071104408177	0.0	0.0014779625686350978	0.015341878424564952	0.12158550095424787	0.01358724724510538	0.002770424873255866	0.0014181423284568334	0.0	0.0	0.0026778185399029763	0.0	0.13420009410183936	0.0	0.013384778739886641	0.0	0.0	0.0400695741097185
CHI0022	0.008919723434675059	0.004673091616046236	0.0020311211637529976	0.0	0.0	0.0	0.0	0.0	0.026386608973243665	0.0	0.0	0.0011696912847125036	0.0	0.0014609321219731756	0.0	0.001239664732625782	0.0023176340653438534	0.0	0.0	0.0	0.0	0.00416058338943817	0.0173590886052968	0.0	0.0	0.005096714652061758	0.0	0.0017219141709470245	0.0049860809573880616	0.0	0.0	0.0	0.0	0.023931864773475146	0.0	0.0	0.7170746559954007	0.0	0.0	0.009347128819226435	0.08493263637257646	0.013284553645049284	0.0026712836534460976	0.0015072658915373735	0.0	0.0	0.0	0.0	0.015281633671979605	0.0019393992117585652	0.04737296982442338	0.0	0.0011337589736219013	0.019012106076343162
FIJ0154	0.010751599534280766	0.15333739773875263	0.03360177483927624	0.0	0.18834190600072045	0.004602902455003584	0.0	0.0014636261392623764	0.02512228064499326	0.0011070736060886848	0.0	0.0020586140084061294	0.0012758124592367282	0.0	0.0018069730230592647	0.09744448675143226	0.033997210673392744	0.0013403734117455447	0.013551197202163086	0.0011951112686007074	0.0	0.008781756835574259	0.03554447259204154	0.0	0.0012567376323591231	0.00941049247534762	0.0018187113780608678	0.004792183429404432	0.07200747146295852	0.007527953791965536	0.0	0.0	0.0018363189105632723	0.03701396790880472	0.001858328326191278	0.0022295538031169735	0.07858828673573222	0.0011576952620330977	0.007342341053502689	0.006393001592748044	0.038167994934899814	0.04529537736243565	0.0032764683398224426	0.007408369300386706	0.0013264341151811411	0.00221634815374017	0.0036675022908133435	0.0	0.010370102996728667	0.005290329869784961	0.020013161630545548	0.002864158620391137	0.0	0.0009038791889293291
USA0068	0.001344425117180757	0.006747901056559974	0.0	0.0014660775279292846	0.0027569990166267408	0.0	0.0	0.0	0.030542956383998274	0.0	0.0	0.0	0.0	0.0	0.0	0.0015393032968389119	0.004638413105811432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013157206157681832	0.0	0.0	0.0019218347136228048	0.0	0.0	0.0	0.0	0.006955471702829131	0.0	0.0	0.7251709968155577	0.0	0.0011089310443673957	0.013257379009550202	0.11050080958410106	0.004744444019192572	0.0	0.0	0.0	0.0	0.0	0.0	0.02706873536949137	0.0	0.058919601620574136	0.0	0.0	0.13780717867573208
