	SAR11_RED_32_80M_BOWTIE2	SAR11_IOS_57_05M_BOWTIE2	SAR11_IOS_56_05M_BOWTIE2	SAR11_IOS_52_75M_BOWTIE2	SAR11_PON_140_05M_BOWTIE2	SAR11_ANW_146_05M_BOWTIE2	SAR11_PSW_128_05M_BOWTIE2	SAR11_ION_41_60M_BOWTIE2	SAR11_IOS_65_05M_BOWTIE2	SAR11_ANE_151_05M_BOWTIE2	SAR11_ION_39_25M_BOWTIE2	SAR11_PSE_100_50M_BOWTIE2	SAR11_ANW_141_05M_BOWTIE2	SAR11_PSW_122_05M_BOWTIE2	SAR11_ANE_151_80M_BOWTIE2	SAR11_PON_132_05M_BOWTIE2	SAR11_PSW_124_05M_BOWTIE2	SAR11_IOS_52_05M_BOWTIE2	SAR11_ASE_68_05M_BOWTIE2	SAR11_ION_38_05M_BOWTIE2	SAR11_IOS_64_65M_BOWTIE2	SAR11_ION_38_25M_BOWTIE2	SAR11_ION_36_17M_BOWTIE2	SAR11_ASW_78_05M_BOWTIE2	SAR11_RED_31_05M_BOWTIE2	SAR11_ION_41_05M_BOWTIE2	SAR11_ASE_68_50M_BOWTIE2	SAR11_PSE_109_05M_BOWTIE2	SAR11_ANE_150_05M_BOWTIE2	SAR11_ANW_149_05M_BOWTIE2	SAR11_IOS_64_05M_BOWTIE2	SAR11_PSE_94_05M_BOWTIE2	SAR11_IOS_65_30M_BOWTIE2	SAR11_IOS_58_66M_BOWTIE2	SAR11_RED_34_60M_BOWTIE2	SAR11_ANW_148_05M_BOWTIE2	SAR11_ASE_66_30M_BOWTIE2	SAR11_ANE_150_40M_BOWTIE2	SAR11_ASW_76_05M_BOWTIE2	SAR11_RED_33_05M_BOWTIE2	SAR11_ION_36_05M_BOWTIE2	SAR11_RED_32_05M_BOWTIE2	SAR11_PSE_102_05M_BOWTIE2	SAR11_ANE_152_05M_BOWTIE2	SAR11_ANW_145_05M_BOWTIE2	SAR11_PSW_123_05M_BOWTIE2	SAR11_PON_138_05M_BOWTIE2	SAR11_PSE_109_30M_BOWTIE2	SAR11_PSE_111_05M_BOWTIE2	SAR11_PSE_110_05M_BOWTIE2	SAR11_IOS_62_05M_BOWTIE2	SAR11_PON_138_60M_BOWTIE2	SAR11_ANE_004_05M_BOWTIE2	SAR11_PSW_125_05M_BOWTIE2	SAR11_ANW_142_05M_BOWTIE2	SAR11_PON_137_05M_BOWTIE2	SAR11_MED_18_05M_BOWTIE2	SAR11_ASE_70_05M_BOWTIE2	SAR11_PSE_100_05M_BOWTIE2	SAR11_PSE_93_05M_BOWTIE2	SAR11_ASW_72_100M_BOWTIE2	SAR11_PSE_111_90M_BOWTIE2	SAR11_ION_42_05M_BOWTIE2	SAR11_RED_34_05M_BOWTIE2	SAR11_ASE_66_05M_BOWTIE2	SAR11_ANE_004_40M_BOWTIE2	SAR11_PSE_102_40M_BOWTIE2	SAR11_ION_42_80M_BOWTIE2	SAR11_ION_48_05M_BOWTIE2	SAR11_ION_45_05M_BOWTIE2	SAR11_MED_18_60M_BOWTIE2	SAR11_ASW_72_05M_BOWTIE2	SAR11_PSW_128_40M_BOWTIE2	SAR11_PSE_110_50M_BOWTIE2
SAR11_ION_39_25M_BOWTIE2	0.12462195160907485	0.07499371779230513	0.09061849998656035	0.15867197444118641	0.0590336488394102	0.12195601834190006	0.22838489676109253	0.054416669801793716	0.0788127738386799	0.15907798767573555	0.0	0.22153099907796991	0.08334105351147525	0.2658898732360382	0.16380521559546868	0.21962225322256723	0.266847010430185	0.1463496822781729	0.16119559222495394	0.049933973965032186	0.1283451008819344	0.04882476976684047	0.05210967829466995	0.1391356242269166	0.10341655729804478	0.07641285448578605	0.16268498101070517	0.1184370146156496	0.13751723295286356	0.10649740868827917	0.11946356584743456	0.2516713427503613	0.08315664814080825	0.07475273138949223	0.1297258292314044	0.12648464934067039	0.10000057669636886	0.13408259929719768	0.20424911192153739	0.06319335168271456	0.05357663735644658	0.08713063764768125	0.1693229166769593	0.22535509871090875	0.0802632529519085	0.26439044390895317	0.18669074091044258	0.1675732793693836	0.2484739909659779	0.1858089433803347	0.06838539484916606	0.18412489223705186	0.18188764477348607	0.26876222674627326	0.14768148470835163	0.1395173646372424	0.22740476933522702	0.17731021315336293	0.25022275298105057	0.2778146161483339	0.17001861975251198	0.229889134787445	0.08224311627164982	0.0675945208137877	0.0953898882619959	0.1748781474499952	0.1672012427483789	0.08377347379087807	0.1929664524014868	0.14790553779808113	0.23023199325492483	0.1490232954380475	0.22565726162621125	0.1867622841538058
SAR11_PSE_100_50M_BOWTIE2	0.18819821828135985	0.1921558902937741	0.18082175293532077	0.1412679726973446	0.22009765476510168	0.15634921251203804	0.0949135059075189	0.19646735162095985	0.18452549333177282	0.12968927617707748	0.22153099907796991	0.0	0.23168801344420487	0.12020779060603037	0.12723626024217682	0.18076772034130095	0.11840815664102133	0.14689203802303852	0.12905513189703588	0.21846874305625708	0.16150155309502834	0.208114069423881	0.22308942680831623	0.14380821467007077	0.20264000092608725	0.19660943299768896	0.13594763452341574	0.14368789992993403	0.14034851668518344	0.16272084940691478	0.15942239193562757	0.1082426220233712	0.17921888157911847	0.19032899177328721	0.1584720772585676	0.15585093051263044	0.16614552183814113	0.14308674751166395	0.17127102430858165	0.22660957288553552	0.22105068600222788	0.20588146949367714	0.1377006948600893	0.12109606809916951	0.18146612987901656	0.11947134605391818	0.10287522932467696	0.09457413380444768	0.08166809056234214	0.07216319995668696	0.20125392567060285	0.07753197433681414	0.13912546113061486	0.1225751911082007	0.16417633625061923	0.11970272803344673	0.1453568221989442	0.09597360798729149	0.09037610239066485	0.1649113777249115	0.12981368332107135	0.05065898754086695	0.199921483161974	0.23036559634046982	0.16570899386461102	0.12435113540987519	0.12480421174051137	0.18812559706929055	0.18028710402850334	0.1819355721295256	0.1507661827190896	0.1564541037688063	0.09467782134476121	0.06497634750014725
SAR11_ANW_141_05M_BOWTIE2	0.15438320646885273	0.09848871479110566	0.11961250370010279	0.18330729187497552	0.07794996443693458	0.14752786847840071	0.24131824694144477	0.10591649564174044	0.11777122740715629	0.18352371724987115	0.08334105351147525	0.23168801344420487	0.0	0.2769093659402433	0.18617419787725664	0.2320111262734632	0.27827126472069663	0.17501110197017544	0.17998640563244284	0.09904039712472568	0.15509724017439142	0.10347171953681078	0.10117563804533791	0.1628289103484325	0.13278028379904738	0.12069834716762184	0.18025589633664152	0.1547553827030682	0.16570204770625319	0.13793049251171918	0.14991436125306457	0.2594867121169927	0.11446393623613871	0.10902130606662053	0.15844972432709292	0.15392526334942835	0.13520894799776317	0.16394767356072415	0.21695239674417288	0.07583136805885726	0.10311359602342995	0.12028535673253449	0.19506368970410837	0.23479827319135738	0.1084224708435998	0.27588565457340697	0.20271296375571213	0.19301209715811218	0.2585140774336103	0.2067258246923066	0.10263687449177006	0.20154970701812802	0.20275537084366313	0.2807529231283422	0.16982985098783998	0.17014521430300977	0.23532270803419786	0.19685466206721614	0.2615320583431241	0.28527199384638147	0.18982399618318813	0.2395758392577605	0.11986648305143299	0.07614745933678002	0.12794564299253797	0.19420314736531452	0.1927260165283563	0.13054194621771398	0.20901577213424394	0.17410497417028015	0.24004594731311435	0.17449285969524375	0.23911569795374488	0.2059719590208574
SAR11_PSW_122_05M_BOWTIE2	0.23089496550853295	0.23415364128545957	0.22123357646232022	0.18640415960011159	0.26764163989118084	0.20736882001507584	0.06595096804489231	0.2435923224288994	0.22861850335743783	0.19471854870469618	0.2658898732360382	0.12020779060603037	0.2769093659402433	0.0	0.1927886633838688	0.21156449011933887	0.03736193732850013	0.18018990376467214	0.1873526748289226	0.26519525794827736	0.2062809547183343	0.2541167277224773	0.270364800418892	0.19390282582132146	0.24190144577691008	0.23745317362296414	0.18939363950498356	0.2013400209473919	0.19936984950786962	0.21516450348949245	0.20520650429714515	0.1398146548498963	0.22535994498460576	0.23343170699288052	0.21099163623984474	0.20582389325578498	0.21784185401778056	0.19916064058619398	0.20530743037194898	0.2699773041195672	0.26821170569083863	0.2448150957841838	0.2077205858747604	0.18841295558013027	0.23299775133533907	0.04006612425583023	0.10783206808645784	0.15231113225787218	0.0687817893892344	0.12260602845661284	0.2428428603134607	0.15379856684738102	0.19635043209738867	0.037565480715785915	0.20861777481523147	0.18000790585760473	0.2035640074434829	0.15785297272815635	0.0767382885104364	0.2235137693302801	0.1787345450605763	0.10072157482309674	0.23861967085825053	0.27460872518728685	0.2154182295677174	0.1887232578503869	0.1994455214200742	0.23317426825803256	0.2110010928606172	0.21744652554129473	0.2053995450922539	0.1981802957445784	0.06811851727054496	0.11568519761723617
SAR11_ANE_151_80M_BOWTIE2	0.13979003808183788	0.13973782218680886	0.13106313805751513	0.10872471013868734	0.16516144957920742	0.10229614903817452	0.15508305787094245	0.13182650262575735	0.1237576589342475	0.03851634848899621	0.16380521559546868	0.12723626024217682	0.18617419787725664	0.1927886633838688	0.0	0.16952389210733243	0.19310160254263042	0.11438560162731748	0.08447615642743478	0.15864360904027086	0.11652333819697236	0.14245335757756028	0.16703467194371424	0.09683942315721028	0.14866360743135076	0.1427699083883317	0.08813244573503931	0.11140105782562748	0.0586449512517071	0.09273884331892812	0.11104533015532891	0.1653740019948946	0.12247428328220233	0.13243581333711518	0.1168382942683115	0.10083651416510853	0.10550494414815925	0.06584069831285488	0.1576820828723079	0.1773044775464916	0.1623485695213761	0.15015040743560815	0.12932928659225384	0.11545062984056398	0.11230418524286978	0.19051067668213517	0.12409262339879479	0.10974157761152703	0.17033326851729902	0.11308973160801428	0.14187765771913285	0.08832911569782365	0.0691363092982622	0.19487363302003935	0.1227949886192028	0.09582852849099543	0.12417390948090257	0.09435215781956141	0.17258331410015126	0.20060083640758908	0.10367972803155845	0.1396779415170526	0.1442064527659589	0.18288532862338347	0.09910238629096135	0.055693273169397206	0.11762246944455301	0.12555794528387365	0.16095763841357824	0.1450029352638046	0.12974535624784778	0.12200699300671314	0.1515176685634041	0.11094802393364034
SAR11_PON_132_05M_BOWTIE2	0.16518746228774206	0.16956520636327377	0.1553113940162253	0.12346112606434168	0.22628609914483322	0.14636353950658154	0.18125091035600704	0.19587620878854028	0.16959310759913782	0.1637141976250709	0.21962225322256723	0.18076772034130095	0.2320111262734632	0.21156449011933887	0.16952389210733243	0.0	0.21050809891487987	0.12560341113762707	0.15143732417235134	0.22261935658597054	0.13978763651475945	0.21058074448811193	0.23055466267413094	0.12397750628219473	0.17740140048404396	0.1684563362982623	0.15497824631753299	0.18598922722176914	0.1577449138543363	0.16507939264757698	0.13732191674295824	0.19470941977594525	0.1686654343519869	0.1732068938848883	0.16576470700386625	0.14626750294325686	0.16832300475112616	0.1553807425441831	0.1113316368074807	0.22421674298359906	0.22834237506898125	0.1842136976287546	0.20421024618765637	0.18493321156541165	0.187592673619437	0.2084915216419685	0.1416138612468918	0.17928027793090628	0.19824143957631468	0.1716783662126894	0.18309107876644326	0.16991158954260632	0.16302725578745214	0.2139757925353768	0.12715805602928332	0.1719069481290143	0.18306042204989725	0.15423936811717753	0.20000363867778592	0.23800507613218003	0.11800527974495778	0.1839510033921612	0.1691562028201702	0.23276671600771348	0.17017479365581867	0.1690185612726509	0.19676354737243695	0.17909549771858335	0.09809594325782955	0.11879474176457738	0.18766672817728924	0.11822336613423656	0.17765446097874205	0.1676599224199543
SAR11_PSW_124_05M_BOWTIE2	0.22880307567690394	0.23440583749483446	0.22124137393311494	0.1836128560200545	0.2688471461631925	0.20688729336609524	0.06020038444210507	0.24367079384590717	0.2280172849557961	0.19551626925470744	0.266847010430185	0.11840815664102133	0.27827126472069663	0.03736193732850013	0.19310160254263042	0.21050809891487987	0.0	0.17978463396602173	0.18730264484153158	0.2667227752329049	0.20481926826749197	0.2547688421926573	0.2713360623874913	0.19279403877551138	0.24184618696391424	0.2380369459109668	0.18890298510775738	0.19992316145244315	0.19829235543479273	0.2144611880104944	0.20329005681973833	0.13892649209005226	0.22413864371971748	0.2326523047293414	0.20818709453294726	0.20644748859503115	0.21664469568451528	0.19949361093885698	0.20705799931474933	0.2711780163761712	0.26920328505623525	0.2456474112987439	0.20590187031410212	0.18932691788630984	0.2329699927992266	0.03893387352592825	0.10853714316511742	0.14908710429584748	0.06196217623661826	0.11911265706570962	0.24257092149148063	0.15294143752976697	0.19747696374843315	0.03160238969042284	0.20708458573276778	0.17858641614980986	0.20377152811545363	0.15699596184207	0.07352163536327483	0.2246775611589633	0.17796195528121417	0.09901339422054622	0.23950495322167498	0.2755481638758617	0.21549087133570555	0.1889278023386577	0.1990634755252435	0.23362839730592144	0.21129489719684447	0.2169817324907336	0.20652260579951276	0.19785026547919182	0.061597789583065055	0.11243047127984418
SAR11_IOS_52_05M_BOWTIE2	0.0961861573459809	0.09715638062344967	0.08402107723342334	0.050944621751513486	0.15796167386011706	0.07371301440132638	0.13818014220133146	0.11606391690255413	0.0894536033612553	0.1098409890842692	0.1463496822781729	0.14689203802303852	0.17501110197017544	0.18018990376467214	0.11438560162731748	0.12560341113762707	0.17978463396602173	0.0	0.105437227112264	0.15161063102796668	0.06941882607539551	0.1321472567619255	0.1587530593303591	0.06948682109494086	0.10572112089989483	0.09317674911886564	0.10487860482114542	0.10577143057128069	0.09126659979408602	0.08471310673816868	0.06122766021739923	0.184887788665828	0.09016265001600732	0.09463327428893042	0.09173298752439574	0.07771309964359396	0.09564799612951724	0.0875586719750191	0.11611356883679913	0.15893858736745337	0.1563402107652364	0.11352573643119801	0.1405978152688213	0.17118352007241755	0.1161898048247576	0.17731917391951002	0.08755176868133197	0.11081609623026445	0.1650458018251867	0.11166908994727964	0.10533710448813904	0.11280381745286927	0.12303124173321622	0.18368741021710744	0.0735922550177166	0.08789468649273502	0.17241412368678644	0.10384059248507971	0.16836964397429466	0.22971904134503807	0.0711040858105999	0.14999653872980667	0.09363633348372524	0.16940077028964584	0.08974232869740495	0.11506937353459612	0.1379569928873028	0.09282257927419535	0.08633517632987664	0.06779847504783121	0.1775100875912523	0.057743455150447764	0.1301403070015782	0.11074942111882435
SAR11_ASE_68_05M_BOWTIE2	0.13032013359079442	0.1313556772243326	0.12251511720140518	0.09719783630939183	0.16499909951856573	0.09754262638965683	0.14898057174128743	0.13158592766108868	0.11907377489670168	0.08355133184521946	0.16119559222495394	0.12905513189703588	0.17998640563244284	0.1873526748289226	0.08447615642743478	0.15143732417235134	0.18730264484153158	0.105437227112264	0.0	0.15863099991801421	0.10588908652470297	0.1445553419741059	0.16611889423654613	0.09325117982286768	0.13615365389592105	0.130788911462012	0.07872338841197024	0.12011529534910836	0.0780892015329967	0.09936647340961346	0.10003503527779456	0.16213711575984902	0.11468143908614203	0.12628535014644948	0.10738883505171315	0.0966583385903993	0.09618623285811356	0.07864224625771388	0.14433430548655923	0.1695382091709431	0.16412136188736914	0.14058796861676137	0.14225099563756893	0.12139051620826624	0.11852429323088198	0.18444575968825316	0.11646861633843597	0.11988668310539885	0.16603118577360643	0.11748854423073796	0.13673866091508424	0.09626335444513379	0.08727222677156177	0.19024735153207817	0.1117306264902348	0.10540759659041987	0.12577190223888357	0.09812000961277578	0.1676649081459749	0.20042419602513128	0.09361214066564272	0.13617744615174887	0.13337162154007054	0.17583362574109662	0.09741944631725685	0.08172023622372415	0.131568460727727	0.11814965530254717	0.14456095343781128	0.13097939050846463	0.12921829076423774	0.11017654592731563	0.14508566636371045	0.11448101091316787
SAR11_ION_38_05M_BOWTIE2	0.12781722136068296	0.08922809683496125	0.10062080336018464	0.16304338582580968	0.05712202510336073	0.1254522779743219	0.22801098901452777	0.060759116554780945	0.09079673211450845	0.15558974163143802	0.049933973965032186	0.21846874305625708	0.09904039712472568	0.26519525794827736	0.15864360904027086	0.22261935658597054	0.2667227752329049	0.15161063102796668	0.15863099991801421	0.0	0.134495514305902	0.043986435851526506	0.02911932109178972	0.1417716271853644	0.1061511475133754	0.09119078807881542	0.15984691255392047	0.11023509952693356	0.1350438069227361	0.10636788833473565	0.12523770093917175	0.24989619297940424	0.0931100438078667	0.08459538781934883	0.13182693243704036	0.12906230479779535	0.1030172734507242	0.1341418424941827	0.20879153868535993	0.07317242676357194	0.03159887852690679	0.09123685543714832	0.15882798294467704	0.22319088370624096	0.0773771504788463	0.2633225613513166	0.18655540359918787	0.1632624367059613	0.24664572753923897	0.18242346759121608	0.08205139136064865	0.18091072140562214	0.17911581430136636	0.26842460111536837	0.1500604378942173	0.13326459716864714	0.22338571476703384	0.1755702706183354	0.24936095583237994	0.27404954627780753	0.17250726940740968	0.22734919914738505	0.09733352045544041	0.07289296365661724	0.0961850511221034	0.17108250590136853	0.158062459393552	0.09267006734671934	0.19774959062154862	0.1559990626802089	0.22755853688191463	0.15342447757718392	0.22624794277706162	0.18387520193128382
SAR11_IOS_64_65M_BOWTIE2	0.08808431761988489	0.0757005185354992	0.06466824801631343	0.06432758101019231	0.1421408432446033	0.06799659120745827	0.16359496120914485	0.09611045655968209	0.06690938168211824	0.11289899409774573	0.1283451008819344	0.16150155309502834	0.15509724017439142	0.2062809547183343	0.11652333819697236	0.13978763651475945	0.20481926826749197	0.06941882607539551	0.10588908652470297	0.134495514305902	0.0	0.11243713278438361	0.14229120838791642	0.06528128552703183	0.09288937364387073	0.07835424518999679	0.10600519980452738	0.11455803516136664	0.09097122367633437	0.07606605758929808	0.050022561503137886	0.2038806480952292	0.06395906901234549	0.07068345038545809	0.09046650844079063	0.07030192494957832	0.07888223405315342	0.08846585170935262	0.12776152744215474	0.1416256563304057	0.1413828595924611	0.09341476326020026	0.15085352196897162	0.17850368622818114	0.10005490275496864	0.2032541603980711	0.11948836767021098	0.12985784244141751	0.18825651909560925	0.1309711792710766	0.08343236546349053	0.12652239074905425	0.134559110704494	0.2083995826999776	0.07368222785813261	0.10458791842282911	0.18015460083269463	0.12143977712401732	0.19105628315289214	0.24132565950922358	0.07836488013548604	0.16954494373731388	0.07931887398316861	0.1512471368937961	0.07213793628830067	0.11801065254941612	0.14678042539809166	0.07572422520594946	0.10522100000665402	0.07504535462948403	0.1848056580511267	0.07005157018664188	0.1566754609676626	0.12971656056137726
SAR11_ION_38_25M_BOWTIE2	0.11227981690363631	0.071009605728373	0.08090478634748133	0.14183634648175436	0.06620644583505253	0.10251814665507442	0.21495117778362194	0.04216308630536181	0.06734495675400143	0.13603253056529419	0.04882476976684047	0.208114069423881	0.10347171953681078	0.2541167277224773	0.14245335757756028	0.21058074448811193	0.2547688421926573	0.1321472567619255	0.1445553419741059	0.043986435851526506	0.11243713278438361	0.0	0.049124532753277106	0.12157130894370494	0.09274789358239577	0.06922641279598463	0.14311818098266682	0.09936670554248128	0.11495058602880193	0.08269868208091946	0.10133589883655036	0.2416328104608313	0.07069636199753604	0.06311049215374098	0.10717591948021088	0.10725518490906494	0.08232841463345064	0.11177077802932733	0.19427797082409082	0.07942017622600883	0.048102488858286385	0.07870588919835753	0.15161008480572147	0.21385481665838613	0.06635043031944854	0.25282669308740235	0.17260333701375807	0.1509464070712888	0.23625126385187534	0.16791011105309295	0.06381540748041648	0.16578840085651403	0.1651270869699667	0.25642049906907527	0.13003893360703	0.11809054608142677	0.21501424360823385	0.1616009043325356	0.2394673497772296	0.26894133349626315	0.15366437760047946	0.21660518486288383	0.07742738664205973	0.08196708133424702	0.07175653437197749	0.15351716295932738	0.14927672497016142	0.062343056901628446	0.18447597171256835	0.13773509331896938	0.2190216532539202	0.13497894773833696	0.21255973737776546	0.17051371189029163
SAR11_ION_36_17M_BOWTIE2	0.1378068272252121	0.09571014150260881	0.11041313863961566	0.17098822555918192	0.055884690963036165	0.1326482419526852	0.23263627030166267	0.06947961920775791	0.09878014172190686	0.16255670231824837	0.05210967829466995	0.22308942680831623	0.10117563804533791	0.270364800418892	0.16703467194371424	0.23055466267413094	0.2713360623874913	0.1587530593303591	0.16611889423654613	0.02911932109178972	0.14229120838791642	0.049124532753277106	0.0	0.1491499830820754	0.1156698607803266	0.09767316478431654	0.1671986404190262	0.11224877992906379	0.14223598813244187	0.11409155366073587	0.13313274533634145	0.2530534295753689	0.10049563813185658	0.0946670531436985	0.1394768130160633	0.13833776264607422	0.10995176572444265	0.1416263415196144	0.21663022249399988	0.07418535610334809	0.02708304144221252	0.09984240897521413	0.16219810707525828	0.2267441020647767	0.08393760653055282	0.2679582501081046	0.19250511853913943	0.16842634351981967	0.2513186768690281	0.18686451370238732	0.08917060933621257	0.18769477742625618	0.1859697864214549	0.27311857759686387	0.1608576415698929	0.13963191974529676	0.22814171639444114	0.1819280114455799	0.25346054853510314	0.27737995797793247	0.18062000273861023	0.23174933836504608	0.10348526304182182	0.07277458350026833	0.10364780716182753	0.17808277064850908	0.16098072780180717	0.10102975697669236	0.20627824485440438	0.16559163997465975	0.23157508237270574	0.1621399578387247	0.2308028105506268	0.18986516915052554
SAR11_ASW_78_05M_BOWTIE2	0.09430498193444259	0.0942419795794679	0.08229502517018839	0.06416203115991936	0.14913922558389492	0.06124186619647287	0.15172911130128242	0.10647001584626281	0.0829010503967953	0.09221641779105039	0.1391356242269166	0.14380821467007077	0.1628289103484325	0.19390282582132146	0.09683942315721028	0.12397750628219473	0.19279403877551138	0.06948682109494086	0.09325117982286768	0.1417716271853644	0.06528128552703183	0.12157130894370494	0.1491499830820754	0.0	0.10265389593992613	0.09165462907051958	0.09186447089921246	0.10626442150372806	0.07476620066589412	0.06853539643253925	0.05732142518219263	0.1869362253285407	0.07883623205933121	0.08930759987091308	0.09028521579835391	0.06415056694444188	0.07814304107696746	0.07125077464793417	0.1091207965913571	0.14976947260469042	0.14607960171426548	0.10599477924932277	0.1428339829208124	0.1605061118238461	0.10122786436284403	0.19067155616245757	0.10974500094221373	0.11543378717947639	0.1740812551970099	0.11928848278823889	0.10321511854397825	0.10879376122466766	0.10853318879248997	0.19607196484982825	0.06788041687733049	0.09432723506647611	0.16039611313858193	0.10481219396599295	0.17849920201617486	0.22709996247106756	0.06981368877798	0.15510928906180277	0.09241616821325327	0.1593784188084557	0.07869416661890305	0.09846980347158696	0.13399210294887864	0.08655596558470768	0.10500583662736873	0.0782852298235096	0.16732794135142048	0.06514467443940508	0.14561317355438408	0.1158345828311319
SAR11_RED_31_05M_BOWTIE2	0.06098721425437437	0.0726926077925315	0.07040061865146874	0.11197799974040668	0.11727733806949792	0.0966273215510105	0.201936706524116	0.08198869202472003	0.06613918371825123	0.14528917644685257	0.10341655729804478	0.20264000092608725	0.13278028379904738	0.24190144577691008	0.14866360743135076	0.17740140048404396	0.24184618696391424	0.10572112089989483	0.13615365389592105	0.1061511475133754	0.09288937364387073	0.09274789358239577	0.1156698607803266	0.10265389593992613	0.0	0.0678360214025987	0.1369738595019776	0.1200160021677672	0.12008119107946846	0.091755094726363	0.08602024914631945	0.23631002828530934	0.07446173510770115	0.07048523441714816	0.09486434958865797	0.09969181506910907	0.08788979426926369	0.11851846626778695	0.16216856715198824	0.09850751268987445	0.11598619256793707	0.04179491892181997	0.16860405147624935	0.2122095581759662	0.09309115748885244	0.24011006300332838	0.1546631346902524	0.15676623327023143	0.22746895000927503	0.16994032375314827	0.07136141757973669	0.16914221199405888	0.1629402554283539	0.244884237938096	0.10466901947500606	0.12594087397095044	0.21031504113285227	0.1569763481342279	0.23057725677384833	0.2684910668478173	0.1269738809511901	0.2104267478954298	0.06447036215760904	0.11296997895112182	0.08273201622769266	0.15694981199505897	0.1688194294967812	0.07465942360287359	0.14134536587802604	0.10441319454997666	0.2155868168014915	0.10726832371452888	0.19871618715480743	0.1699798824662624
SAR11_ION_41_05M_BOWTIE2	0.08471287555498641	0.045711341104972436	0.04516730146220227	0.10318208229046877	0.10109803602215872	0.07858493486606899	0.19872358104855514	0.05580994834288444	0.046020447922666796	0.13581635727727537	0.07641285448578605	0.19660943299768896	0.12069834716762184	0.23745317362296414	0.1427699083883317	0.1684563362982623	0.2380369459109668	0.09317674911886564	0.130788911462012	0.09119078807881542	0.07835424518999679	0.06922641279598463	0.09767316478431654	0.09165462907051958	0.0678360214025987	0.0	0.13219539098779276	0.11357699416115785	0.10981029610718185	0.07698739394256993	0.0653856258714427	0.22996792609392003	0.046671288475161665	0.043977387400092605	0.09798023280709334	0.08372736486088983	0.07234575321015768	0.10498379482566533	0.1530174114337114	0.09959689075761546	0.09785507780024782	0.06556874135346957	0.1610499142281352	0.20549418269304642	0.0782369941695863	0.23530175260887365	0.14666300349663164	0.1497084989621673	0.22306977954890606	0.1607978339408963	0.04338618152766749	0.16143556024741224	0.1569204243630692	0.24047549991474937	0.09019554954387055	0.11801012309775427	0.2037544040523921	0.15089483761462652	0.22413260383560307	0.26088677216057166	0.11838486877530596	0.20569136113035003	0.03349426704685776	0.11292666429323717	0.06748045890755883	0.14848288390576925	0.16092106445208332	0.04942014485836521	0.13023041182989037	0.08338072869393975	0.2080585972337725	0.09299182133918193	0.1929979552436698	0.16152801103529746
SAR11_ASE_68_50M_BOWTIE2	0.13098242504077795	0.12981015953179376	0.12151244568416764	0.09786653461442085	0.16678524980287757	0.09796101115861733	0.1520990555854198	0.13186191524724622	0.1167874255636151	0.08927953385012799	0.16268498101070517	0.13594763452341574	0.18025589633664152	0.18939363950498356	0.08813244573503931	0.15497824631753299	0.18890298510775738	0.10487860482114542	0.07872338841197024	0.15984691255392047	0.10600519980452738	0.14311818098266682	0.1671986404190262	0.09186447089921246	0.1369738595019776	0.13219539098779276	0.0	0.1231996305488392	0.0806764085635634	0.09945527498614881	0.10137000715728117	0.16516971596651486	0.1152842272958512	0.12711597984553458	0.10875648922850523	0.09744361747760544	0.101044261069414	0.08494645343023266	0.14208338737112236	0.16983767298231045	0.1656337396962715	0.14156847058216704	0.1454509424154281	0.12553393316429373	0.11878140626500944	0.18574100334765242	0.11922758197621464	0.12469149296749771	0.16862831634827047	0.12364761202901464	0.1360929584268875	0.10243606947981454	0.09194763901650205	0.1914257764019084	0.11340222151972335	0.110049194577307	0.12718518477742546	0.10372394177347266	0.1734885285142227	0.20477831298744098	0.09805369800071828	0.1447598449350923	0.13207215613540702	0.175560661690503	0.09895218825189434	0.08427680060787768	0.13527069055736485	0.1202958712871478	0.14399616272924498	0.1317109172032035	0.1368111065423261	0.11103546283478705	0.1471015207632319	0.11900080749586406
SAR11_PSE_109_05M_BOWTIE2	0.12407217288630112	0.11345993827059575	0.10604738371459954	0.11762505424163494	0.11335611944825452	0.10433742229757614	0.157134435003369	0.10077586103166525	0.10020314825220167	0.10852503171867856	0.1184370146156496	0.14368789992993403	0.1547553827030682	0.2013400209473919	0.11140105782562748	0.18598922722176914	0.19992316145244315	0.10577143057128069	0.12011529534910836	0.11023509952693356	0.11455803516136664	0.09936670554248128	0.11224877992906379	0.10626442150372806	0.1200160021677672	0.11357699416115785	0.1231996305488392	0.0	0.09766135559200295	0.08893019048780593	0.10395269700737508	0.1910824260784647	0.104833342647635	0.10443416412636264	0.11383796110629629	0.10891237219640781	0.09743725061010688	0.09446759381441394	0.1732379021334558	0.1367583482576129	0.11159785189009641	0.1187136666359625	0.06530581077134123	0.1782211062415887	0.09517424173265798	0.19870242505371372	0.12161604734072418	0.05997293889661448	0.177090803656883	0.08921601107895949	0.11370379770209649	0.1095889347409198	0.12967295707874438	0.20432928551028973	0.1241994274549636	0.043146823147751534	0.1847003305770194	0.105144294798178	0.17969111841137209	0.22927470346257905	0.12265314398397531	0.15765043233139464	0.11973884076440955	0.14249124397209623	0.0903525781532103	0.1197299947755418	0.07478009915915662	0.10386508101672232	0.16848917200029156	0.13711243126836103	0.18782069957816483	0.11929143995210245	0.15209879070304944	0.09615338997932599
