bins	AST_count_detec	AST_frac_detec	AUS_count_detec	AUS_frac_detec	BAN_count_detec	BAN_frac_detec	CAN_count_detec	CAN_frac_detec	CHI_count_detec	CHI_frac_detec	DEN_count_detec	DEN_frac_detec	ENG_count_detec	ENG_frac_detec	ETH_count_detec	ETH_frac_detec	FIJ_count_detec	FIJ_frac_detec	ISR_count_detec	ISR_frac_detec	ITA_count_detec	ITA_frac_detec	MAD_count_detec	MAD_frac_detec	MON_count_detec	MON_frac_detec	PER_count_detec	PER_frac_detec	SPA_count_detec	SPA_frac_detec	TAN_count_detec	TAN_frac_detec	USA_count_detec	USA_frac_detec
DB_MAG_00065	37.0	0.24183006535947713	4.0	0.3333333333333333	0.0	0.0	3.0	0.13043478260869565	43.0	0.22872340425531915	82.0	0.2887323943661972	47.0	0.22274881516587677	3.0	0.6	14.0	0.08139534883720931	114.0	0.3433734939759036	2.0	0.18181818181818182	61.0	0.5446428571428571	19.0	0.17272727272727273	2.0	0.05555555555555555	19.0	0.12025316455696203	0.0	0.0	14.0	0.11475409836065574
DB_MAG_00066	32.0	0.20915032679738563	1.0	0.08333333333333333	0.0	0.0	6.0	0.2608695652173913	1.0	0.005319148936170213	77.0	0.2711267605633803	41.0	0.1943127962085308	0.0	0.0	0.0	0.0	28.0	0.08433734939759036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.2468354430379747	0.0	0.0	14.0	0.11475409836065574
DB_MAG_00067	27.0	0.17647058823529413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.04929577464788732	13.0	0.061611374407582936	1.0	0.2	0.0	0.0	66.0	0.19879518072289157	0.0	0.0	18.0	0.16071428571428573	0.0	0.0	9.0	0.25	10.0	0.06329113924050633	0.0	0.0	3.0	0.02459016393442623
DB_MAG_00068	79.0	0.5163398692810458	0.0	0.0	0.0	0.0	11.0	0.4782608695652174	7.0	0.03723404255319149	164.0	0.5774647887323944	145.0	0.6872037914691943	1.0	0.2	2.0	0.011627906976744186	179.0	0.5391566265060241	2.0	0.18181818181818182	20.0	0.17857142857142858	59.0	0.5363636363636364	20.0	0.5555555555555556	59.0	0.37341772151898733	2.0	0.07407407407407407	42.0	0.3442622950819672
DB_MAG_00069	35.0	0.22875816993464052	5.0	0.4166666666666667	0.0	0.0	0.0	0.0	14.0	0.07446808510638298	13.0	0.045774647887323945	53.0	0.25118483412322273	1.0	0.2	0.0	0.0	14.0	0.04216867469879518	0.0	0.0	28.0	0.25	0.0	0.0	0.0	0.0	10.0	0.06329113924050633	0.0	0.0	6.0	0.04918032786885246
DB_MAG_00070	74.0	0.48366013071895425	1.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.16549295774647887	56.0	0.26540284360189575	0.0	0.0	1.0	0.005813953488372093	105.0	0.31626506024096385	0.0	0.0	5.0	0.044642857142857144	4.0	0.03636363636363636	1.0	0.027777777777777776	35.0	0.22151898734177214	0.0	0.0	16.0	0.13114754098360656
DB_MAG_00071	3.0	0.0196078431372549	1.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0035211267605633804	3.0	0.014218009478672985	0.0	0.0	0.0	0.0	1.0	0.0030120481927710845	0.0	0.0	0.0	0.0	1.0	0.00909090909090909	0.0	0.0	3.0	0.0189873417721519	0.0	0.0	0.0	0.0
DB_MAG_00072	4.0	0.026143790849673203	0.0	0.0	0.0	0.0	1.0	0.043478260869565216	0.0	0.0	11.0	0.03873239436619718	8.0	0.037914691943127965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DB_MAG_00073	1.0	0.006535947712418301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.014084507042253521	6.0	0.02843601895734597	0.0	0.0	0.0	0.0	1.0	0.0030120481927710845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.006329113924050633	0.0	0.0	2.0	0.01639344262295082
DB_MAG_00074	4.0	0.026143790849673203	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.010638297872340425	3.0	0.01056338028169014	1.0	0.004739336492890996	0.0	0.0	0.0	0.0	1.0	0.0030120481927710845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.006329113924050633	0.0	0.0	0.0	0.0
DB_MAG_00075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0035211267605633804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.03571428571428571	0.0	0.0	7.0	0.19444444444444445	0.0	0.0	0.0	0.0	0.0	0.0
DB_MAG_00076	22.0	0.1437908496732026	4.0	0.3333333333333333	0.0	0.0	6.0	0.2608695652173913	6.0	0.031914893617021274	105.0	0.36971830985915494	40.0	0.1895734597156398	0.0	0.0	0.0	0.0	50.0	0.15060240963855423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.18354430379746836	0.0	0.0	11.0	0.09016393442622951
DB_MAG_00077	46.0	0.3006535947712418	1.0	0.08333333333333333	2.0	0.07142857142857142	11.0	0.4782608695652174	8.0	0.0425531914893617	177.0	0.6232394366197183	96.0	0.4549763033175355	4.0	0.8	4.0	0.023255813953488372	130.0	0.39156626506024095	0.0	0.0	21.0	0.1875	74.0	0.6727272727272727	21.0	0.5833333333333334	42.0	0.26582278481012656	10.0	0.37037037037037035	24.0	0.19672131147540983
DB_MAG_00078	57.0	0.37254901960784315	9.0	0.75	2.0	0.07142857142857142	19.0	0.8260869565217391	105.0	0.5585106382978723	209.0	0.7359154929577465	119.0	0.5639810426540285	5.0	1.0	12.0	0.06976744186046512	258.0	0.7771084337349398	2.0	0.18181818181818182	34.0	0.30357142857142855	104.0	0.9454545454545454	19.0	0.5277777777777778	75.0	0.47468354430379744	17.0	0.6296296296296297	76.0	0.6229508196721312
DB_MAG_00079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.007042253521126761	2.0	0.009478672985781991	1.0	0.2	2.0	0.011627906976744186	3.0	0.009036144578313253	0.0	0.0	3.0	0.026785714285714284	0.0	0.0	12.0	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	0.00819672131147541
DB_MAG_00080	73.0	0.477124183006536	11.0	0.9166666666666666	0.0	0.0	12.0	0.5217391304347826	86.0	0.4574468085106383	229.0	0.8063380281690141	142.0	0.6729857819905213	3.0	0.6	4.0	0.023255813953488372	277.0	0.8343373493975904	5.0	0.45454545454545453	19.0	0.16964285714285715	75.0	0.6818181818181818	14.0	0.3888888888888889	99.0	0.6265822784810127	9.0	0.3333333333333333	58.0	0.47540983606557374
DB_MAG_00081	38.0	0.24836601307189543	4.0	0.3333333333333333	0.0	0.0	16.0	0.6956521739130435	26.0	0.13829787234042554	108.0	0.38028169014084506	137.0	0.6492890995260664	0.0	0.0	0.0	0.0	118.0	0.35542168674698793	1.0	0.09090909090909091	0.0	0.0	25.0	0.22727272727272727	0.0	0.0	71.0	0.44936708860759494	0.0	0.0	40.0	0.32786885245901637
DB_MAG_00082	3.0	0.0196078431372549	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.005319148936170213	5.0	0.017605633802816902	3.0	0.014218009478672985	0.0	0.0	0.0	0.0	4.0	0.012048192771084338	0.0	0.0	2.0	0.017857142857142856	0.0	0.0	7.0	0.19444444444444445	6.0	0.0379746835443038	0.0	0.0	4.0	0.03278688524590164
DB_MAG_00083	3.0	0.0196078431372549	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.010638297872340425	12.0	0.04225352112676056	9.0	0.04265402843601896	0.0	0.0	4.0	0.023255813953488372	17.0	0.05120481927710843	0.0	0.0	2.0	0.017857142857142856	0.0	0.0	4.0	0.1111111111111111	1.0	0.006329113924050633	0.0	0.0	0.0	0.0
DB_MAG_00084	39.0	0.2549019607843137	3.0	0.25	2.0	0.07142857142857142	4.0	0.17391304347826086	49.0	0.26063829787234044	76.0	0.2676056338028169	44.0	0.20853080568720378	2.0	0.4	23.0	0.13372093023255813	65.0	0.19578313253012047	2.0	0.18181818181818182	35.0	0.3125	30.0	0.2727272727272727	19.0	0.5277777777777778	23.0	0.14556962025316456	9.0	0.3333333333333333	8.0	0.06557377049180328
DB_MAG_00085	7.0	0.0457516339869281	1.0	0.08333333333333333	0.0	0.0	0.0	0.0	6.0	0.031914893617021274	32.0	0.11267605633802817	23.0	0.10900473933649289	0.0	0.0	4.0	0.023255813953488372	52.0	0.1566265060240964	0.0	0.0	4.0	0.03571428571428571	1.0	0.00909090909090909	5.0	0.1388888888888889	3.0	0.0189873417721519	5.0	0.18518518518518517	3.0	0.02459016393442623
DB_MAG_00086	75.0	0.49019607843137253	3.0	0.25	0.0	0.0	22.0	0.9565217391304348	31.0	0.16489361702127658	215.0	0.7570422535211268	105.0	0.4976303317535545	0.0	0.0	0.0	0.0	118.0	0.35542168674698793	4.0	0.36363636363636365	0.0	0.0	29.0	0.2636363636363636	0.0	0.0	102.0	0.6455696202531646	0.0	0.0	55.0	0.45081967213114754
DB_MAG_00087	89.0	0.5816993464052288	1.0	0.08333333333333333	1.0	0.03571428571428571	2.0	0.08695652173913043	14.0	0.07446808510638298	38.0	0.13380281690140844	38.0	0.18009478672985782	0.0	0.0	0.0	0.0	43.0	0.12951807228915663	1.0	0.09090909090909091	5.0	0.044642857142857144	34.0	0.3090909090909091	1.0	0.027777777777777776	31.0	0.1962025316455696	0.0	0.0	12.0	0.09836065573770492
DB_MAG_00088	21.0	0.13725490196078433	2.0	0.16666666666666666	0.0	0.0	3.0	0.13043478260869565	44.0	0.23404255319148937	59.0	0.20774647887323944	41.0	0.1943127962085308	1.0	0.2	13.0	0.0755813953488372	60.0	0.18072289156626506	2.0	0.18181818181818182	34.0	0.30357142857142855	9.0	0.08181818181818182	3.0	0.08333333333333333	9.0	0.056962025316455694	0.0	0.0	19.0	0.1557377049180328
DB_MAG_00089	100.0	0.6535947712418301	9.0	0.75	0.0	0.0	5.0	0.21739130434782608	11.0	0.05851063829787234	110.0	0.3873239436619718	112.0	0.5308056872037915	2.0	0.4	0.0	0.0	193.0	0.5813253012048193	4.0	0.36363636363636365	20.0	0.17857142857142858	40.0	0.36363636363636365	7.0	0.19444444444444445	94.0	0.5949367088607594	5.0	0.18518518518518517	50.0	0.4098360655737705
DB_MAG_00090	79.0	0.5163398692810458	7.0	0.5833333333333334	0.0	0.0	10.0	0.43478260869565216	14.0	0.07446808510638298	158.0	0.5563380281690141	121.0	0.5734597156398105	1.0	0.2	1.0	0.005813953488372093	197.0	0.5933734939759037	0.0	0.0	20.0	0.17857142857142858	31.0	0.2818181818181818	1.0	0.027777777777777776	47.0	0.2974683544303797	0.0	0.0	41.0	0.3360655737704918
DB_MAG_00091	5.0	0.032679738562091505	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.010638297872340425	7.0	0.02464788732394366	3.0	0.014218009478672985	0.0	0.0	0.0	0.0	21.0	0.06325301204819277	0.0	0.0	3.0	0.026785714285714284	0.0	0.0	1.0	0.027777777777777776	0.0	0.0	2.0	0.07407407407407407	1.0	0.00819672131147541
DB_MAG_00092	48.0	0.3137254901960784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.02112676056338028	37.0	0.17535545023696683	0.0	0.0	0.0	0.0	57.0	0.1716867469879518	0.0	0.0	16.0	0.14285714285714285	0.0	0.0	5.0	0.1388888888888889	13.0	0.08227848101265822	11.0	0.4074074074074074	7.0	0.05737704918032787
DB_MAG_00093	1.0	0.006535947712418301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.02112676056338028	2.0	0.009478672985781991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.01818181818181818	2.0	0.05555555555555555	1.0	0.006329113924050633	0.0	0.0	3.0	0.02459016393442623
DB_MAG_00094	64.0	0.41830065359477125	0.0	0.0	0.0	0.0	13.0	0.5652173913043478	51.0	0.2712765957446808	172.0	0.6056338028169014	129.0	0.6113744075829384	1.0	0.2	2.0	0.011627906976744186	141.0	0.4246987951807229	3.0	0.2727272727272727	5.0	0.044642857142857144	77.0	0.7	11.0	0.3055555555555556	77.0	0.4873417721518987	0.0	0.0	33.0	0.27049180327868855
DB_MAG_00095	43.0	0.28104575163398693	1.0	0.08333333333333333	0.0	0.0	11.0	0.4782608695652174	5.0	0.026595744680851064	74.0	0.2605633802816901	62.0	0.2938388625592417	0.0	0.0	0.0	0.0	27.0	0.08132530120481928	0.0	0.0	0.0	0.0	11.0	0.1	0.0	0.0	56.0	0.35443037974683544	0.0	0.0	37.0	0.30327868852459017
DB_MAG_00096	41.0	0.2679738562091503	4.0	0.3333333333333333	0.0	0.0	2.0	0.08695652173913043	64.0	0.3404255319148936	29.0	0.10211267605633803	37.0	0.17535545023696683	1.0	0.2	0.0	0.0	86.0	0.25903614457831325	0.0	0.0	12.0	0.10714285714285714	7.0	0.06363636363636363	5.0	0.1388888888888889	38.0	0.24050632911392406	3.0	0.1111111111111111	11.0	0.09016393442622951
DB_MAG_00097	3.0	0.0196078431372549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.017605633802816902	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.009036144578313253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.012658227848101266	0.0	0.0	2.0	0.01639344262295082
DB_MAG_00098	23.0	0.1503267973856209	0.0	0.0	0.0	0.0	4.0	0.17391304347826086	19.0	0.10106382978723404	31.0	0.10915492957746478	14.0	0.06635071090047394	0.0	0.0	4.0	0.023255813953488372	33.0	0.09939759036144578	0.0	0.0	3.0	0.026785714285714284	11.0	0.1	6.0	0.16666666666666666	10.0	0.06329113924050633	0.0	0.0	11.0	0.09016393442622951
DB_MAG_00099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DB_MAG_00100	10.0	0.06535947712418301	0.0	0.0	0.0	0.0	5.0	0.21739130434782608	9.0	0.047872340425531915	43.0	0.15140845070422534	20.0	0.0947867298578199	1.0	0.2	11.0	0.06395348837209303	68.0	0.20481927710843373	1.0	0.09090909090909091	10.0	0.08928571428571429	6.0	0.05454545454545454	10.0	0.2777777777777778	7.0	0.04430379746835443	1.0	0.037037037037037035	7.0	0.05737704918032787
DB_MAG_00101	73.0	0.477124183006536	4.0	0.3333333333333333	0.0	0.0	22.0	0.9565217391304348	88.0	0.46808510638297873	202.0	0.7112676056338029	132.0	0.6255924170616114	0.0	0.0	0.0	0.0	146.0	0.4397590361445783	4.0	0.36363636363636365	0.0	0.0	50.0	0.45454545454545453	0.0	0.0	120.0	0.759493670886076	0.0	0.0	99.0	0.8114754098360656
DB_MAG_00102	126.0	0.8235294117647058	12.0	1.0	3.0	0.10714285714285714	23.0	1.0	186.0	0.9893617021276596	274.0	0.9647887323943662	201.0	0.95260663507109	1.0	0.2	20.0	0.11627906976744186	328.0	0.9879518072289156	8.0	0.7272727272727273	22.0	0.19642857142857142	101.0	0.9181818181818182	6.0	0.16666666666666666	153.0	0.9683544303797469	0.0	0.0	116.0	0.9508196721311475
DB_MAG_00103	58.0	0.3790849673202614	1.0	0.08333333333333333	0.0	0.0	12.0	0.5217391304347826	34.0	0.18085106382978725	44.0	0.15492957746478872	92.0	0.43601895734597157	0.0	0.0	0.0	0.0	99.0	0.29819277108433734	0.0	0.0	1.0	0.008928571428571428	20.0	0.18181818181818182	0.0	0.0	78.0	0.4936708860759494	0.0	0.0	46.0	0.3770491803278688
DB_MAG_00104	10.0	0.06535947712418301	0.0	0.0	0.0	0.0	2.0	0.08695652173913043	0.0	0.0	31.0	0.10915492957746478	15.0	0.07109004739336493	0.0	0.0	0.0	0.0	14.0	0.04216867469879518	0.0	0.0	3.0	0.026785714285714284	1.0	0.00909090909090909	3.0	0.08333333333333333	9.0	0.056962025316455694	0.0	0.0	2.0	0.01639344262295082
DB_MAG_00105	16.0	0.10457516339869281	0.0	0.0	0.0	0.0	7.0	0.30434782608695654	3.0	0.015957446808510637	72.0	0.2535211267605634	34.0	0.16113744075829384	0.0	0.0	2.0	0.011627906976744186	57.0	0.1716867469879518	0.0	0.0	20.0	0.17857142857142858	0.0	0.0	15.0	0.4166666666666667	4.0	0.02531645569620253	4.0	0.14814814814814814	10.0	0.08196721311475409
DB_MAG_00106	19.0	0.12418300653594772	1.0	0.08333333333333333	0.0	0.0	5.0	0.21739130434782608	8.0	0.0425531914893617	69.0	0.24295774647887325	56.0	0.26540284360189575	0.0	0.0	8.0	0.046511627906976744	63.0	0.1897590361445783	1.0	0.09090909090909091	8.0	0.07142857142857142	4.0	0.03636363636363636	10.0	0.2777777777777778	6.0	0.0379746835443038	3.0	0.1111111111111111	9.0	0.07377049180327869
DB_MAG_00107	9.0	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.010638297872340425	50.0	0.176056338028169	17.0	0.08056872037914692	4.0	0.8	1.0	0.005813953488372093	67.0	0.20180722891566266	0.0	0.0	41.0	0.36607142857142855	71.0	0.6454545454545455	8.0	0.2222222222222222	11.0	0.06962025316455696	4.0	0.14814814814814814	5.0	0.040983606557377046
DB_MAG_00108	24.0	0.1568627450980392	2.0	0.16666666666666666	0.0	0.0	5.0	0.21739130434782608	9.0	0.047872340425531915	82.0	0.2887323943661972	68.0	0.3222748815165877	2.0	0.4	1.0	0.005813953488372093	43.0	0.12951807228915663	1.0	0.09090909090909091	8.0	0.07142857142857142	35.0	0.3181818181818182	10.0	0.2777777777777778	19.0	0.12025316455696203	1.0	0.037037037037037035	14.0	0.11475409836065574
DB_MAG_00109	2.0	0.013071895424836602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.04225352112676056	3.0	0.014218009478672985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DB_MAG_00110	89.0	0.5816993464052288	11.0	0.9166666666666666	1.0	0.03571428571428571	20.0	0.8695652173913043	142.0	0.7553191489361702	223.0	0.7852112676056338	162.0	0.7677725118483413	3.0	0.6	50.0	0.29069767441860467	285.0	0.858433734939759	3.0	0.2727272727272727	77.0	0.6875	46.0	0.41818181818181815	21.0	0.5833333333333334	109.0	0.689873417721519	1.0	0.037037037037037035	88.0	0.7213114754098361
DB_MAG_00111	42.0	0.27450980392156865	1.0	0.08333333333333333	0.0	0.0	13.0	0.5652173913043478	27.0	0.14361702127659576	148.0	0.5211267605633803	74.0	0.35071090047393366	5.0	1.0	2.0	0.011627906976744186	153.0	0.4608433734939759	0.0	0.0	14.0	0.125	80.0	0.7272727272727273	12.0	0.3333333333333333	46.0	0.2911392405063291	4.0	0.14814814814814814	32.0	0.26229508196721313
DB_MAG_00112	88.0	0.5751633986928104	10.0	0.8333333333333334	4.0	0.14285714285714285	18.0	0.782608695652174	103.0	0.5478723404255319	239.0	0.8415492957746479	169.0	0.8009478672985783	5.0	1.0	40.0	0.23255813953488372	267.0	0.8042168674698795	3.0	0.2727272727272727	51.0	0.45535714285714285	105.0	0.9545454545454546	33.0	0.9166666666666666	80.0	0.5063291139240507	22.0	0.8148148148148148	73.0	0.5983606557377049
DB_MAG_00113	83.0	0.5424836601307189	9.0	0.75	2.0	0.07142857142857142	18.0	0.782608695652174	93.0	0.4946808510638298	210.0	0.7394366197183099	161.0	0.7630331753554502	3.0	0.6	7.0	0.040697674418604654	205.0	0.6174698795180723	3.0	0.2727272727272727	39.0	0.3482142857142857	62.0	0.5636363636363636	5.0	0.1388888888888889	90.0	0.569620253164557	4.0	0.14814814814814814	69.0	0.5655737704918032
DB_MAG_00114	12.0	0.0784313725490196	7.0	0.5833333333333334	0.0	0.0	8.0	0.34782608695652173	32.0	0.1702127659574468	109.0	0.38380281690140844	77.0	0.36492890995260663	0.0	0.0	0.0	0.0	75.0	0.22590361445783133	0.0	0.0	0.0	0.0	3.0	0.02727272727272727	0.0	0.0	61.0	0.3860759493670886	0.0	0.0	23.0	0.1885245901639344
DB_MAG_00115	76.0	0.49673202614379086	12.0	1.0	0.0	0.0	18.0	0.782608695652174	147.0	0.7819148936170213	231.0	0.8133802816901409	107.0	0.5071090047393365	4.0	0.8	1.0	0.005813953488372093	272.0	0.8192771084337349	5.0	0.45454545454545453	30.0	0.26785714285714285	96.0	0.8727272727272727	3.0	0.08333333333333333	110.0	0.6962025316455697	3.0	0.1111111111111111	53.0	0.4344262295081967
DB_MAG_00116	120.0	0.7843137254901961	5.0	0.4166666666666667	6.0	0.21428571428571427	19.0	0.8260869565217391	43.0	0.22872340425531915	195.0	0.6866197183098591	163.0	0.7725118483412322	5.0	1.0	37.0	0.21511627906976744	288.0	0.8674698795180723	7.0	0.6363636363636364	99.0	0.8839285714285714	108.0	0.9818181818181818	33.0	0.9166666666666666	123.0	0.7784810126582279	8.0	0.2962962962962963	73.0	0.5983606557377049
DB_MAG_00117	7.0	0.0457516339869281	0.0	0.0	0.0	0.0	1.0	0.043478260869565216	6.0	0.031914893617021274	26.0	0.09154929577464789	13.0	0.061611374407582936	0.0	0.0	1.0	0.005813953488372093	22.0	0.06626506024096386	0.0	0.0	12.0	0.10714285714285714	3.0	0.02727272727272727	8.0	0.2222222222222222	8.0	0.05063291139240506	2.0	0.07407407407407407	6.0	0.04918032786885246
DB_MAG_00118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.005319148936170213	1.0	0.0035211267605633804	2.0	0.009478672985781991	0.0	0.0	1.0	0.005813953488372093	1.0	0.0030120481927710845	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.05555555555555555	0.0	0.0	0.0	0.0	0.0	0.0
DB_MAG_00119	44.0	0.2875816993464052	1.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.15140845070422534	61.0	0.2890995260663507	0.0	0.0	0.0	0.0	106.0	0.3192771084337349	0.0	0.0	5.0	0.044642857142857144	4.0	0.03636363636363636	3.0	0.08333333333333333	23.0	0.14556962025316456	1.0	0.037037037037037035	9.0	0.07377049180327869
DB_MAG_00120	77.0	0.5032679738562091	9.0	0.75	0.0	0.0	19.0	0.8260869565217391	69.0	0.3670212765957447	221.0	0.778169014084507	162.0	0.7677725118483413	0.0	0.0	4.0	0.023255813953488372	271.0	0.8162650602409639	2.0	0.18181818181818182	7.0	0.0625	25.0	0.22727272727272727	1.0	0.027777777777777776	112.0	0.7088607594936709	0.0	0.0	46.0	0.3770491803278688
DB_MAG_00121	11.0	0.0718954248366013	0.0	0.0	0.0	0.0	1.0	0.043478260869565216	0.0	0.0	16.0	0.056338028169014086	23.0	0.10900473933649289	0.0	0.0	0.0	0.0	10.0	0.030120481927710843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.03164556962025317	0.0	0.0	6.0	0.04918032786885246
DB_MAG_00122	29.0	0.1895424836601307	4.0	0.3333333333333333	0.0	0.0	4.0	0.17391304347826086	15.0	0.0797872340425532	60.0	0.2112676056338028	43.0	0.2037914691943128	0.0	0.0	6.0	0.03488372093023256	63.0	0.1897590361445783	2.0	0.18181818181818182	13.0	0.11607142857142858	4.0	0.03636363636363636	10.0	0.2777777777777778	17.0	0.10759493670886076	1.0	0.037037037037037035	7.0	0.05737704918032787
DB_MAG_00123	5.0	0.032679738562091505	0.0	0.0	0.0	0.0	2.0	0.08695652173913043	1.0	0.005319148936170213	9.0	0.03169014084507042	6.0	0.02843601895734597	0.0	0.0	2.0	0.011627906976744186	25.0	0.07530120481927711	0.0	0.0	10.0	0.08928571428571429	0.0	0.0	6.0	0.16666666666666666	1.0	0.006329113924050633	0.0	0.0	5.0	0.040983606557377046
DB_MAG_00124	53.0	0.3464052287581699	10.0	0.8333333333333334	0.0	0.0	21.0	0.9130434782608695	127.0	0.675531914893617	259.0	0.9119718309859155	179.0	0.8483412322274881	0.0	0.0	3.0	0.01744186046511628	294.0	0.8855421686746988	3.0	0.2727272727272727	13.0	0.11607142857142858	58.0	0.5272727272727272	2.0	0.05555555555555555	124.0	0.7848101265822784	0.0	0.0	77.0	0.6311475409836066
DB_MAG_00125	56.0	0.3660130718954248	2.0	0.16666666666666666	0.0	0.0	9.0	0.391304347826087	25.0	0.13297872340425532	165.0	0.5809859154929577	122.0	0.5781990521327014	5.0	1.0	12.0	0.06976744186046512	138.0	0.41566265060240964	0.0	0.0	31.0	0.2767857142857143	68.0	0.6181818181818182	29.0	0.8055555555555556	42.0	0.26582278481012656	11.0	0.4074074074074074	37.0	0.30327868852459017
DB_MAG_00126	27.0	0.17647058823529413	9.0	0.75	0.0	0.0	16.0	0.6956521739130435	113.0	0.601063829787234	185.0	0.6514084507042254	57.0	0.27014218009478674	2.0	0.4	5.0	0.029069767441860465	183.0	0.5512048192771084	3.0	0.2727272727272727	19.0	0.16964285714285715	32.0	0.2909090909090909	4.0	0.1111111111111111	66.0	0.4177215189873418	0.0	0.0	43.0	0.3524590163934426
DB_MAG_00127	3.0	0.0196078431372549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.10211267605633803	2.0	0.009478672985781991	0.0	0.0	0.0	0.0	9.0	0.02710843373493976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.04430379746835443	0.0	0.0	1.0	0.00819672131147541
DB_MAG_00128	52.0	0.33986928104575165	0.0	0.0	0.0	0.0	1.0	0.043478260869565216	1.0	0.005319148936170213	42.0	0.14788732394366197	29.0	0.13744075829383887	0.0	0.0	6.0	0.03488372093023256	29.0	0.08734939759036145	0.0	0.0	15.0	0.13392857142857142	75.0	0.6818181818181818	5.0	0.1388888888888889	12.0	0.0759493670886076	0.0	0.0	7.0	0.05737704918032787
DB_MAG_00129	35.0	0.22875816993464052	3.0	0.25	0.0	0.0	9.0	0.391304347826087	26.0	0.13829787234042554	76.0	0.2676056338028169	56.0	0.26540284360189575	2.0	0.4	15.0	0.0872093023255814	91.0	0.2740963855421687	0.0	0.0	22.0	0.19642857142857142	11.0	0.1	16.0	0.4444444444444444	32.0	0.20253164556962025	0.0	0.0	22.0	0.18032786885245902
DB_MAG_00130	41.0	0.2679738562091503	1.0	0.08333333333333333	0.0	0.0	7.0	0.30434782608695654	33.0	0.17553191489361702	69.0	0.24295774647887325	46.0	0.21800947867298578	1.0	0.2	2.0	0.011627906976744186	87.0	0.2620481927710843	1.0	0.09090909090909091	6.0	0.05357142857142857	7.0	0.06363636363636363	14.0	0.3888888888888889	23.0	0.14556962025316456	2.0	0.07407407407407407	24.0	0.19672131147540983
DB_MAG_00131	36.0	0.23529411764705882	5.0	0.4166666666666667	0.0	0.0	0.0	0.0	21.0	0.11170212765957446	8.0	0.028169014084507043	56.0	0.26540284360189575	3.0	0.6	0.0	0.0	77.0	0.2319277108433735	0.0	0.0	29.0	0.25892857142857145	0.0	0.0	2.0	0.05555555555555555	16.0	0.10126582278481013	0.0	0.0	4.0	0.03278688524590164
DB_MAG_00132	47.0	0.30718954248366015	8.0	0.6666666666666666	0.0	0.0	18.0	0.782608695652174	86.0	0.4574468085106383	180.0	0.6338028169014085	102.0	0.4834123222748815	0.0	0.0	28.0	0.16279069767441862	176.0	0.5301204819277109	3.0	0.2727272727272727	56.0	0.5	48.0	0.43636363636363634	7.0	0.19444444444444445	66.0	0.4177215189873418	0.0	0.0	59.0	0.48360655737704916
