bins	AST_count_detec	AST_frac_detec	AUS_count_detec	AUS_frac_detec	BAN_count_detec	BAN_frac_detec	CAN_count_detec	CAN_frac_detec	CHI_count_detec	CHI_frac_detec	DEN_count_detec	DEN_frac_detec	ENG_count_detec	ENG_frac_detec	ETH_count_detec	ETH_frac_detec	FIJ_count_detec	FIJ_frac_detec	ISR_count_detec	ISR_frac_detec	ITA_count_detec	ITA_frac_detec	MAD_count_detec	MAD_frac_detec	MON_count_detec	MON_frac_detec	PER_count_detec	PER_frac_detec	SPA_count_detec	SPA_frac_detec	TAN_count_detec	TAN_frac_detec	USA_count_detec	USA_frac_detec
DB_MAG_00021	12.0	0.0784313725490196	1.0	0.08333333333333333	0.0	0.0	0.0	0.0	16.0	0.0851063829787234	59.0	0.20774647887323944	8.0	0.037914691943127965	2.0	0.4	0.0	0.0	61.0	0.18373493975903615	0.0	0.0	5.0	0.044642857142857144	8.0	0.07272727272727272	1.0	0.027777777777777776	14.0	0.08860759493670886	0.0	0.0	7.0	0.05737704918032787
DB_MAG_00022	108.0	0.7058823529411765	10.0	0.8333333333333334	0.0	0.0	13.0	0.5652173913043478	130.0	0.6914893617021277	186.0	0.6549295774647887	177.0	0.8388625592417062	0.0	0.0	7.0	0.040697674418604654	265.0	0.7981927710843374	2.0	0.18181818181818182	32.0	0.2857142857142857	4.0	0.03636363636363636	17.0	0.4722222222222222	105.0	0.6645569620253164	0.0	0.0	65.0	0.5327868852459017
DB_MAG_00023	103.0	0.673202614379085	2.0	0.16666666666666666	8.0	0.2857142857142857	9.0	0.391304347826087	15.0	0.0797872340425532	186.0	0.6549295774647887	127.0	0.6018957345971564	4.0	0.8	39.0	0.22674418604651161	245.0	0.7379518072289156	8.0	0.7272727272727273	28.0	0.25	110.0	1.0	11.0	0.3055555555555556	83.0	0.5253164556962026	0.0	0.0	40.0	0.32786885245901637
DB_MAG_00024	73.0	0.477124183006536	1.0	0.08333333333333333	0.0	0.0	12.0	0.5217391304347826	18.0	0.09574468085106383	107.0	0.3767605633802817	115.0	0.5450236966824644	0.0	0.0	1.0	0.005813953488372093	109.0	0.32831325301204817	3.0	0.2727272727272727	2.0	0.017857142857142856	16.0	0.14545454545454545	3.0	0.08333333333333333	41.0	0.25949367088607594	0.0	0.0	45.0	0.36885245901639346
DB_MAG_00025	13.0	0.08496732026143791	7.0	0.5833333333333334	2.0	0.07142857142857142	20.0	0.8695652173913043	83.0	0.44148936170212766	108.0	0.38028169014084506	57.0	0.27014218009478674	0.0	0.0	1.0	0.005813953488372093	69.0	0.20783132530120482	1.0	0.09090909090909091	2.0	0.017857142857142856	11.0	0.1	0.0	0.0	77.0	0.4873417721518987	0.0	0.0	66.0	0.5409836065573771
DB_MAG_00026	12.0	0.0784313725490196	3.0	0.25	0.0	0.0	5.0	0.21739130434782608	9.0	0.047872340425531915	71.0	0.25	32.0	0.15165876777251186	0.0	0.0	0.0	0.0	49.0	0.14759036144578314	1.0	0.09090909090909091	0.0	0.0	2.0	0.01818181818181818	0.0	0.0	34.0	0.21518987341772153	0.0	0.0	12.0	0.09836065573770492
DB_MAG_00027	2.0	0.013071895424836602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.07042253521126761	8.0	0.037914691943127965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.006329113924050633	0.0	0.0	2.0	0.01639344262295082
DB_MAG_00028	8.0	0.05228758169934641	0.0	0.0	0.0	0.0	1.0	0.043478260869565216	1.0	0.005319148936170213	16.0	0.056338028169014086	11.0	0.052132701421800945	0.0	0.0	0.0	0.0	20.0	0.060240963855421686	0.0	0.0	0.0	0.0	5.0	0.045454545454545456	0.0	0.0	4.0	0.02531645569620253	0.0	0.0	1.0	0.00819672131147541
DB_MAG_00029	26.0	0.16993464052287582	2.0	0.16666666666666666	0.0	0.0	9.0	0.391304347826087	45.0	0.2393617021276596	42.0	0.14788732394366197	54.0	0.2559241706161137	2.0	0.4	5.0	0.029069767441860465	99.0	0.29819277108433734	2.0	0.18181818181818182	29.0	0.25892857142857145	65.0	0.5909090909090909	8.0	0.2222222222222222	32.0	0.20253164556962025	2.0	0.07407407407407407	29.0	0.23770491803278687
DB_MAG_00030	100.0	0.6535947712418301	8.0	0.6666666666666666	1.0	0.03571428571428571	17.0	0.7391304347826086	104.0	0.5531914893617021	187.0	0.6584507042253521	159.0	0.7535545023696683	3.0	0.6	16.0	0.09302325581395349	222.0	0.6686746987951807	6.0	0.5454545454545454	56.0	0.5	49.0	0.44545454545454544	27.0	0.75	70.0	0.4430379746835443	12.0	0.4444444444444444	63.0	0.5163934426229508
DB_MAG_00031	46.0	0.3006535947712418	4.0	0.3333333333333333	0.0	0.0	13.0	0.5652173913043478	8.0	0.0425531914893617	125.0	0.44014084507042256	90.0	0.4265402843601896	0.0	0.0	0.0	0.0	54.0	0.16265060240963855	2.0	0.18181818181818182	0.0	0.0	22.0	0.2	0.0	0.0	44.0	0.27848101265822783	0.0	0.0	34.0	0.2786885245901639
DB_MAG_00032	60.0	0.39215686274509803	4.0	0.3333333333333333	0.0	0.0	8.0	0.34782608695652173	54.0	0.2872340425531915	98.0	0.34507042253521125	87.0	0.41232227488151657	4.0	0.8	12.0	0.06976744186046512	99.0	0.29819277108433734	5.0	0.45454545454545453	37.0	0.33035714285714285	39.0	0.35454545454545455	21.0	0.5833333333333334	37.0	0.23417721518987342	6.0	0.2222222222222222	21.0	0.1721311475409836
DB_MAG_00033	30.0	0.19607843137254902	3.0	0.25	19.0	0.6785714285714286	6.0	0.2608695652173913	65.0	0.34574468085106386	102.0	0.3591549295774648	32.0	0.15165876777251186	5.0	1.0	81.0	0.47093023255813954	181.0	0.5451807228915663	2.0	0.18181818181818182	106.0	0.9464285714285714	110.0	1.0	36.0	1.0	50.0	0.31645569620253167	27.0	1.0	19.0	0.1557377049180328
DB_MAG_00034	123.0	0.803921568627451	9.0	0.75	1.0	0.03571428571428571	20.0	0.8695652173913043	90.0	0.4787234042553192	259.0	0.9119718309859155	184.0	0.8720379146919431	5.0	1.0	8.0	0.046511627906976744	296.0	0.891566265060241	9.0	0.8181818181818182	87.0	0.7767857142857143	95.0	0.8636363636363636	26.0	0.7222222222222222	105.0	0.6645569620253164	7.0	0.25925925925925924	86.0	0.7049180327868853
DB_MAG_00035	37.0	0.24183006535947713	6.0	0.5	1.0	0.03571428571428571	8.0	0.34782608695652173	44.0	0.23404255319148937	137.0	0.4823943661971831	75.0	0.35545023696682465	3.0	0.6	11.0	0.06395348837209303	132.0	0.39759036144578314	0.0	0.0	39.0	0.3482142857142857	19.0	0.17272727272727273	9.0	0.25	46.0	0.2911392405063291	0.0	0.0	33.0	0.27049180327868855
DB_MAG_00036	13.0	0.08496732026143791	1.0	0.08333333333333333	0.0	0.0	5.0	0.21739130434782608	6.0	0.031914893617021274	31.0	0.10915492957746478	32.0	0.15165876777251186	1.0	0.2	10.0	0.05813953488372093	53.0	0.15963855421686746	3.0	0.2727272727272727	14.0	0.125	4.0	0.03636363636363636	2.0	0.05555555555555555	8.0	0.05063291139240506	4.0	0.14814814814814814	11.0	0.09016393442622951
DB_MAG_00037	68.0	0.4444444444444444	1.0	0.08333333333333333	0.0	0.0	11.0	0.4782608695652174	7.0	0.03723404255319149	61.0	0.2147887323943662	58.0	0.27488151658767773	0.0	0.0	0.0	0.0	37.0	0.11144578313253012	3.0	0.2727272727272727	0.0	0.0	8.0	0.07272727272727272	0.0	0.0	46.0	0.2911392405063291	0.0	0.0	53.0	0.4344262295081967
DB_MAG_00038	44.0	0.2875816993464052	0.0	0.0	1.0	0.03571428571428571	8.0	0.34782608695652173	15.0	0.0797872340425532	137.0	0.4823943661971831	110.0	0.5213270142180095	4.0	0.8	11.0	0.06395348837209303	121.0	0.3644578313253012	1.0	0.09090909090909091	33.0	0.29464285714285715	83.0	0.7545454545454545	26.0	0.7222222222222222	26.0	0.16455696202531644	14.0	0.5185185185185185	19.0	0.1557377049180328
DB_MAG_00039	69.0	0.45098039215686275	3.0	0.25	0.0	0.0	13.0	0.5652173913043478	49.0	0.26063829787234044	162.0	0.5704225352112676	127.0	0.6018957345971564	2.0	0.4	13.0	0.0755813953488372	205.0	0.6174698795180723	1.0	0.09090909090909091	18.0	0.16071428571428573	55.0	0.5	26.0	0.7222222222222222	60.0	0.379746835443038	8.0	0.2962962962962963	43.0	0.3524590163934426
DB_MAG_00040	38.0	0.24836601307189543	0.0	0.0	0.0	0.0	12.0	0.5217391304347826	2.0	0.010638297872340425	30.0	0.1056338028169014	69.0	0.32701421800947866	0.0	0.0	0.0	0.0	59.0	0.17771084337349397	1.0	0.09090909090909091	3.0	0.026785714285714284	15.0	0.13636363636363635	0.0	0.0	35.0	0.22151898734177214	0.0	0.0	22.0	0.18032786885245902
DB_MAG_00041	10.0	0.06535947712418301	1.0	0.08333333333333333	0.0	0.0	6.0	0.2608695652173913	33.0	0.17553191489361702	18.0	0.06338028169014084	7.0	0.03317535545023697	0.0	0.0	0.0	0.0	39.0	0.11746987951807229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.08860759493670886	0.0	0.0	6.0	0.04918032786885246
DB_MAG_00042	51.0	0.3333333333333333	3.0	0.25	1.0	0.03571428571428571	17.0	0.7391304347826086	5.0	0.026595744680851064	78.0	0.2746478873239437	87.0	0.41232227488151657	0.0	0.0	0.0	0.0	12.0	0.03614457831325301	3.0	0.2727272727272727	13.0	0.11607142857142858	9.0	0.08181818181818182	0.0	0.0	62.0	0.3924050632911392	0.0	0.0	54.0	0.4426229508196721
DB_MAG_00043	69.0	0.45098039215686275	10.0	0.8333333333333334	0.0	0.0	15.0	0.6521739130434783	55.0	0.2925531914893617	198.0	0.6971830985915493	139.0	0.6587677725118484	4.0	0.8	0.0	0.0	200.0	0.6024096385542169	2.0	0.18181818181818182	16.0	0.14285714285714285	21.0	0.19090909090909092	3.0	0.08333333333333333	71.0	0.44936708860759494	3.0	0.1111111111111111	66.0	0.5409836065573771
DB_MAG_00044	15.0	0.09803921568627451	1.0	0.08333333333333333	0.0	0.0	0.0	0.0	9.0	0.047872340425531915	18.0	0.06338028169014084	16.0	0.07582938388625593	5.0	1.0	0.0	0.0	63.0	0.1897590361445783	0.0	0.0	4.0	0.03571428571428571	0.0	0.0	4.0	0.1111111111111111	15.0	0.0949367088607595	19.0	0.7037037037037037	2.0	0.01639344262295082
DB_MAG_00045	34.0	0.2222222222222222	1.0	0.08333333333333333	0.0	0.0	6.0	0.2608695652173913	13.0	0.06914893617021277	58.0	0.20422535211267606	58.0	0.27488151658767773	0.0	0.0	0.0	0.0	41.0	0.12349397590361445	0.0	0.0	0.0	0.0	12.0	0.10909090909090909	0.0	0.0	50.0	0.31645569620253167	0.0	0.0	16.0	0.13114754098360656
DB_MAG_00046	3.0	0.0196078431372549	3.0	0.25	0.0	0.0	4.0	0.17391304347826086	0.0	0.0	16.0	0.056338028169014086	17.0	0.08056872037914692	0.0	0.0	0.0	0.0	10.0	0.030120481927710843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.03164556962025317	0.0	0.0	9.0	0.07377049180327869
DB_MAG_00047	111.0	0.7254901960784313	1.0	0.08333333333333333	0.0	0.0	14.0	0.6086956521739131	9.0	0.047872340425531915	56.0	0.19718309859154928	105.0	0.4976303317535545	0.0	0.0	0.0	0.0	100.0	0.30120481927710846	0.0	0.0	2.0	0.017857142857142856	15.0	0.13636363636363635	0.0	0.0	66.0	0.4177215189873418	0.0	0.0	17.0	0.13934426229508196
DB_MAG_00048	53.0	0.3464052287581699	0.0	0.0	0.0	0.0	2.0	0.08695652173913043	3.0	0.015957446808510637	57.0	0.2007042253521127	27.0	0.12796208530805686	0.0	0.0	1.0	0.005813953488372093	45.0	0.1355421686746988	1.0	0.09090909090909091	13.0	0.11607142857142858	17.0	0.15454545454545454	9.0	0.25	20.0	0.12658227848101267	0.0	0.0	5.0	0.040983606557377046
DB_MAG_00049	26.0	0.16993464052287582	1.0	0.08333333333333333	0.0	0.0	9.0	0.391304347826087	6.0	0.031914893617021274	128.0	0.4507042253521127	76.0	0.36018957345971564	0.0	0.0	0.0	0.0	109.0	0.32831325301204817	0.0	0.0	4.0	0.03571428571428571	0.0	0.0	11.0	0.3055555555555556	18.0	0.11392405063291139	9.0	0.3333333333333333	7.0	0.05737704918032787
DB_MAG_00050	58.0	0.3790849673202614	8.0	0.6666666666666666	0.0	0.0	9.0	0.391304347826087	45.0	0.2393617021276596	145.0	0.5105633802816901	80.0	0.3791469194312796	0.0	0.0	1.0	0.005813953488372093	168.0	0.5060240963855421	1.0	0.09090909090909091	21.0	0.1875	20.0	0.18181818181818182	0.0	0.0	47.0	0.2974683544303797	0.0	0.0	45.0	0.36885245901639346
DB_MAG_00051	121.0	0.7908496732026143	12.0	1.0	1.0	0.03571428571428571	17.0	0.7391304347826086	89.0	0.4734042553191489	255.0	0.897887323943662	184.0	0.8720379146919431	1.0	0.2	14.0	0.08139534883720931	289.0	0.8704819277108434	7.0	0.6363636363636364	40.0	0.35714285714285715	103.0	0.9363636363636364	17.0	0.4722222222222222	118.0	0.7468354430379747	6.0	0.2222222222222222	82.0	0.6721311475409836
DB_MAG_00052	15.0	0.09803921568627451	0.0	0.0	0.0	0.0	1.0	0.043478260869565216	5.0	0.026595744680851064	48.0	0.16901408450704225	26.0	0.12322274881516587	0.0	0.0	0.0	0.0	17.0	0.05120481927710843	1.0	0.09090909090909091	0.0	0.0	1.0	0.00909090909090909	0.0	0.0	9.0	0.056962025316455694	0.0	0.0	7.0	0.05737704918032787
DB_MAG_00053	6.0	0.0392156862745098	2.0	0.16666666666666666	0.0	0.0	0.0	0.0	1.0	0.005319148936170213	3.0	0.01056338028169014	14.0	0.06635071090047394	0.0	0.0	0.0	0.0	23.0	0.06927710843373494	0.0	0.0	2.0	0.017857142857142856	0.0	0.0	0.0	0.0	7.0	0.04430379746835443	0.0	0.0	2.0	0.01639344262295082
DB_MAG_00054	4.0	0.026143790849673203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.028169014084507043	19.0	0.09004739336492891	0.0	0.0	0.0	0.0	9.0	0.02710843373493976	0.0	0.0	0.0	0.0	1.0	0.00909090909090909	0.0	0.0	8.0	0.05063291139240506	0.0	0.0	6.0	0.04918032786885246
DB_MAG_00055	68.0	0.4444444444444444	9.0	0.75	0.0	0.0	21.0	0.9130434782608695	142.0	0.7553191489361702	207.0	0.7288732394366197	140.0	0.6635071090047393	1.0	0.2	4.0	0.023255813953488372	297.0	0.8945783132530121	4.0	0.36363636363636365	7.0	0.0625	55.0	0.5	1.0	0.027777777777777776	124.0	0.7848101265822784	0.0	0.0	80.0	0.6557377049180327
DB_MAG_00056	20.0	0.13071895424836602	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.005319148936170213	13.0	0.045774647887323945	16.0	0.07582938388625593	0.0	0.0	0.0	0.0	14.0	0.04216867469879518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.03278688524590164
DB_MAG_00057	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.08695652173913043	1.0	0.005319148936170213	3.0	0.01056338028169014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00909090909090909	0.0	0.0	1.0	0.006329113924050633	0.0	0.0	6.0	0.04918032786885246
DB_MAG_00058	20.0	0.13071895424836602	1.0	0.08333333333333333	0.0	0.0	0.0	0.0	3.0	0.015957446808510637	27.0	0.09507042253521127	13.0	0.061611374407582936	0.0	0.0	0.0	0.0	39.0	0.11746987951807229	0.0	0.0	1.0	0.008928571428571428	0.0	0.0	0.0	0.0	10.0	0.06329113924050633	0.0	0.0	1.0	0.00819672131147541
DB_MAG_00059	5.0	0.032679738562091505	0.0	0.0	2.0	0.07142857142857142	1.0	0.043478260869565216	0.0	0.0	22.0	0.07746478873239436	14.0	0.06635071090047394	2.0	0.4	2.0	0.011627906976744186	19.0	0.0572289156626506	0.0	0.0	5.0	0.044642857142857144	0.0	0.0	5.0	0.1388888888888889	3.0	0.0189873417721519	0.0	0.0	3.0	0.02459016393442623
DB_MAG_00060	75.0	0.49019607843137253	8.0	0.6666666666666666	0.0	0.0	9.0	0.391304347826087	82.0	0.43617021276595747	180.0	0.6338028169014085	118.0	0.5592417061611374	4.0	0.8	4.0	0.023255813953488372	236.0	0.7108433734939759	3.0	0.2727272727272727	28.0	0.25	37.0	0.33636363636363636	4.0	0.1111111111111111	81.0	0.5126582278481012	4.0	0.14814814814814814	53.0	0.4344262295081967
DB_MAG_00061	118.0	0.7712418300653595	2.0	0.16666666666666666	0.0	0.0	22.0	0.9565217391304348	46.0	0.24468085106382978	126.0	0.44366197183098594	176.0	0.8341232227488151	0.0	0.0	1.0	0.005813953488372093	75.0	0.22590361445783133	1.0	0.09090909090909091	1.0	0.008928571428571428	33.0	0.3	0.0	0.0	82.0	0.5189873417721519	0.0	0.0	82.0	0.6721311475409836
DB_MAG_00062	94.0	0.6143790849673203	10.0	0.8333333333333334	0.0	0.0	8.0	0.34782608695652173	32.0	0.1702127659574468	172.0	0.6056338028169014	142.0	0.6729857819905213	2.0	0.4	2.0	0.011627906976744186	257.0	0.7740963855421686	3.0	0.2727272727272727	39.0	0.3482142857142857	55.0	0.5	19.0	0.5277777777777778	103.0	0.6518987341772152	5.0	0.18518518518518517	54.0	0.4426229508196721
DB_MAG_00063	12.0	0.0784313725490196	3.0	0.25	0.0	0.0	3.0	0.13043478260869565	29.0	0.15425531914893617	54.0	0.19014084507042253	19.0	0.09004739336492891	2.0	0.4	6.0	0.03488372093023256	23.0	0.06927710843373494	0.0	0.0	27.0	0.24107142857142858	16.0	0.14545454545454545	13.0	0.3611111111111111	22.0	0.13924050632911392	2.0	0.07407407407407407	12.0	0.09836065573770492
DB_MAG_00064	14.0	0.0915032679738562	4.0	0.3333333333333333	0.0	0.0	11.0	0.4782608695652174	4.0	0.02127659574468085	100.0	0.352112676056338	71.0	0.33649289099526064	0.0	0.0	0.0	0.0	33.0	0.09939759036144578	0.0	0.0	0.0	0.0	1.0	0.00909090909090909	0.0	0.0	26.0	0.16455696202531644	0.0	0.0	27.0	0.22131147540983606
