MAGs	DB_D_01	DB_D_02	DB_D_03	DB_D_04	DB_D_05	DB_D_06	DB_D_07	DB_D_08	DB_D_09	DB_D_10	DB_D_11	DB_D_12	DB_D_13	DB_D_14	DB_D_15	DB_R01_CDI_C_01_PRE	DB_R01_CDI_C_02_PRE	DB_R01_CDI_C_03_POST	DB_R01_CDI_C_04_POST	DB_R01_CDI_C_05_POST	DB_R01_CDI_C_06_POST	DB_R01_CDI_C_07_POST	DB_R02_CDI_C_01_PRE	DB_R02_CDI_C_02_PRE	DB_R02_CDI_C_03_POST	DB_R02_CDI_C_04_POST	DB_R02_CDI_C_05_POST	DB_R02_CDI_C_06_POST	DB_R03_CDI_P_01_PRE	DB_R03_CDI_P_02_PRE	DB_R03_CDI_P_03_POST	DB_R03_CDI_P_04_POST	DB_R03_CDI_P_05_POST	DB_R03_CDI_P_06_POST	DB_R03_CDI_P_07_POST	DB_R03_CDI_P_08_POST	DB_R04_CDI_P_01_PRE	DB_R04_CDI_P_02_PRE	DB_R04_CDI_P_03_POST	DB_R04_CDI_P_04_POST	DB_R04_CDI_P_05_POST	DB_R04_CDI_P_06_POST	DB_R04_CDI_P_07_POST	DB_R04_CDI_P_08_POST	DB_R04_CDI_P_09_POST	DB_R05_UC_P_01_PRE	DB_R05_UC_P_02_POST	DB_R05_UC_P_03_POST	DB_R05_UC_P_04_POST	DB_R05_UC_P_05_POST	DB_R05_UC_P_06_POST
DB_MAG_00167	1.472558193	1.078098319	0.421462906	0.153516588	0.526448321	0.989045229	0.704331419	0.801658799	0.240985357	0.619206591	0.135587429	0.127869941	0.311844028	0.125212325	0.156217521	0.108738173	0.061488745	0.064465199	0.270473637	0.065468546	0.093448188	0.087137859	0	0	0.100533876	0	0.012449097	0.007776245	0.026945399	0	0.348510146	0.157306715	0.136864457	0.239911466	0.066925978	0.08522633	0.039328178	0.000225897	0.854463699	0.239839103	0.271727807	0.257479946	0.662234254	0.381620345	0.222397724	0	0.173494944	0.033976001	0.2268847	0.197523674	0.188971617
DB_MAG_00168	0.492478656	0.345611447	0.407316647	0.457100717	1.190980877	0.262181731	0.583942608	0.665020459	0.414049976	0.341898687	0.318594153	3.140346543	1.042908457	3.830800231	2.814563355	0	0.063598026	0.007862066	0.038597293	0.0105037	0	0.019737433	0	0.004166259	0	0	0	0	0.0128088	0.113606969	9.875765272	8.836615442	15.32194446	6.502097428	5.514744631	1.05812959	0.032442895	0.012038956	0.764837714	1.087288322	3.852827698	3.291550446	1.958096923	0.310147212	0.019572157	0	0.111884883	0.640018102	0	0.141378704	0.028285584
DB_MAG_00169	0.929491115	3.496110875	0.440468041	0.12192063	1.07509593	1.760991564	0.50883309	0.215306228	0.706474991	11.53392338	0.209300198	4.642726395	0.896842258	0.845178335	2.0539446	1.820324225	6.429962461	3.120633503	3.10921726	1.433248923	3.586887597	3.113543805	2.583937411	16.13955286	3.542476591	0.515424316	4.020695542	2.120389517	2.655191905	2.387383474	0.008223314	0.078768907	0.005145103	0.15691573	1.499140152	0.694049219	44.16340256	1.251166826	0.389391708	1.990712174	2.801699499	2.487730375	24.08636514	16.11566694	1.865550538	7.258593566	3.680445068	0.837058397	4.213317378	0.142610267	0.432293101
DB_MAG_00170	3.42256979	1.489945619	0.5705462	0.532261754	5.698404178	2.503784782	0.777136778	0.865143324	0.595666635	0.706459827	0.834474153	9.325922197	2.053786735	10.60577869	1.951653904	0.057320157	0.067957217	1.816392292	1.24433646	0.656196357	0.093868117	0.325386646	0	0.067855835	0.040704881	0	0.020783224	0	0.063985697	0.235375255	13.06059143	19.91617324	28.86647746	11.0899582	8.772732489	1.566207435	0.065204232	0.051406388	1.255929903	0.721123845	9.747835471	8.711985558	1.914287513	0.054831903	0.156939214	0	0.2704655	6.660351348	0.066552455	4.102348781	6.915180989
DB_MAG_00171	0.291343671	0.184047221	0.211760501	0.401325394	0.033754916	0.003283279	0.024301656	2.180743146	1.316191185	0.29563888	0.453601658	0.246954027	0.47028859	0.346481072	0.41141193	8.529737713	0.126486188	0.022784037	1.858877562	10.89576908	0.009354338	0.017665448	0	0.049190467	0.134780867	0.709076136	9.490897384	0	0.198971929	0.005957889	0.419490291	7.580677984	1.152142349	6.88541616	5.471697593	1.027430711	0.012570001	0.00272991	7.293083082	0.701563393	2.306186163	0.850039162	0.004433559	0.012339482	0.010556201	0.006327079	0.529974669	7.150056209	0.106829083	0.871718889	4.61527408
DB_MAG_00172	0.118876263	0.792515696	0.615310735	0.56671296	0.664007454	0.006366804	0.547543248	1.548281398	0.507795613	0.377465383	0.908634598	1.351875209	0.697487455	0.731358327	0.151105879	0	0.012756361	8.888956836	2.282025681	2.235726016	0.222996392	0.191360469	0	0.017261555	0.050578272	0	0.024476069	0.040902014	0.190223107	0.005860806	0.220540576	0.552816357	0.850361788	1.435380376	1.725968838	0.623477517	0.050803644	0.01104301	5.12824164	0.487371588	0.356109625	0.590905666	0.03277657	0.026570682	0.011832191	0	1.714109323	0.766524706	1.004128939	1.330263844	1.613665616
DB_MAG_00173	0.906484998	1.234826442	0.57951122	0.335955052	1.229760643	2.300645784	1.067325686	1.425022838	1.611848802	2.780078068	1.440092632	0.929245833	1.789492173	0.215857081	0.574589218	0.009161638	0.05790176	0.441651637	0.28337996	0.381355367	0.196255859	1.381131511	0	0.019755464	5.372468359	0	0.010598423	0.006663956	0.075077795	0.055284672	2.286468592	0.735095963	0.903322415	2.410626061	1.370981414	0.73271638	0.197068705	0.015112108	2.092951301	0.894654523	0.631487291	1.745687151	4.981893624	5.787199155	10.16010256	0	0.083082458	1.692626969	2.730871569	1.154055198	0.667325694
DB_MAG_00174	10.97647445	2.354417601	5.756829161	16.80413836	15.66018823	3.404334903	6.849367618	8.874294204	9.601517952	3.311870156	13.40219954	26.31047381	10.55783683	3.75140384	2.306268994	0	1.317932006	22.32700596	33.3391173	30.18580522	0.929926872	29.44474847	0.204885139	1.782177055	986.9021759	84.20267121	55.49882888	216.0676179	4.381908539	0.214400058	11.12726407	15.94439151	8.18043933	27.73919962	36.58288603	34.15011822	0.702172026	0.362357573	18.08179975	20.01319481	40.7624791	27.25977108	9.262560883	12.25198223	1.028194321	0	27.6904107	45.09761452	25.99630277	4.691711509	72.5910954
DB_MAG_00175	51.7047179	20.10712054	19.94012596	13.66360296	3.837954751	5.752820225	13.3208356	6.963495527	11.29975925	14.78722442	4.432711509	1.737866221	16.61055655	1.604836805	1.917235244	0	0.050556481	0	0.01371954	0.000371195	0	0.041830962	0	0.028631354	0	0	0.014221889	0	0.010023668	0.039258855	7.74919904	0.970144266	0.76772461	9.721313778	11.78816112	0.113407588	0.48042435	0.093235473	44.16592266	1.366235132	2.107147599	0.342883535	17.17461436	59.83092369	8.603010034	0.032457017	22.38451031	3.076125931	18.67871043	12.84955797	17.99099297
DB_MAG_00176	15.72502827	24.11142479	15.5461972	8.057468874	17.94222159	25.76918737	24.79420147	11.37766598	14.51968259	55.95206902	4.864993659	3.501408418	15.40943932	7.160259443	4.521055717	0.031167159	0.389040035	21.27458985	45.87373986	13.45756542	72.13696403	27.26096133	0.014241211	0.047340393	38.03670429	5.164380187	27.14520901	18.90627125	0.102315096	0.322694688	10.89913258	12.31355374	7.123672495	12.2445205	9.659605333	1.619490277	9.582525591	1.781575458	53.62866659	21.24692691	35.02478697	34.61014319	98.89401212	113.0797857	59.02074205	2.00581436	24.29705942	13.50738191	50.18160896	48.39479486	17.92667368
DB_MAG_00177	12.00450739	33.33213729	0.246887472	0.055015714	0.815761644	0.346241227	0.30884555	0.16266663	19.85541453	5.281471479	3.343788882	1.757790522	3.460070542	0.165900111	0.132391177	0	0.055358036	0.051241416	0.236707193	0	0.969392553	0.001055195	0.014179687	0.01638121	0.032446912	0	0.001205937	0	0.015000431	0	0	0	0.150605346	5.046711909	6.520372459	1.548574691	0	0.004510111	9.922392546	0.421427421	0.090739919	0.037677827	0.661141783	1.112320015	0.015302586	0.001325758	0.037996041	0.073185248	0.157931417	0.084692869	0.900366519
DB_MAG_00178	28.61689817	9.521246237	16.60184812	28.16172878	82.47685157	14.44251435	32.08839602	50.13872553	74.0042551	18.41206736	96.84493253	69.75873534	47.28160154	56.54905436	38.47191405	0.000543516	1.3134256	115.3347186	242.8620388	281.3440828	48.98330495	773.7735839	0.077535128	1.571738861	5.904403932	205.3604947	7.922497903	57.41725465	1.939353399	0.8633326	38.03175215	49.93467509	35.53241742	117.5325848	24.30782228	119.5460219	4.521299613	1.248631508	47.89401941	93.89160358	71.05105751	108.1520147	112.4571887	55.58635963	2.31700185	0	104.1931029	287.2055484	171.9063566	29.86870845	342.4276764
DB_MAG_00179	1.350148093	1.086038222	0.736134171	0.530162515	0.819955301	1.367639868	1.04116965	1.676484525	0.54889058	1.677497572	0.220734564	0.356222892	0.639128823	0.164928626	0.451031594	0.030195959	0.079487562	0.536791659	1.477858128	1.032077003	0.544955996	0.938009182	0	0.014474663	3.256177006	0.070742801	10.21118294	11.67463261	0.040884761	0.00270204	0.298258753	1.458135547	0.362750349	0.743728292	0.838005739	0.122288291	0.356755409	0.014652414	0.77566492	0.17506466	0.465435449	0.524335751	2.808758747	2.173289126	1.955413351	0.123058568	0.536099534	2.39063936	1.496617794	1.301306897	0.471737428
DB_MAG_00180	1.191828464	0.791950931	6.228123076	8.444941081	5.892763285	1.515062726	6.404846343	2.11483966	11.32102826	0.162363174	1.005368874	3.496236994	0.721750516	0.326845272	0.418426329	0	0.036201786	5.718295969	7.44994352	5.355667459	0.503374765	6.616651975	0	0.052014665	2.79459851	3.242477917	2.463728805	2.09839219	0.031382325	0	0.479986531	0.59464478	0.778112266	0.802412955	1.925374113	0.700374965	0.133896081	0.066523889	1.568830086	1.566414464	2.162654441	2.239060297	0.320558726	1.103003834	0.026612924	0	7.039149322	65.01904552	6.098577155	4.964345474	18.69215086
DB_MAG_00181	0.800346342	0.879247079	0.768969772	0.401526525	0.361752338	0.889678878	0.931407472	0.743171524	0.514277918	1.246382877	0.3225921	1.029458414	0.830895267	0.515884268	0.773616671	0.004133119	0.006007905	0.329940095	0.244014488	0.79534697	0.129091143	0.144876331	0	0.010871103	0.219440413	0	0.008038226	0	0.077044895	0.008269991	0.174880617	0.692458296	0.296403296	0.201129402	0.026815903	0.098274225	0.013457514	0	0.841373157	0.290074823	0.196242912	0.225740169	0.224227801	0.216617872	0.233493375	0	0.39371041	0.326313851	0.187987109	0.408894475	0.668876888
DB_MAG_00182	20.31599205	9.061313344	1.562271147	0.93555741	17.84956542	18.63495783	18.16459598	12.30102503	8.574937582	37.50491892	17.07383741	9.044849907	9.533656027	13.32092156	9.895953488	0	0.051292034	0	1.186606186	0	2.333899363	0	0	0.019508197	0.003118969	0	0	0	0.006640424	0.028333397	0	0.000397064	6.855638951	23.33682275	4.961508733	62.61649178	0.302513552	0.023558446	0.482013574	34.67214615	8.180676029	4.703864999	110.2919259	200.1639662	3.50585842	0.020454031	0.029795953	2.146476741	12.7924027	2.45045224	31.30297027
DB_MAG_00183	0.506852355	0.15120329	0.127925756	0.02047986	1.395670291	1.715611379	0.21406798	0.134531469	0.181584458	0.218584695	0.147761291	0.15087753	0.500761698	0.018798677	0	0.013164631	0.012412919	0	0	0	0	0	0	0	0.009854388	0	0	0	0	0	0	0	0.016046651	0.004523989	0.011032184	0.017854313	0.018191157	0.008451607	0.512178341	0.372906832	0.99250981	1.101326074	1.648842551	0.505358113	1.050345587	0	0.378132536	0.086613577	0.011034177	0.188892422	0
