MAGs	DB_D_01	DB_D_02	DB_D_03	DB_D_04	DB_D_05	DB_D_06	DB_D_07	DB_D_08	DB_D_09	DB_D_10	DB_D_11	DB_D_12	DB_D_13	DB_D_14	DB_D_15	DB_R01_CDI_C_01_PRE	DB_R01_CDI_C_02_PRE	DB_R01_CDI_C_03_POST	DB_R01_CDI_C_04_POST	DB_R01_CDI_C_05_POST	DB_R01_CDI_C_06_POST	DB_R01_CDI_C_07_POST	DB_R02_CDI_C_01_PRE	DB_R02_CDI_C_02_PRE	DB_R02_CDI_C_03_POST	DB_R02_CDI_C_04_POST	DB_R02_CDI_C_05_POST	DB_R02_CDI_C_06_POST	DB_R03_CDI_P_01_PRE	DB_R03_CDI_P_02_PRE	DB_R03_CDI_P_03_POST	DB_R03_CDI_P_04_POST	DB_R03_CDI_P_05_POST	DB_R03_CDI_P_06_POST	DB_R03_CDI_P_07_POST	DB_R03_CDI_P_08_POST	DB_R04_CDI_P_01_PRE	DB_R04_CDI_P_02_PRE	DB_R04_CDI_P_03_POST	DB_R04_CDI_P_04_POST	DB_R04_CDI_P_05_POST	DB_R04_CDI_P_06_POST	DB_R04_CDI_P_07_POST	DB_R04_CDI_P_08_POST	DB_R04_CDI_P_09_POST	DB_R05_UC_P_01_PRE	DB_R05_UC_P_02_POST	DB_R05_UC_P_03_POST	DB_R05_UC_P_04_POST	DB_R05_UC_P_05_POST	DB_R05_UC_P_06_POST
DB_MAG_00120	8.556927249	5.457077342	14.63619513	28.51511287	21.72548732	2.268450332	7.991078814	11.78445018	6.86581956	6.487625365	19.81201823	62.51660084	7.621460042	13.93854575	8.773375269	0	0.312968034	37.41956396	14.48248656	15.69068782	2.063226064	50.15277759	0	0.504721621	3.277379303	17.0032993	9.928126478	0.024433642	0.097000914	0.516853172	31.11884607	40.87964561	32.1256825	29.27653833	42.80100039	65.47591477	0.326981657	0.137865392	15.13661953	7.828149952	11.24805387	15.18049948	5.346712035	17.67553409	1.149968315	0.001542342	30.08095	37.50413724	9.423010619	10.06799301	28.39588334
DB_MAG_00121	2.050116311	1.853790027	1.185034796	0.555320047	0.52304598	1.139352444	1.592753868	0.308624897	1.119115519	0.825456544	0.211828383	0.661062445	0.676253414	0	0.31463121	0	0.004267105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141017133	1.400137459	0.656532265	0.103056696	0.000532672	0	1.577878817	1.178083467	2.580407706	1.366893105	2.639037863	2.830247527	3.283241569	0	0.186877027	0.096349482	0.007738177	0	0
DB_MAG_00122	124.9738265	16.80696848	167.7863531	49.44611568	5.925974349	18.42019122	56.72044748	42.49740423	2.636948402	0.842966952	74.3680625	107.3438232	4.000846	174.2586414	109.8120727	0	0.047446264	0	0.169268455	0.004332935	0	0.075152557	0	0.177166114	0.054516335	0.002610323	0.017730511	0	0.008483548	0.009588229	0.009440849	1.266361743	18.07512668	0.019077259	0.032044926	0.394611157	1.27553917	0.69638214	1.598321963	0.101568767	0.05706688	0	0.080756881	0.048238478	0.03245388	0.011078783	1.270998952	0.291565112	2.024316347	99.73758313	93.77136848
DB_MAG_00123	0	0	0	0	0	0	0	0	0	0	1.096532098	3.841792308	3.417227023	3.171911488	2.594261305	0	0.000894996	0	0	0	0	0	0	0	0.001740263	0	0	0	0	0.013431039	0	0.049987082	0.00828441	0	0.018168864	0	0.008847737	0	6.769460908	0	9.97871819	10.72166419	4.003635066	0.931978611	22.84214221	0.003075666	0	0	0	0	0
DB_MAG_00124	0.386581387	0.262102426	0.302084747	0.723103285	1.188749221	0.096601623	0.214697474	0.792778307	0.313742137	0.324012135	1.194147088	3.831448662	0.334620247	1.762822203	0.544075164	0	0.015791346	3.381933244	1.511971498	2.28516617	0.039336095	1.768233262	0	0.017274646	0.021685938	0.105741978	0.091307434	0	0.003519961	0.089855746	4.809756126	7.326236684	7.709036986	6.417389218	13.31481778	6.837545653	0.034004575	0.027241647	4.865124231	0.731037395	6.257325163	4.768513867	0.358576186	0.931189061	0.200095485	0	1.326231408	6.35868972	0.143055702	0.661165116	5.463993426
DB_MAG_00125	51.50088081	24.51106259	26.53729609	18.34183129	24.15012449	15.76676328	35.35919643	20.0157847	24.19182286	13.74388454	24.39482744	27.77216557	11.53201456	19.30929974	34.06685798	1.961715312	0.478857788	0.181628628	6.265334857	0.035804715	0.102502235	0.809318027	0	0.587539132	0.04051226	0	0.010019099	0	0.313918005	0.601895616	46.9821392	45.9576924	16.27195392	7.137026937	8.558909232	76.22692055	0.472870245	0.133629954	6.138214004	12.92290384	63.56038271	33.51715297	6.237006945	22.50483887	5.102255402	0.022041074	2.837113436	11.53494182	0.215361389	14.68945416	2.974149832
DB_MAG_00126	2.44465008	2.023057202	0.941632626	7.521786222	6.496757918	0.20426217	1.043809828	4.957304423	1.938526433	0.436557059	0.653021218	3.725899994	0.886180573	1.856166062	2.170150057	3.039696267	8.973499574	8.263188521	0.112273241	5.233112684	0.025191341	0.494632291	0	0.170170125	3.367528276	0	0.327624722	0.006984823	0.084936251	0	0.355044232	0.069530846	1.69884235	1.200285987	0.08801771	0.011287886	0.408133812	0.029608912	0.896272519	0.033230037	0.602280693	1.433639696	0.437703385	0.695557803	0.454641454	0.090619532	8.532024019	12.91788115	4.398101537	0.868678929	7.802627129
DB_MAG_00127	0.004925272	0.001977066	1.166676169	7.784701043	0.097359731	0	0.075360108	0.006463575	0.050036244	0.005896998	0.143148413	3.048720935	0.039562547	0.003168667	0.002228456	0	0.011715168	0	0.050035404	0.001286153	0	0.075559258	0	0.058375701	0.005797101	0	0	0	0	0	0	0	0	0	0.004902085	0	0.071999533	0.00937541	1.318882362	0.08072979	17.14772385	1.491849858	0.209251711	1.953265754	0	0	0.382686655	22.82825542	0.083369128	0.084936506	4.408623611
DB_MAG_00128	1.27099722	1.598581767	0.947328761	0.91141753	0.577289918	0.970641353	0.860858674	1.170246973	0.679725239	0.891497612	0.704088473	1.014322003	0.562723711	0.57530906	0.291791657	0.00824467	0.015394958	0.218650242	0.046168598	0.403350848	0.347490533	0.032773281	0	0.010086358	0.002213059	0	0	0	0.01294678	0.00230491	0.172315246	0.079525464	0.154252007	0.3590171	0.036494871	0.397936282	0.070834488	0.013118396	0.102862578	0.177098798	0.51521769	0.796449524	0.847225677	0.317016428	0.41020525	0	0.738879125	1.3750753	0.909113441	0.350023211	0.163709743
DB_MAG_00129	29.12722191	9.566317602	13.02890799	5.927849145	36.02344072	63.82459282	41.61920683	19.98236466	15.52656684	20.91559436	10.57537742	34.62250201	22.44303017	22.89020632	2.749724875	0	0.058587363	0	0.019440055	0	0	0.006344112	0	0.018005885	0.006592759	0	0.00652213	0	0.023119105	0.048914797	26.05163576	16.689996	1.684918281	0.441589332	5.264851438	3.673560013	0.033012085	0.001875101	0.000918748	13.54293458	9.916985436	11.69693211	25.74634283	0.075831758	77.18644401	0.011818901	0	0	0	0	0
DB_MAG_00130	0.150225626	0.558294361	32.93446156	14.10521568	5.816292587	3.243557405	19.1072955	1.691705595	0.73706644	4.550477806	20.86218164	20.7671508	0.136826055	0.004826291	0.180777125	0	0.003085714	0	0.018388865	0.000900169	0	0.021565129	0	0.010698953	0.00152306	0	0.000202999	0	0.009131594	0.007056973	0	0.015347518	1.427818123	39.9730033	12.19085853	14.74064727	0.013280283	0.000115274	0	0	0	0	0	0	83.9983223	0.058641867	0	0.018417873	0.007040936	0	0
DB_MAG_00131	8.679228963	3.693660557	8.986881389	4.387546208	3.354980152	13.91701702	9.611669282	0.403446269	10.60501674	20.98036865	2.895855269	2.230495393	4.779025474	6.221993538	10.59885705	0.034657503	2.010080002	19.08655337	1.021363408	7.88E-05	2.024983226	0.961695476	0	0.007894737	0.025289593	0	0.189728353	0.004137471	0.00110765	0.000691941	0.020070303	0.044078814	0.038073925	0.00634821	0.008038615	0.625209018	0.668486584	7.33E-05	0.351924908	0.725936737	1.697504535	0.306752932	1.052493996	22.79072869	2.168456381	0	9.582356329	0.111849594	2.411586762	1.695671387	0.069069753
DB_MAG_00132	10.27444954	7.360266166	3.825811505	24.28931247	7.263028648	1.032744907	3.54036051	13.03768756	7.62408284	4.243660265	8.182762548	48.56550784	6.087706695	8.045303056	6.305290318	0.476218719	91.52103294	18.23320764	3.270016788	20.12781395	5.060502172	7.611429766	0.005631346	0.7338248	0.452584968	0.001911953	0.081241007	0.005808724	4.078760818	0.030282865	1.609753895	1.125148156	5.189433063	3.497455998	0.152057441	0.032495147	4.543751319	0.280662285	3.320771474	0.084353725	2.897813096	0.72972095	0.990050682	2.315184004	0.199321041	0.01749061	9.003373082	51.51840736	81.67997601	2.27926329	60.08705799
DB_MAG_00133	50.13389957	22.50471482	53.81262313	51.32383237	49.23475276	11.22905699	11.78460652	30.25074277	29.19148898	9.47398642	25.42893326	59.80471376	24.67796799	43.46106056	22.95499975	0.027913983	0.453534879	4.103903546	60.63549103	0.913295576	2.267649856	11.06077322	0	0.451420728	0.032202875	0	0.038174392	0	0.173706411	0.869019569	46.01468849	133.367864	60.21171835	60.24945318	34.6419098	112.7057369	0.51990028	0.315021896	245.1434657	79.5010587	370.9372316	194.9152507	20.40256764	7.69332688	2.879956246	0.011066688	35.42554972	73.34453201	3.020102834	44.12997828	8.966129469
DB_MAG_00134	0.352125774	0.581019034	0.077606205	0.033893752	0.306277091	0.227210627	0.396050495	0.756035112	0.282480594	0.635702594	0.25330132	2.416860748	0.592874915	0.017382424	0.046962993	0.022013751	0	0.304575105	0.052216556	0.055972317	0.005848768	0.208017892	0	0.001512573	0	0	0	0	0	0.004557852	0	0	0	0.017327757	0	0	0.020307905	0	0.690770266	0.202318524	1.002438655	1.098310325	2.072934627	1.127749151	1.255671221	0	0.004178461	0.067913356	1.402769858	0.00488631	0.008713914
DB_MAG_00135	0.480550467	1.713269012	0.241876303	0.607291471	1.374693821	1.053995043	4.958168477	0.206912567	0.342220795	11.31566529	0.213521715	16.26843559	3.165501876	2.709135306	4.659233125	15.52173346	2.164158358	7.217012527	3.824666636	0.514449187	9.891621452	21.05656248	0	0.061369619	5.224754521	0.40354005	13.78984894	5.472163441	0.998059421	0.036067553	0.646204724	1.647666794	18.91113957	0.137915265	5.16660013	0.778769403	13.377589	0.160347334	4.402388262	10.37673099	8.927500128	4.562628073	1.504695858	9.116489084	2.116096191	0	7.098061696	9.874016919	12.82969689	10.97047821	34.16541554
DB_MAG_00136	0	0	0	0	0	0	7.265381744	23.60914389	24.49021724	11.14130102	4.002362869	12.26292134	30.58949189	0.003989938	0.019819224	0	0	0	0.01061307	0	0	0	0	0.001110051	0	0	0	0	0.006862791	0	0.030014031	0.06676818	0.005620274	0.046734627	0.005356059	0.011579495	0	0.00420341	0	0.048474732	0.258145167	0	0.001691387	0	0	0	0.661049879	2.187949745	0.019590307	0	0
DB_MAG_00137	2.836089443	2.000666016	2.895459092	1.750598688	3.5501596	2.320426912	4.392642778	4.335477909	4.252669794	5.840209229	1.046041887	2.709151147	0.759575558	2.014907367	0.495719456	26.82904946	8.294600163	6.991674312	234.817829	6.821376041	31.76031178	45.85367497	0	0.034414597	9.208653059	6.446345489	97.49247657	16.73010334	0.089806804	0.008888869	0.353337098	1.738260446	0.576828087	0.231753	0.088531907	0.0882255	3.350141362	0.260418066	14.39392389	0.706320378	8.015021498	4.545649069	1.184135954	0.963103412	0.987286159	0.551949878	13.75829604	7.211253671	24.69040036	13.72141943	29.15722202
DB_MAG_00138	1.077782676	0.657382237	0.589804781	0.193897423	0.54750619	0.275995255	0.554024593	0.442629058	0.320871746	1.051131362	0.177253991	0.349604041	0.563018084	0.520693131	0.274784704	5.24709623	4.445492561	1.801312927	15.28495855	0.958606178	0.204621731	0.775729331	0	0.005663766	7.243730079	0.03965339	3.704827247	0	0.046594314	0.00139169	0.31560512	0.233925348	0.246502813	0.34191406	0.199661318	0.608405285	0.036162953	0.021543621	3.794268712	0.795088959	1.490233051	0.384308613	1.668328476	1.829618886	1.119153483	0.002163191	1.032028155	0.607355448	1.396875978	0.706207079	1.032877399
DB_MAG_00139	8.083643204	13.29267913	23.49699723	17.14864224	15.65069205	4.014606566	18.14012459	30.22602888	7.914771323	21.60800169	12.78994172	14.89345708	1.641823412	21.55426937	14.61718582	0	0.148903719	0	0.09401447	0	0	0.045406275	0	0.073997287	0.004095797	0	0.011466856	0	0.049058858	0.038555529	0.324780946	38.66244534	15.47283852	4.344180938	2.418849844	29.51607075	0.354029196	0.161474649	11.09081385	11.32396217	7.391735614	2.837391057	15.68122814	1042.115636	4.3287737	0.005339654	92.64809094	40.95885251	5.225419275	50.46819668	52.07684471
DB_MAG_00140	0	0	0.004124786	0	0	0	0	0	0	0	0	0	0	0	13.35659101	0	0	0	0	0	0	0	0	3.53E-05	0	0	0	0	0	0	0.005509642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB_MAG_00141	16.46490154	0.042086554	0	0	0	0	0	0	0	0	0	0	0.370988545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.249725898	0.040104399	0	0
DB_MAG_00142	0.029324154	0.082504658	0.021859933	0.066605833	0.083802533	0.106260862	0.078956752	0.101369363	0.038979716	0.227227478	0.133338825	1.114817866	7.907683924	9.059015608	5.311755681	46.29511382	1.551535026	0.014946976	0.068380887	0.011532993	0.065554814	0.253170766	0	0.130354953	0.029487588	0	0.106505892	0.025113791	0.746764569	0.001932955	0.239970029	0.051329188	0.915318398	1.338154195	9.856415525	0.03262024	1.676217757	0.018455846	1.745640143	12.58727682	4.037530607	2.272934258	11.15453122	0.168993738	32.60315548	0.007149049	0.077054338	0.147775126	3.335706893	0.56922733	11.49205875
DB_MAG_00143	7.498589953	2.709563769	3.080452427	1.363799109	2.502484867	0.526112705	3.944418889	7.436963698	8.925846009	1.952781761	0.845825757	9.511312892	6.488110883	0.420628211	0.550014189	0.125988442	1.14249004	0.538080795	0.282275258	0.430692709	0.322692972	1.289917917	0	0.1007582	0.612766631	0.061784216	0.807685779	0.058278237	0.010992857	0.009347434	1.13308758	1.169073646	0.37772122	0.245493337	0.38241694	0.18090952	0.134539826	0.031164839	143.2252215	0.393754507	0.54733617	0.726229764	0.109804566	0.806787701	0.102437914	0	2.454420699	0.521699025	1.17809092	0.860379681	0.982519264
DB_MAG_00144	0.569352341	2.126588933	1.210781409	0.568122922	0.164602475	0.022604973	0.659985793	0.858044945	0.59611135	0.448122355	0.637340789	0.180649751	0.89997601	0.484903559	0.210773714	0.809365485	0.760816552	1.433645291	4.214512668	1.550114193	0.940240485	1.02132508	0	0.017955946	9.211589702	0.108865497	0.967933328	4.039713664	0.075631608	0.002919321	0.957877754	2.863918975	0.801669415	1.043560325	0.52674793	0.531104292	0.425757655	0.010982006	3.440437882	0.467401241	0.935943212	2.612184146	0.033632888	0.214130362	0.09331229	0	0.79093823	3.064273695	2.950921756	1.285357665	3.826399269
DB_MAG_00145	8.864398263	8.859704406	6.948758537	11.510565	6.261193289	12.66542855	15.56460373	19.33479924	6.919955756	11.9877312	10.42627245	26.349342	8.770450986	5.831230872	9.03982621	2.267724117	114.889577	5.442012261	4.685304239	5.746464871	4.060436376	4.016550806	0.022203326	0.093646007	1.146735905	0	0.684587467	0	0.20024187	0.029491412	2.679043777	1.328173778	6.876854387	6.134879592	1.266329343	2.822015517	1.365842763	0.194288628	6.127410434	3.432798996	6.146223917	5.733379681	4.919535653	17.56081683	26.96194857	0.020199091	11.87513428	34.43006901	20.35752628	19.90856736	18.19722489
DB_MAG_00146	0.884021356	1.277769606	3.771501193	6.669949535	5.413198377	1.103030083	2.54992467	3.64672105	2.663496555	1.674717392	4.421818241	7.224207394	2.183719288	1.154716389	1.154076176	0	0.122527232	45.23983725	475.5680956	6.925393241	5.108169768	38.33317993	0	0.159891705	0.549273779	0.485405795	1.217088357	0.004755894	1.501613173	0.027790102	2.062653965	1.944091124	1.726143298	2.340955869	4.669412967	3.865655848	0.04964959	0.06020256	1.765684927	4.585619433	2.3088112	4.58246617	2.081051531	10.78147398	0.227386514	0	10.02595417	3.995518672	1.641004916	9.323445313	37.62188044
DB_MAG_00147	50.72253682	41.30285282	48.96116552	28.3731435	30.49168799	9.567423924	42.410489	66.08332656	34.5254512	22.3676226	37.00693087	80.43335987	13.29657215	1.858153687	5.627191247	27.6079806	6.008211814	12.90460886	6.49239367	8.116370159	0.639628677	15.11936932	0	1.310491308	1.311596197	6.469193166	3.061190407	0.499192864	1.559844798	0.212624272	29.73032362	5.313333569	7.691024463	0.173494465	1.769803569	1.217358652	12.90802197	2.32328557	56.69353276	5.016931166	3.976070457	6.106668384	2.445132429	3.052020059	7.737303395	0.009107851	72.22961001	78.56471082	169.9574022	55.44738382	80.87875476
DB_MAG_00148	27.97719621	14.7734299	10.4320918	6.642512244	13.76728126	16.06943017	12.05863512	6.555488888	9.634654839	18.40439313	3.881575152	3.632413797	10.57109751	14.94357011	12.57191812	0.203265628	0.263634015	20.53683614	9.675374853	14.01782336	9.220086789	36.00105899	0.014128534	0.141900252	23.35846657	12.12472352	90.5974761	54.46262599	0.44857326	0.10428935	13.69899657	4.31619501	5.335160359	6.714373057	3.049851361	1.281432101	1.683419491	0.159124454	16.50554023	13.93363297	8.178002282	13.29970318	100.4675894	93.08305037	39.32120223	0.018735155	9.899374114	10.3328616	14.46515312	6.126126012	7.26708699
DB_MAG_00149	0	0	0	0	0	0	0	0	0	0	0	0	27.93005043	8.572071	0.407908216	0.26721811	1.338051312	0	0.006613146	0.005461466	0.348719991	1.149214321	0	0	0.00336612	0	0.000988257	0.337508388	0.033518895	0.034767929	9.835977271	0.023161312	0.006564041	0.001059077	0.013223533	0	53.91713261	0.012272808	2.149860464	17.30223653	3.093218539	10.21502958	96.30263372	23.12380392	8.566506754	4.078683754	0.001305059	0	0.001593807	0	0
DB_MAG_00150	4.759691934	3.566777788	1.689194735	1.538831951	2.166247271	1.492825702	2.941126657	1.424304764	2.354412088	1.399577236	0.537757214	0.725473701	1.162566492	0.859185932	0.118700457	0.062894884	0.10457655	12.57198654	11.23647095	7.837796423	2.921888029	2.379076035	0	0.131657317	0.241727446	0.004689755	0.004216898	0	1.412714674	0.008647893	4.550447365	1.21421218	1.354929197	1.527571878	0.541782272	2.245016571	0.037621212	0.0180244	2.349545451	0.354465263	1.313328193	1.543791668	0.213231571	0.136766948	0.148522993	0	0.540982297	1.350410892	1.133857973	2.1963209	1.15963231
DB_MAG_00151	1.536764268	1.474004095	3.41537336	7.347795563	2.259109923	0.777962343	2.395145862	2.623065899	2.331650264	0.919215899	12.17882538	17.88355426	5.379788863	2.635891327	3.327543095	0	0.153579349	15.9845984	17.49395342	10.87057144	3.623282724	68.04145416	0.017224506	0.036318784	253.6978289	189.6407631	28.29870701	0.003281618	0.052926485	0.287258628	8.733253754	30.01207726	21.74950354	10.85402924	26.13723364	23.57381642	0.29337399	0.057984289	20.05131318	15.14180155	8.557497556	6.742046101	16.71877339	6.823321479	2.277695952	0	4.598362722	53.5510419	4.35585605	3.174284994	44.7531471
DB_MAG_00152	1.120254331	2.553458	0.954893221	0.888748401	2.512281071	0.233903315	0.230954079	0.788686864	1.65180146	1.395377208	1.666319561	4.795644578	4.867107166	2.177033284	0.785122667	0.080700672	0.014840584	0.594006461	7.936092928	0.845851478	0.077140803	0.133086976	0	0.007700176	0	0	0.018213207	0	0.066165012	0.045785635	3.503483705	1.771815217	0.93555067	1.628576397	0.857693813	1.175370961	0.019134381	0.000475543	27.721368	1.014263441	4.206149673	2.916292685	0.284791413	0.099371708	0.103526358	0	0.674096578	1.147288114	0.168109469	1.030652106	1.118540482
DB_MAG_00153	4.32651383	7.451819914	4.915865251	0.976669423	14.6717441	10.15100097	6.250184843	10.98464801	8.974306322	6.445319913	0.877373953	6.266124112	8.00795965	4.054872514	4.987558004	0.010955711	0.290185567	5.754481128	27.80445109	12.84095075	3.618687834	2.342811309	0	0.084084877	0.34900126	0.607760874	0.016841257	0	0.692077387	0.024002797	2.039532984	3.447154838	3.567937661	2.286390045	4.817382691	1.609097613	1.166801849	0.069462181	15.55771661	12.93589631	20.95818547	19.88177554	29.76449801	12.72507603	38.32830647	0.007101151	8.92565039	0.088171674	17.50101975	6.417315173	6.651179751
DB_MAG_00154	0	0	0.006240052	0	0.005181549	0	0	0	0.011374579	0.008746299	0	0	0.018014503	133.0370646	20.81728202	0	0.298637684	0.000592349	0.027619316	0.008067835	0	0.001990838	0	0.009794313	0.008136168	0	0.004549214	0	0.000688549	0.17422874	0	84.35247702	115.6658636	107.5881165	27.93443531	6.355399115	0.097688441	0.063192943	0.018820666	0.014071747	0	0.001551324	0.049440926	0.084165712	159.3471682	0.040013895	0.020431028	0.033280431	0	0	0
DB_MAG_00155	26.22474103	21.30610675	16.39672595	8.998762527	13.5113935	12.55954232	31.98570068	22.33311329	13.79180732	48.78365319	11.96958542	51.85341253	30.54273387	8.758526994	8.702932174	0.489696689	0.760242467	16.04973351	103.5428409	15.38045206	27.44862603	22.8668012	0	0.690995545	14.66169926	3.753216692	10.81228614	40.53662814	2.214743581	0.479324738	30.37527437	16.76745576	16.7409296	12.82308687	53.2314232	16.58767196	4.305303423	1.316795051	54.79521775	20.29839475	90.35797066	34.51590701	58.50080175	63.86818137	46.99740522	0.084738738	48.19002613	17.63585621	37.81569004	49.76109653	13.90452193
DB_MAG_00156	6.334467591	6.071457963	0.752050407	0.107032985	3.450940475	0.995755327	0.630332225	1.67323873	0.60817939	0.665490618	1.165209188	1.346518431	0.866257255	3.846841879	0.665701366	0.005800644	0.033770661	0.660612488	1.126088604	11.88053205	0.18331854	0.079592877	0	0.007047569	0.078157225	0.023079054	0	0	0.02481965	0.020665157	2.963215274	0.639585506	1.352815482	1.556926315	1.07994605	0.559371263	0.072361871	0.010486448	0.878246643	0.476120019	0.626156825	0.623684016	1.140259791	0.535223486	1.321070506	0	3.100919919	0.282709719	0.987350682	1.25425656	0.677686821
DB_MAG_00157	2.087147725	1.131702276	1.170985193	1.018510193	0.355483925	0.550944876	0.973992368	4.000840578	1.089049902	2.26934722	2.780525259	0.420658557	8.655081764	1.311399312	1.800774608	0	0	0	0	0.004487179	0	0	0	0.009300874	0.000405743	0	0	0	0.011655012	0.019252302	0.071531498	0.500918046	0.615240495	2.430325319	1.469105051	0.726905662	1.188290094	0.027111047	20.99364264	1.333514119	0.436828612	0.051631267	1.075826351	0.518038951	0.354022507	0.003927203	8.654456595	7.157928861	106.2616795	5.878571156	7.139196749
DB_MAG_00158	1.917421334	1.221381738	0.938279817	0.648696745	0.977439111	1.752065407	1.108875861	0.772095877	0.721936751	2.752454494	0.243310144	0.143423893	1.034050165	0.769302133	0.439787645	3.23896321	7.624264878	0.93978004	1.373515759	0.589513642	0.954625534	1.080821716	0	0.012873216	1.556999469	0.037181653	2.6187748	0	0.017429949	0	0.240151107	0.148822802	0.210690054	0.586773648	0.050233602	0.028180888	0.3158321	0.023165924	1.669746108	0.287062601	0.598696255	0.758950162	3.292712552	3.19445836	1.511550783	0	1.526375338	0.757070808	3.696995365	1.425215669	0.579295744
DB_MAG_00159	1.213932031	2.472011112	5.13517165	10.73035517	1.442647571	2.439609832	3.235968113	5.467007976	7.283168905	7.533545989	1.419383548	3.144069895	19.2898494	19.54119389	8.627223237	0	0.009777854	0	0.002521842	0	0	0.014350519	0	0.005196085	0	0	0.000321843	0	0.004546072	0.009826365	4.729631413	2.906666805	5.17143812	10.95359037	12.18058747	1.665593575	0.144798267	0.042182716	21.57811541	15.0056232	17.74241775	12.19839517	5.180019661	41.59444446	15.63701322	0.0059692	1.47163426	29.28757476	14.0112779	20.4438301	0.885757034
DB_MAG_00160	3.956469234	3.040766103	3.17407106	1.956679867	1.77208807	2.950139102	3.179433713	2.368604699	2.342317097	4.76494983	1.703325611	0.493360125	2.904824147	1.459565668	1.208023515	0	0.058738105	0.242614622	0.204132255	0.624716429	0.442505169	0.548977224	0	0.003357504	0.68573142	0.049930436	0.425395317	0.016197876	0.014155308	0.018092601	2.292501726	0.885664373	0.795237122	1.302444949	1.601272148	0.131052161	0.416853165	0.045330425	4.662724233	3.509136708	3.258540246	3.177504845	11.85091595	9.388990734	7.37510779	0	3.610812057	0.982774437	4.418479039	3.43240267	0.900471737
DB_MAG_00161	6.939853581	4.967935059	3.599277801	1.826994445	4.50213609	7.324682209	5.671573361	5.517443731	3.036096286	7.323154326	3.726508645	1.526459454	3.965189024	2.488984666	1.943460054	6.149662541	17.74202135	5.402798017	10.19809611	4.191993688	11.18012539	9.109614661	0	0.021658598	31.65887921	0.684104835	24.25741358	7.251002693	0.110843678	0.031235915	3.032696503	3.249667741	2.947983696	2.493577132	2.316970356	0.689082315	1.214677242	0.102884668	4.196434866	4.839863766	5.45510043	8.992209376	20.33200548	18.29625663	10.21079461	0.063624049	1.715917223	2.388791592	8.859216583	7.590709127	4.075196211
DB_MAG_00162	29.00561192	26.21581073	22.21419022	13.66240463	17.59516993	23.49987978	22.53233838	29.02699312	16.65340104	30.44024242	17.6605308	3.633856471	25.51916664	14.59480211	13.28393565	24.24400156	50.73680205	30.45053552	9.315756624	5.727987474	23.632703	6.620791766	0.00092949	0.258589652	81.46974272	2.758566104	16.3184077	1.937916841	0.483757198	0.494745889	17.56935936	8.698092224	11.59316527	29.07777879	32.40740978	7.89118279	49.73102817	0.856466625	94.18833056	79.88209693	48.16847947	35.72142662	157.2363831	157.1831837	153.2779444	0.056045371	131.4164388	11.75863854	46.12971927	22.67683262	8.873212272
DB_MAG_00163	0.301776108	0.058634717	0.234353148	0.1281055	0.004876768	0.10642599	3.372998603	9.347609477	11.63056102	41.49255776	0.115193346	0.115584932	0.15696637	0.208669379	0.260751452	0	0	0	0	0	0	0	0	0	0.001807564	0	0	0	0.011083031	0	0.019746537	0.097818534	0.183879686	0.06003522	0.121442758	0.099606621	0.015383426	0.001589168	0.661306706	0.050902419	0.050592148	0	0.101138901	0.264435611	0.026513834	0	39.88206734	3.642476209	0.88476289	0.091776771	0.219678682
DB_MAG_00164	1.974211271	1.009822481	1.110723229	1.488364516	1.835593929	0.321008898	1.015580543	1.529387955	1.287758733	1.547583175	1.54279263	3.498699174	1.432518813	1.198230511	1.698865581	0.198280484	0.026816789	0.046845226	0.206150801	0.176427875	0.057054295	0.138320058	0	0.022520614	8.266859942	0.021107816	0.020808544	0.589327947	0.014282986	0.033305377	1.779496525	2.690801699	3.261724156	2.805030363	2.423905923	0.879497396	0.019750971	0.033966153	3.150243971	0.244414622	0.477334306	0.360128264	0.070165261	1.259500926	0.143609565	0	4.011308531	5.877323002	0.146032042	2.234831143	1.515200157
DB_MAG_00165	0.0565137	4.556050714	1.902977544	2.090803516	0.026781536	0.241044632	3.277732118	0.782522588	0.025675657	0.993323262	0.014054684	0.076777739	0.613913742	0.197578704	0.086505773	0	0.001240065	0	0.003110963	0	0	0.001568785	0	0	0	0	0	0	0	0	0	0.282915161	0.708384321	0.124400179	0.295823552	0.103379266	0.010961798	0	3.26296755	0.577659921	0.369099523	0.003672016	0.739583275	0.082837175	0.220623073	0	0.107634037	0.048222105	1.137635849	0.143806717	0.09751088
DB_MAG_00166	0	0.000759282	0.005293429	0.003519356	0	0	0	0	0	0	0	0	0	10.0024909	20.20159581	0	0.081441747	0	0.009437717	0.004598348	0	0.00944765	0	0.013192022	0	0	0.006178745	0	0.015346287	0.127511137	34.30937301	89.62650602	14.43839921	38.50754686	13.93771622	3.453338572	0.022998408	0.011191875	0.019998236	0	0	0.004048993	0.009886837	0.005138935	0	0.014652082	0.009076674	0.010158596	0	0	0
