bins	mean_donor_detection	mean_post_detection	AST_count_detec	AST_frac_detec	AUS_count_detec	AUS_frac_detec	BAN_count_detec	BAN_frac_detec	CAN_count_detec	CAN_frac_detec	CHI_count_detec	CHI_frac_detec	DEN_count_detec	DEN_frac_detec	ENG_count_detec	ENG_frac_detec	ETH_count_detec	ETH_frac_detec	FIJ_count_detec	FIJ_frac_detec	ISR_count_detec	ISR_frac_detec	ITA_count_detec	ITA_frac_detec	MAD_count_detec	MAD_frac_detec	MON_count_detec	MON_frac_detec	PER_count_detec	PER_frac_detec	SPA_count_detec	SPA_frac_detec	TAN_count_detec	TAN_frac_detec	USA_count_detec	USA_frac_detec
DB_MAG_00048	0.4827333333333333	0.19203703703703706	53.0	0.3464052287581699	0.0	0.0	0.0	0.0	2.0	0.08695652173913042	3.0	0.015957446808510637	57.0	0.2007042253521127	27.0	0.12796208530805686	0.0	0.0	1.0	0.005813953488372093	45.0	0.1355421686746988	1.0	0.09090909090909093	13.0	0.11607142857142858	17.0	0.15454545454545454	9.0	0.25	20.0	0.12658227848101267	0.0	0.0	5.0	0.04098360655737705
DB_MAG_00049	0.9474666666666668	0.6041851851851852	26.0	0.16993464052287582	1.0	0.08333333333333333	0.0	0.0	9.0	0.39130434782608703	6.0	0.031914893617021274	128.0	0.4507042253521127	76.0	0.36018957345971564	0.0	0.0	0.0	0.0	109.0	0.32831325301204817	0.0	0.0	4.0	0.03571428571428571	0.0	0.0	11.0	0.3055555555555556	18.0	0.1139240506329114	9.0	0.3333333333333333	7.0	0.05737704918032788
DB_MAG_00050	0.47546666666666665	0.3890740740740741	58.0	0.3790849673202614	8.0	0.6666666666666666	0.0	0.0	9.0	0.39130434782608703	45.0	0.2393617021276596	145.0	0.5105633802816901	80.0	0.3791469194312796	0.0	0.0	1.0	0.005813953488372093	168.0	0.5060240963855421	1.0	0.09090909090909093	21.0	0.1875	20.0	0.18181818181818185	0.0	0.0	47.0	0.2974683544303797	0.0	0.0	45.0	0.3688524590163935
DB_MAG_00051	0.9948666666666666	0.9544444444444444	121.0	0.7908496732026143	12.0	1.0	1.0	0.03571428571428571	17.0	0.7391304347826086	89.0	0.4734042553191489	255.0	0.897887323943662	184.0	0.8720379146919431	1.0	0.2	14.0	0.08139534883720931	289.0	0.8704819277108434	7.0	0.6363636363636364	40.0	0.35714285714285715	103.0	0.9363636363636364	17.0	0.4722222222222222	118.0	0.7468354430379747	6.0	0.2222222222222222	82.0	0.6721311475409836
DB_MAG_00052	0.5204666666666665	0.349037037037037	15.0	0.09803921568627452	0.0	0.0	0.0	0.0	1.0	0.043478260869565216	5.0	0.026595744680851064	48.0	0.16901408450704225	26.0	0.12322274881516587	0.0	0.0	0.0	0.0	17.0	0.05120481927710843	1.0	0.09090909090909093	0.0	0.0	1.0	0.00909090909090909	0.0	0.0	9.0	0.0569620253164557	0.0	0.0	7.0	0.05737704918032788
DB_MAG_00053	0.6145333333333335	0.5020740740740741	6.0	0.0392156862745098	2.0	0.16666666666666666	0.0	0.0	0.0	0.0	1.0	0.0053191489361702135	3.0	0.01056338028169014	14.0	0.06635071090047394	0.0	0.0	0.0	0.0	23.0	0.06927710843373494	0.0	0.0	2.0	0.017857142857142856	0.0	0.0	0.0	0.0	7.0	0.04430379746835443	0.0	0.0	2.0	0.016393442622950817
DB_MAG_00054	0.5943999999999999	0.4927777777777778	4.0	0.026143790849673203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.028169014084507043	19.0	0.09004739336492891	0.0	0.0	0.0	0.0	9.0	0.02710843373493976	0.0	0.0	0.0	0.0	1.0	0.00909090909090909	0.0	0.0	8.0	0.05063291139240506	0.0	0.0	6.0	0.049180327868852465
DB_MAG_00055	0.9801333333333334	0.9685925925925927	68.0	0.4444444444444444	9.0	0.75	0.0	0.0	21.0	0.9130434782608696	142.0	0.7553191489361702	207.0	0.7288732394366197	140.0	0.6635071090047393	1.0	0.2	4.0	0.02325581395348837	297.0	0.8945783132530121	4.0	0.3636363636363637	7.0	0.0625	55.0	0.5	1.0	0.027777777777777776	124.0	0.7848101265822784	0.0	0.0	80.0	0.6557377049180327
DB_MAG_00056	0.7590666666666667	0.535925925925926	20.0	0.13071895424836602	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0053191489361702135	13.0	0.045774647887323945	16.0	0.07582938388625593	0.0	0.0	0.0	0.0	14.0	0.042168674698795185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.032786885245901634
DB_MAG_00057	0.4680666666666667	0.16359259259259254	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.08695652173913042	1.0	0.0053191489361702135	3.0	0.01056338028169014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00909090909090909	0.0	0.0	1.0	0.006329113924050633	0.0	0.0	6.0	0.049180327868852465
DB_MAG_00058	0.8965333333333334	0.26596296296296296	20.0	0.13071895424836602	1.0	0.08333333333333333	0.0	0.0	0.0	0.0	3.0	0.015957446808510637	27.0	0.09507042253521128	13.0	0.061611374407582936	0.0	0.0	0.0	0.0	39.0	0.11746987951807228	0.0	0.0	1.0	0.008928571428571428	0.0	0.0	0.0	0.0	10.0	0.06329113924050632	0.0	0.0	1.0	0.008196721311475409
DB_MAG_00059	0.4361333333333333	0.08051851851851852	5.0	0.032679738562091505	0.0	0.0	2.0	0.07142857142857142	1.0	0.043478260869565216	0.0	0.0	22.0	0.07746478873239436	14.0	0.06635071090047394	2.0	0.4	2.0	0.011627906976744186	19.0	0.0572289156626506	0.0	0.0	5.0	0.04464285714285714	0.0	0.0	5.0	0.1388888888888889	3.0	0.0189873417721519	0.0	0.0	3.0	0.024590163934426233
