bins	mean_donor_detection	mean_post_detection	AST_count_detec	AST_frac_detec	AUS_count_detec	AUS_frac_detec	BAN_count_detec	BAN_frac_detec	CAN_count_detec	CAN_frac_detec	CHI_count_detec	CHI_frac_detec	DEN_count_detec	DEN_frac_detec	ENG_count_detec	ENG_frac_detec	ETH_count_detec	ETH_frac_detec	FIJ_count_detec	FIJ_frac_detec	ISR_count_detec	ISR_frac_detec	ITA_count_detec	ITA_frac_detec	MAD_count_detec	MAD_frac_detec	MON_count_detec	MON_frac_detec	PER_count_detec	PER_frac_detec	SPA_count_detec	SPA_frac_detec	TAN_count_detec	TAN_frac_detec	USA_count_detec	USA_frac_detec
DB_MAG_00060	0.9862	0.8213703703703703	75.0	0.4901960784313725	8.0	0.6666666666666666	0.0	0.0	9.0	0.39130434782608703	82.0	0.4361702127659575	180.0	0.6338028169014085	118.0	0.5592417061611374	4.0	0.8	4.0	0.02325581395348837	236.0	0.7108433734939759	3.0	0.2727272727272727	28.0	0.25	37.0	0.3363636363636364	4.0	0.1111111111111111	81.0	0.5126582278481012	4.0	0.14814814814814814	53.0	0.4344262295081967
DB_MAG_00061	0.8537333333333331	0.7494444444444445	118.0	0.7712418300653595	2.0	0.16666666666666666	0.0	0.0	22.0	0.9565217391304348	46.0	0.24468085106382975	126.0	0.4436619718309859	176.0	0.8341232227488151	0.0	0.0	1.0	0.005813953488372093	75.0	0.2259036144578313	1.0	0.09090909090909093	1.0	0.008928571428571428	33.0	0.3	0.0	0.0	82.0	0.5189873417721519	0.0	0.0	82.0	0.6721311475409836
DB_MAG_00062	0.6605333333333334	0.0481111111111111	94.0	0.6143790849673203	10.0	0.8333333333333334	0.0	0.0	8.0	0.3478260869565217	32.0	0.1702127659574468	172.0	0.6056338028169014	142.0	0.6729857819905213	2.0	0.4	2.0	0.011627906976744186	257.0	0.7740963855421686	3.0	0.2727272727272727	39.0	0.3482142857142857	55.0	0.5	19.0	0.5277777777777778	103.0	0.6518987341772152	5.0	0.1851851851851852	54.0	0.4426229508196721
DB_MAG_00063	0.47473333333333334	0.12051851851851854	12.0	0.0784313725490196	3.0	0.25	0.0	0.0	3.0	0.13043478260869565	29.0	0.15425531914893614	54.0	0.19014084507042253	19.0	0.09004739336492891	2.0	0.4	6.0	0.034883720930232565	23.0	0.06927710843373494	0.0	0.0	27.0	0.24107142857142855	16.0	0.14545454545454545	13.0	0.3611111111111111	22.0	0.13924050632911392	2.0	0.07407407407407407	12.0	0.09836065573770493
DB_MAG_00064	0.5542666666666668	0.3151851851851852	14.0	0.0915032679738562	4.0	0.3333333333333333	0.0	0.0	11.0	0.4782608695652174	4.0	0.02127659574468085	100.0	0.35211267605633795	71.0	0.33649289099526064	0.0	0.0	0.0	0.0	33.0	0.09939759036144577	0.0	0.0	0.0	0.0	1.0	0.00909090909090909	0.0	0.0	26.0	0.16455696202531644	0.0	0.0	27.0	0.22131147540983606
DB_MAG_00065	0.9999333333333333	0.6041851851851852	37.0	0.24183006535947715	4.0	0.3333333333333333	0.0	0.0	3.0	0.13043478260869565	43.0	0.22872340425531915	82.0	0.2887323943661972	47.0	0.2227488151658768	3.0	0.6	14.0	0.08139534883720931	114.0	0.3433734939759036	2.0	0.18181818181818185	61.0	0.5446428571428571	19.0	0.17272727272727273	2.0	0.05555555555555555	19.0	0.12025316455696206	0.0	0.0	14.0	0.11475409836065575
DB_MAG_00066	0.7879333333333334	0.3433703703703703	32.0	0.20915032679738566	1.0	0.08333333333333333	0.0	0.0	6.0	0.2608695652173913	1.0	0.0053191489361702135	77.0	0.2711267605633803	41.0	0.1943127962085308	0.0	0.0	0.0	0.0	28.0	0.08433734939759037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.2468354430379747	0.0	0.0	14.0	0.11475409836065575
DB_MAG_00067	0.7506666666666667	0.6645185185185185	27.0	0.17647058823529413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.04929577464788732	13.0	0.061611374407582936	1.0	0.2	0.0	0.0	66.0	0.1987951807228916	0.0	0.0	18.0	0.16071428571428573	0.0	0.0	9.0	0.25	10.0	0.06329113924050632	0.0	0.0	3.0	0.024590163934426233
DB_MAG_00068	0.8347999999999998	0.7422222222222222	79.0	0.5163398692810458	0.0	0.0	0.0	0.0	11.0	0.4782608695652174	7.0	0.03723404255319149	164.0	0.5774647887323944	145.0	0.6872037914691943	1.0	0.2	2.0	0.011627906976744186	179.0	0.5391566265060241	2.0	0.18181818181818185	20.0	0.17857142857142858	59.0	0.5363636363636364	20.0	0.5555555555555556	59.0	0.3734177215189873	2.0	0.07407407407407407	42.0	0.3442622950819672
DB_MAG_00069	0.6587999999999998	0.20822222222222225	35.0	0.2287581699346405	5.0	0.4166666666666667	0.0	0.0	0.0	0.0	14.0	0.07446808510638298	13.0	0.045774647887323945	53.0	0.25118483412322273	1.0	0.2	0.0	0.0	14.0	0.042168674698795185	0.0	0.0	28.0	0.25	0.0	0.0	0.0	0.0	10.0	0.06329113924050632	0.0	0.0	6.0	0.049180327868852465
DB_MAG_00070	0.7677333333333334	0.6352962962962962	74.0	0.4836601307189543	1.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.16549295774647887	56.0	0.2654028436018957	0.0	0.0	1.0	0.005813953488372093	105.0	0.31626506024096385	0.0	0.0	5.0	0.04464285714285714	4.0	0.03636363636363636	1.0	0.027777777777777776	35.0	0.2215189873417721	0.0	0.0	16.0	0.13114754098360654
DB_MAG_00071	0.6376000000000001	0.32533333333333336	3.0	0.0196078431372549	1.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0035211267605633804	3.0	0.014218009478672985	0.0	0.0	0.0	0.0	1.0	0.0030120481927710845	0.0	0.0	0.0	0.0	1.0	0.00909090909090909	0.0	0.0	3.0	0.0189873417721519	0.0	0.0	0.0	0.0
DB_MAG_00072	0.3940666666666666	0.23188888888888892	4.0	0.026143790849673203	0.0	0.0	0.0	0.0	1.0	0.043478260869565216	0.0	0.0	11.0	0.03873239436619718	8.0	0.03791469194312797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DB_MAG_00073	0.9636666666666667	0.10629629629629628	1.0	0.006535947712418301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.014084507042253518	6.0	0.02843601895734597	0.0	0.0	0.0	0.0	1.0	0.0030120481927710845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.006329113924050633	0.0	0.0	2.0	0.016393442622950817
DB_MAG_00074	0.24453333333333335	0.3308518518518519	4.0	0.026143790849673203	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.010638297872340424	3.0	0.01056338028169014	1.0	0.0047393364928909965	0.0	0.0	0.0	0.0	1.0	0.0030120481927710845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.006329113924050633	0.0	0.0	0.0	0.0
DB_MAG_00075	0.26773333333333327	0.06696296296296296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0035211267605633804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.03571428571428571	0.0	0.0	7.0	0.19444444444444445	0.0	0.0	0.0	0.0	0.0	0.0
DB_MAG_00076	0.4255333333333333	0.1805185185185185	22.0	0.1437908496732026	4.0	0.3333333333333333	0.0	0.0	6.0	0.2608695652173913	6.0	0.031914893617021274	105.0	0.3697183098591549	40.0	0.1895734597156398	0.0	0.0	0.0	0.0	50.0	0.15060240963855426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.1835443037974684	0.0	0.0	11.0	0.09016393442622953
DB_MAG_00077	0.6992666666666667	0.5581851851851852	46.0	0.3006535947712418	1.0	0.08333333333333333	2.0	0.07142857142857142	11.0	0.4782608695652174	8.0	0.0425531914893617	177.0	0.6232394366197183	96.0	0.4549763033175355	4.0	0.8	4.0	0.02325581395348837	130.0	0.39156626506024095	0.0	0.0	21.0	0.1875	74.0	0.6727272727272727	21.0	0.5833333333333334	42.0	0.26582278481012656	10.0	0.3703703703703704	24.0	0.19672131147540986
DB_MAG_00078	0.8099333333333334	0.6532222222222224	57.0	0.3725490196078432	9.0	0.75	2.0	0.07142857142857142	19.0	0.8260869565217391	105.0	0.5585106382978723	209.0	0.7359154929577465	119.0	0.5639810426540285	5.0	1.0	12.0	0.06976744186046513	258.0	0.7771084337349398	2.0	0.18181818181818185	34.0	0.3035714285714285	104.0	0.9454545454545454	19.0	0.5277777777777778	75.0	0.4746835443037974	17.0	0.6296296296296297	76.0	0.6229508196721312
DB_MAG_00079	0.8533333333333334	0.0039259259259259265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.007042253521126761	2.0	0.009478672985781993	1.0	0.2	2.0	0.011627906976744186	3.0	0.009036144578313251	0.0	0.0	3.0	0.026785714285714284	0.0	0.0	12.0	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	0.008196721311475409
DB_MAG_00080	0.5687999999999999	0.568925925925926	73.0	0.477124183006536	11.0	0.9166666666666666	0.0	0.0	12.0	0.5217391304347826	86.0	0.4574468085106383	229.0	0.8063380281690141	142.0	0.6729857819905213	3.0	0.6	4.0	0.02325581395348837	277.0	0.8343373493975904	5.0	0.4545454545454545	19.0	0.16964285714285715	75.0	0.6818181818181818	14.0	0.3888888888888889	99.0	0.6265822784810127	9.0	0.3333333333333333	58.0	0.4754098360655738
DB_MAG_00081	0.5391333333333334	0.6689259259259259	38.0	0.24836601307189546	4.0	0.3333333333333333	0.0	0.0	16.0	0.6956521739130435	26.0	0.13829787234042554	108.0	0.38028169014084506	137.0	0.6492890995260664	0.0	0.0	0.0	0.0	118.0	0.35542168674698793	1.0	0.09090909090909093	0.0	0.0	25.0	0.2272727272727273	0.0	0.0	71.0	0.4493670886075949	0.0	0.0	40.0	0.3278688524590164
DB_MAG_00082	0.9791333333333333	0.2661111111111111	3.0	0.0196078431372549	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0053191489361702135	5.0	0.017605633802816902	3.0	0.014218009478672985	0.0	0.0	0.0	0.0	4.0	0.012048192771084338	0.0	0.0	2.0	0.017857142857142856	0.0	0.0	7.0	0.19444444444444445	6.0	0.0379746835443038	0.0	0.0	4.0	0.032786885245901634
DB_MAG_00083	0.5667333333333333	0.19574074074074077	3.0	0.0196078431372549	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.010638297872340424	12.0	0.04225352112676056	9.0	0.04265402843601896	0.0	0.0	4.0	0.02325581395348837	17.0	0.05120481927710843	0.0	0.0	2.0	0.017857142857142856	0.0	0.0	4.0	0.1111111111111111	1.0	0.006329113924050633	0.0	0.0	0.0	0.0
DB_MAG_00084	0.35346666666666665	0.5677777777777777	39.0	0.2549019607843137	3.0	0.25	2.0	0.07142857142857142	4.0	0.17391304347826084	49.0	0.26063829787234044	76.0	0.2676056338028169	44.0	0.20853080568720375	2.0	0.4	23.0	0.13372093023255813	65.0	0.19578313253012047	2.0	0.18181818181818185	35.0	0.3125	30.0	0.2727272727272727	19.0	0.5277777777777778	23.0	0.14556962025316456	9.0	0.3333333333333333	8.0	0.06557377049180327
DB_MAG_00085	0.9487333333333334	0.213962962962963	7.0	0.0457516339869281	1.0	0.08333333333333333	0.0	0.0	0.0	0.0	6.0	0.031914893617021274	32.0	0.11267605633802814	23.0	0.10900473933649288	0.0	0.0	4.0	0.02325581395348837	52.0	0.1566265060240964	0.0	0.0	4.0	0.03571428571428571	1.0	0.00909090909090909	5.0	0.1388888888888889	3.0	0.0189873417721519	5.0	0.1851851851851852	3.0	0.024590163934426233
DB_MAG_00086	0.5749333333333334	0.43262962962962964	75.0	0.4901960784313725	3.0	0.25	0.0	0.0	22.0	0.9565217391304348	31.0	0.16489361702127658	215.0	0.7570422535211268	105.0	0.4976303317535545	0.0	0.0	0.0	0.0	118.0	0.35542168674698793	4.0	0.3636363636363637	0.0	0.0	29.0	0.2636363636363636	0.0	0.0	102.0	0.6455696202531646	0.0	0.0	55.0	0.4508196721311475
DB_MAG_00087	0.3506666666666666	0.2911851851851852	89.0	0.5816993464052288	1.0	0.08333333333333333	1.0	0.03571428571428571	2.0	0.08695652173913042	14.0	0.07446808510638298	38.0	0.13380281690140844	38.0	0.18009478672985782	0.0	0.0	0.0	0.0	43.0	0.12951807228915665	1.0	0.09090909090909093	5.0	0.04464285714285714	34.0	0.3090909090909091	1.0	0.027777777777777776	31.0	0.1962025316455696	0.0	0.0	12.0	0.09836065573770493
DB_MAG_00088	0.4723333333333333	0.542111111111111	21.0	0.13725490196078433	2.0	0.16666666666666666	0.0	0.0	3.0	0.13043478260869565	44.0	0.23404255319148934	59.0	0.20774647887323944	41.0	0.1943127962085308	1.0	0.2	13.0	0.0755813953488372	60.0	0.18072289156626506	2.0	0.18181818181818185	34.0	0.3035714285714285	9.0	0.08181818181818183	3.0	0.08333333333333333	9.0	0.0569620253164557	0.0	0.0	19.0	0.1557377049180328
DB_MAG_00089	0.9345999999999999	0.8782222222222223	100.0	0.6535947712418301	9.0	0.75	0.0	0.0	5.0	0.21739130434782608	11.0	0.058510638297872335	110.0	0.3873239436619718	112.0	0.5308056872037915	2.0	0.4	0.0	0.0	193.0	0.5813253012048193	4.0	0.3636363636363637	20.0	0.17857142857142858	40.0	0.3636363636363637	7.0	0.19444444444444445	94.0	0.5949367088607594	5.0	0.1851851851851852	50.0	0.4098360655737705
DB_MAG_00090	0.8095333333333332	0.6117777777777778	79.0	0.5163398692810458	7.0	0.5833333333333334	0.0	0.0	10.0	0.43478260869565216	14.0	0.07446808510638298	158.0	0.5563380281690141	121.0	0.5734597156398105	1.0	0.2	1.0	0.005813953488372093	197.0	0.5933734939759037	0.0	0.0	20.0	0.17857142857142858	31.0	0.2818181818181818	1.0	0.027777777777777776	47.0	0.2974683544303797	0.0	0.0	41.0	0.3360655737704918
DB_MAG_00091	0.8448	0.11940740740740742	5.0	0.032679738562091505	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.010638297872340424	7.0	0.02464788732394366	3.0	0.014218009478672985	0.0	0.0	0.0	0.0	21.0	0.06325301204819278	0.0	0.0	3.0	0.026785714285714284	0.0	0.0	1.0	0.027777777777777776	0.0	0.0	2.0	0.07407407407407407	1.0	0.008196721311475409
DB_MAG_00092	0.5829333333333334	0.41048148148148145	48.0	0.3137254901960784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.02112676056338028	37.0	0.17535545023696686	0.0	0.0	0.0	0.0	57.0	0.1716867469879518	0.0	0.0	16.0	0.14285714285714285	0.0	0.0	5.0	0.1388888888888889	13.0	0.08227848101265822	11.0	0.4074074074074074	7.0	0.05737704918032788
DB_MAG_00093	0.41419999999999996	0.13707407407407407	1.0	0.006535947712418301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.02112676056338028	2.0	0.009478672985781993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.01818181818181818	2.0	0.05555555555555555	1.0	0.006329113924050633	0.0	0.0	3.0	0.024590163934426233
DB_MAG_00094	0.5037999999999999	0.5032222222222222	64.0	0.4183006535947713	0.0	0.0	0.0	0.0	13.0	0.5652173913043478	51.0	0.2712765957446808	172.0	0.6056338028169014	129.0	0.6113744075829384	1.0	0.2	2.0	0.011627906976744186	141.0	0.4246987951807229	3.0	0.2727272727272727	5.0	0.04464285714285714	77.0	0.7	11.0	0.3055555555555556	77.0	0.4873417721518987	0.0	0.0	33.0	0.2704918032786885
DB_MAG_00095	0.4718666666666667	0.37074074074074076	43.0	0.2810457516339869	1.0	0.08333333333333333	0.0	0.0	11.0	0.4782608695652174	5.0	0.026595744680851064	74.0	0.2605633802816901	62.0	0.2938388625592417	0.0	0.0	0.0	0.0	27.0	0.08132530120481928	0.0	0.0	0.0	0.0	11.0	0.1	0.0	0.0	56.0	0.35443037974683544	0.0	0.0	37.0	0.30327868852459017
DB_MAG_00096	0.8765333333333332	0.8041481481481482	41.0	0.2679738562091503	4.0	0.3333333333333333	0.0	0.0	2.0	0.08695652173913042	64.0	0.3404255319148936	29.0	0.10211267605633803	37.0	0.17535545023696686	1.0	0.2	0.0	0.0	86.0	0.25903614457831325	0.0	0.0	12.0	0.10714285714285714	7.0	0.06363636363636363	5.0	0.1388888888888889	38.0	0.2405063291139241	3.0	0.1111111111111111	11.0	0.09016393442622953
DB_MAG_00097	0.7688666666666667	0.10866666666666666	3.0	0.0196078431372549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.017605633802816902	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.009036144578313251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.012658227848101266	0.0	0.0	2.0	0.016393442622950817
DB_MAG_00098	0.25206666666666666	0.039444444444444435	23.0	0.1503267973856209	0.0	0.0	0.0	0.0	4.0	0.17391304347826084	19.0	0.10106382978723404	31.0	0.10915492957746477	14.0	0.06635071090047394	0.0	0.0	4.0	0.02325581395348837	33.0	0.09939759036144577	0.0	0.0	3.0	0.026785714285714284	11.0	0.1	6.0	0.16666666666666666	10.0	0.06329113924050632	0.0	0.0	11.0	0.09016393442622953
DB_MAG_00099	0.8512666666666668	0.04281481481481481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DB_MAG_00100	0.8966666666666667	0.14051851851851851	10.0	0.06535947712418301	0.0	0.0	0.0	0.0	5.0	0.21739130434782608	9.0	0.04787234042553192	43.0	0.15140845070422534	20.0	0.0947867298578199	1.0	0.2	11.0	0.06395348837209303	68.0	0.20481927710843373	1.0	0.09090909090909093	10.0	0.08928571428571429	6.0	0.054545454545454536	10.0	0.2777777777777778	7.0	0.04430379746835443	1.0	0.037037037037037035	7.0	0.05737704918032788
DB_MAG_00101	0.6939333333333334	0.6048518518518519	73.0	0.477124183006536	4.0	0.3333333333333333	0.0	0.0	22.0	0.9565217391304348	88.0	0.4680851063829787	202.0	0.7112676056338029	132.0	0.6255924170616114	0.0	0.0	0.0	0.0	146.0	0.4397590361445783	4.0	0.3636363636363637	0.0	0.0	50.0	0.4545454545454545	0.0	0.0	120.0	0.7594936708860759	0.0	0.0	99.0	0.8114754098360656
DB_MAG_00102	0.14753333333333335	0.3255555555555556	126.0	0.8235294117647058	12.0	1.0	3.0	0.10714285714285714	23.0	1.0	186.0	0.9893617021276596	274.0	0.9647887323943662	201.0	0.95260663507109	1.0	0.2	20.0	0.11627906976744184	328.0	0.9879518072289156	8.0	0.7272727272727273	22.0	0.19642857142857145	101.0	0.9181818181818182	6.0	0.16666666666666666	153.0	0.9683544303797468	0.0	0.0	116.0	0.9508196721311476
DB_MAG_00103	0.7585999999999999	0.6732592592592594	58.0	0.3790849673202614	1.0	0.08333333333333333	0.0	0.0	12.0	0.5217391304347826	34.0	0.18085106382978725	44.0	0.15492957746478872	92.0	0.4360189573459716	0.0	0.0	0.0	0.0	99.0	0.2981927710843373	0.0	0.0	1.0	0.008928571428571428	20.0	0.18181818181818185	0.0	0.0	78.0	0.4936708860759494	0.0	0.0	46.0	0.3770491803278688
DB_MAG_00104	0.9970666666666668	0.31529629629629635	10.0	0.06535947712418301	0.0	0.0	0.0	0.0	2.0	0.08695652173913042	0.0	0.0	31.0	0.10915492957746477	15.0	0.07109004739336493	0.0	0.0	0.0	0.0	14.0	0.042168674698795185	0.0	0.0	3.0	0.026785714285714284	1.0	0.00909090909090909	3.0	0.08333333333333333	9.0	0.0569620253164557	0.0	0.0	2.0	0.016393442622950817
DB_MAG_00105	0.7362000000000001	0.3041481481481481	16.0	0.1045751633986928	0.0	0.0	0.0	0.0	7.0	0.3043478260869565	3.0	0.015957446808510637	72.0	0.2535211267605634	34.0	0.16113744075829384	0.0	0.0	2.0	0.011627906976744186	57.0	0.1716867469879518	0.0	0.0	20.0	0.17857142857142858	0.0	0.0	15.0	0.4166666666666667	4.0	0.02531645569620253	4.0	0.14814814814814814	10.0	0.08196721311475409
DB_MAG_00106	0.8872666666666668	0.024074074074074074	19.0	0.12418300653594773	1.0	0.08333333333333333	0.0	0.0	5.0	0.21739130434782608	8.0	0.0425531914893617	69.0	0.24295774647887325	56.0	0.2654028436018957	0.0	0.0	8.0	0.04651162790697674	63.0	0.1897590361445783	1.0	0.09090909090909093	8.0	0.07142857142857142	4.0	0.03636363636363636	10.0	0.2777777777777778	6.0	0.0379746835443038	3.0	0.1111111111111111	9.0	0.07377049180327869
DB_MAG_00107	0.6326666666666667	0.5678148148148148	9.0	0.05882352941176471	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.010638297872340424	50.0	0.17605633802816897	17.0	0.08056872037914692	4.0	0.8	1.0	0.005813953488372093	67.0	0.20180722891566266	0.0	0.0	41.0	0.36607142857142855	71.0	0.6454545454545455	8.0	0.2222222222222222	11.0	0.06962025316455696	4.0	0.14814814814814814	5.0	0.04098360655737705
DB_MAG_00108	0.44146666666666673	0.21085185185185187	24.0	0.1568627450980392	2.0	0.16666666666666666	0.0	0.0	5.0	0.21739130434782608	9.0	0.04787234042553192	82.0	0.2887323943661972	68.0	0.3222748815165877	2.0	0.4	1.0	0.005813953488372093	43.0	0.12951807228915665	1.0	0.09090909090909093	8.0	0.07142857142857142	35.0	0.3181818181818182	10.0	0.2777777777777778	19.0	0.12025316455696206	1.0	0.037037037037037035	14.0	0.11475409836065575
DB_MAG_00109	0.8868000000000001	0.3446296296296296	2.0	0.013071895424836602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.04225352112676056	3.0	0.014218009478672985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DB_MAG_00110	0.9998666666666668	0.835111111111111	89.0	0.5816993464052288	11.0	0.9166666666666666	1.0	0.03571428571428571	20.0	0.8695652173913043	142.0	0.7553191489361702	223.0	0.7852112676056338	162.0	0.7677725118483413	3.0	0.6	50.0	0.2906976744186047	285.0	0.858433734939759	3.0	0.2727272727272727	77.0	0.6875	46.0	0.41818181818181815	21.0	0.5833333333333334	109.0	0.689873417721519	1.0	0.037037037037037035	88.0	0.7213114754098361
DB_MAG_00111	0.7710666666666667	0.48281481481481486	42.0	0.27450980392156865	1.0	0.08333333333333333	0.0	0.0	13.0	0.5652173913043478	27.0	0.14361702127659576	148.0	0.5211267605633803	74.0	0.3507109004739337	5.0	1.0	2.0	0.011627906976744186	153.0	0.4608433734939759	0.0	0.0	14.0	0.125	80.0	0.7272727272727273	12.0	0.3333333333333333	46.0	0.2911392405063291	4.0	0.14814814814814814	32.0	0.26229508196721313
DB_MAG_00112	0.9086000000000001	0.7658888888888887	88.0	0.5751633986928104	10.0	0.8333333333333334	4.0	0.14285714285714285	18.0	0.7826086956521741	103.0	0.5478723404255319	239.0	0.8415492957746479	169.0	0.8009478672985783	5.0	1.0	40.0	0.2325581395348837	267.0	0.8042168674698795	3.0	0.2727272727272727	51.0	0.4553571428571429	105.0	0.9545454545454546	33.0	0.9166666666666666	80.0	0.5063291139240507	22.0	0.8148148148148148	73.0	0.5983606557377049
DB_MAG_00113	0.9389333333333334	0.6954444444444443	83.0	0.5424836601307189	9.0	0.75	2.0	0.07142857142857142	18.0	0.7826086956521741	93.0	0.4946808510638298	210.0	0.7394366197183099	161.0	0.7630331753554502	3.0	0.6	7.0	0.040697674418604654	205.0	0.6174698795180723	3.0	0.2727272727272727	39.0	0.3482142857142857	62.0	0.5636363636363636	5.0	0.1388888888888889	90.0	0.569620253164557	4.0	0.14814814814814814	69.0	0.5655737704918032
DB_MAG_00114	0.3021333333333333	0.43725925925925924	12.0	0.0784313725490196	7.0	0.5833333333333334	0.0	0.0	8.0	0.3478260869565217	32.0	0.1702127659574468	109.0	0.3838028169014085	77.0	0.3649289099526066	0.0	0.0	0.0	0.0	75.0	0.2259036144578313	0.0	0.0	0.0	0.0	3.0	0.027272727272727268	0.0	0.0	61.0	0.3860759493670886	0.0	0.0	23.0	0.1885245901639344
DB_MAG_00115	0.4036	0.641148148148148	76.0	0.4967320261437909	12.0	1.0	0.0	0.0	18.0	0.7826086956521741	147.0	0.7819148936170213	231.0	0.8133802816901409	107.0	0.5071090047393365	4.0	0.8	1.0	0.005813953488372093	272.0	0.8192771084337349	5.0	0.4545454545454545	30.0	0.26785714285714285	96.0	0.8727272727272727	3.0	0.08333333333333333	110.0	0.6962025316455697	3.0	0.1111111111111111	53.0	0.4344262295081967
DB_MAG_00116	0.9906666666666669	0.9668148148148148	120.0	0.7843137254901961	5.0	0.4166666666666667	6.0	0.21428571428571427	19.0	0.8260869565217391	43.0	0.22872340425531915	195.0	0.6866197183098591	163.0	0.7725118483412322	5.0	1.0	37.0	0.21511627906976746	288.0	0.8674698795180723	7.0	0.6363636363636364	99.0	0.8839285714285714	108.0	0.9818181818181818	33.0	0.9166666666666666	123.0	0.7784810126582279	8.0	0.2962962962962963	73.0	0.5983606557377049
DB_MAG_00117	0.5998	0.6285555555555555	7.0	0.0457516339869281	0.0	0.0	0.0	0.0	1.0	0.043478260869565216	6.0	0.031914893617021274	26.0	0.09154929577464788	13.0	0.061611374407582936	0.0	0.0	1.0	0.005813953488372093	22.0	0.06626506024096386	0.0	0.0	12.0	0.10714285714285714	3.0	0.027272727272727268	8.0	0.2222222222222222	8.0	0.05063291139240506	2.0	0.07407407407407407	6.0	0.049180327868852465
DB_MAG_00118	0.36133333333333345	0.07748148148148147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0053191489361702135	1.0	0.0035211267605633804	2.0	0.009478672985781993	0.0	0.0	1.0	0.005813953488372093	1.0	0.0030120481927710845	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.05555555555555555	0.0	0.0	0.0	0.0	0.0	0.0
DB_MAG_00119	0.9827333333333336	0.7354444444444446	44.0	0.2875816993464052	1.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.15140845070422534	61.0	0.2890995260663507	0.0	0.0	0.0	0.0	106.0	0.3192771084337349	0.0	0.0	5.0	0.04464285714285714	4.0	0.03636363636363636	3.0	0.08333333333333333	23.0	0.14556962025316456	1.0	0.037037037037037035	9.0	0.07377049180327869
DB_MAG_00120	0.9823333333333334	0.9181851851851852	77.0	0.5032679738562091	9.0	0.75	0.0	0.0	19.0	0.8260869565217391	69.0	0.3670212765957447	221.0	0.7781690140845071	162.0	0.7677725118483413	0.0	0.0	4.0	0.02325581395348837	271.0	0.8162650602409639	2.0	0.18181818181818185	7.0	0.0625	25.0	0.2272727272727273	1.0	0.027777777777777776	112.0	0.7088607594936709	0.0	0.0	46.0	0.3770491803278688
DB_MAG_00121	0.5502000000000001	0.288	11.0	0.0718954248366013	0.0	0.0	0.0	0.0	1.0	0.043478260869565216	0.0	0.0	16.0	0.056338028169014086	23.0	0.10900473933649288	0.0	0.0	0.0	0.0	10.0	0.030120481927710843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.03164556962025317	0.0	0.0	6.0	0.049180327868852465
