MAGs	DA_D_01	DA_D_02	DA_D_03	DA_D_04	DA_D_05	DA_D_06	DA_D_07	DA_D_08	DA_D_09	DA_D_10	DA_D_11	DA_D_12	DA_D_13	DA_D_14	DA_D_15	DA_D_16	DA_D_17	DA_D_18	DA_D_19	DA_D_20	DA_D_21	DA_D_22	DA_D_23	DA_D_24	DA_R01_CDI_P_01_PRE	DA_R01_CDI_P_02_POST	DA_R01_CDI_P_03_POST	DA_R01_CDI_P_05_POST	DA_R01_CDI_P_06_POST	DA_R01_CDI_P_08_PRE	DA_R02_CDI_C_01_PRE	DA_R02_CDI_C_02_PRE	DA_R02_CDI_C_03_POST	DA_R02_CDI_C_04_POST	DA_R02_CDI_C_05_POST	DA_R02_CDI_C_06_POST	DA_R02_CDI_C_07_POST	DA_R03_CDI_C_01_PRE	DA_R03_CDI_C_02_PRE	DA_R03_CDI_C_03_PRE	DA_R03_CDI_C_04_POST	DA_R03_CDI_C_05_POST	DA_R03_CDI_C_06_POST	DA_R03_CDI_C_07_POST	DA_R03_CDI_C_08_POST	DA_R04_UC_P_01_PRE	DA_R04_UC_P_02_PRE	DA_R04_UC_P_03_POST	DA_R04_UC_P_04_POST	DA_R04_UC_P_05_POST	DA_R04_UC_P_06_POST	DA_R04_UC_P_07_POST	DA_R04_UC_P_09_POST	DA_R05_UC_C_01_PRE	DA_R05_UC_C_02_POST	DA_R05_UC_C_03_POST	DA_R05_UC_C_04_POST	DA_R05_UC_C_05_POST
DA_MAG_00046	1.23350072	1.240395664	0.930332559	0.963073408	0.534628506	1.185200201	0.905179832	0.500641028	1.056545974	1.196009457	1.07459816	0.193795402	0.096905217	0.643161003	0.387407176	0.437789811	0.822284293	0.738189032	0.553065217	0.506812355	0.046619852	0.620519584	0.692048646	0.44420945	0	0.235655619	1.516262744	8.136450865	0.391640862	0	0	0	21.62838686	1.69328464	0.182897308	0.67843159	0.182918211	0.063480264	0.006635938	0.000960739	1.437784955	0.00865451	0.294333833	0.801156211	2.979771448	0	0.011549373	1.207339449	0.029600194	0.183861614	1.906266757	0.860873804	0.683412179	0.085670607	0.25992868	7.278968418	0.394249855	0.150855382
DA_MAG_00047	0.001363899	0.003213166	0	0.005257467	0	0.00086423	0	0.002017359	0.001561759	0	0.000985384	0	4.50894887	0.129379385	0	0.02611827	0	0.00086423	0.00210872	0	55.2067214	0.011767257	0.006066891	0	0.005838394	3.175504349	0.027449977	0.095215568	0.002506266	0.033352355	0	0	0	0.00418549	0	0.001019791	0.000626363	0.01297709	0.021515302	0.000667716	0	0.010662344	0	0	0	0	0.023790941	0	0.000681694	0.007003158	1.036392788	0.001438939	0	0.008918849	0	0	0.020779961	0
DA_MAG_00048	0.389589852	0.842920395	0.325288248	0.351321668	0.213247852	0.356220653	0.20373137	0.297349297	0.327493495	0.216816097	1.176724452	0.24843687	0.076735006	0.159772463	0.747797205	0.203621356	0.195045185	0.819648544	0.6804286	0.289596713	0.018960563	0.330173516	0.292698354	0.064605931	0	0.106076371	0.194893743	0.268062023	0.07077331	0	0	0	1.583616798	0.634590797	0.59769621	1.03170991	0.089239175	0.569331779	0.002669087	0	0.669155155	0.008472118	0.204426497	0.207089406	0.110573102	0	0.007051703	0.261106045	0.030772806	0.015348818	0.722027413	0.436602057	0.182779618	0	0.055130885	0.042778456	0.084433938	0.250964246
DA_MAG_00049	13.64220248	4.420738593	4.205529054	10.25000482	3.111997143	8.643686512	2.783568418	4.904011109	8.240288677	14.44057612	5.92405243	16.17799655	7.077021886	6.69650264	8.275428553	13.11055007	15.00536179	14.86808481	7.898282844	4.283326591	1.19819594	3.802660475	5.246436286	6.240562883	0.000965609	3.398904503	13.56213759	10.90468273	5.903230125	0.027074359	0	0	12.66660187	1.852499686	11.65580857	18.19908586	7.550734449	0.000659965	0	0	2.298987868	0	4.818273598	3.792241908	13.10849392	0.008615459	0.16785697	7.564144515	0.492240088	0.342923929	2.625543808	1.628229978	2.001435728	0	0.004656627	0.116085074	0.164463731	0.31763055
DA_MAG_00050	0	0.005204234	0.005067015	0	0	0	0	0	0	0	0	0	1.19988445	0.028828917	0	0	0	0	0	0	91.61450239	0.002269067	0	0	4.47E-06	0.447966499	0.011225078	0.183456921	0.005317485	0.010518999	0	0	0	0	0.071744095	0	0.000567567	0.007088651	0.010538717	0	0.001948198	0.035424328	0	0	0	0	0	0	0	0.000480802	0.107006031	0	0	0	0	0	0.027836513	0.002196695
DA_MAG_00051	0.192888917	0.005027607	0.005371331	0.192343605	0.007131041	7.56961417	0.020229952	0.017788333	0.060290445	0.093858176	0.35815043	0.706038527	4.51379533	0.052985573	0.146275561	0.971035323	0.463560762	3.25909248	0.124029164	0.112674442	9.750414335	0.048359863	0.098628643	14.99382741	0	2.279851856	0.486751171	0.01547226	4.360786309	0	0.003015492	0	0.085088213	0	0.006939171	0.097241009	1.483488162	0.000769386	1.62E-05	0.000484657	0.46059944	0.078036069	2.364333234	0.777136898	0.445521233	0.001753019	0.058025497	2.059976466	0.011051638	6.339480181	0.638420452	0.014721843	0.015035726	0	0.073903923	0.574132163	0.150938674	9.785359138
DA_MAG_00052	3.777383895	0	0.017500023	0.010123456	10.67762176	70.95139669	28.68303134	34.41345585	6.149081056	9.871022602	31.94591379	11.87189768	46.0986169	27.43252565	18.92700143	32.56242208	19.00789244	36.07788666	34.62676312	36.05729337	0.475103975	19.36269952	25.48006635	21.93683577	0	7.761168058	0.872730881	21.4874172	0	0.01617736	0	0	22.95076148	76.789186	10.66964686	18.32549299	6.274942145	0.18905514	0.00837277	0	5.758324635	0.015278479	0.017317927	0.071638587	13.14609443	0.004972416	0.103512938	6.395399021	8.453794315	2.939496661	26.29414807	5.273008657	3.199110993	0.064188555	96.65029182	40.97671237	48.63816783	64.23723015
DA_MAG_00053	15.13644319	3.725070413	1.498784362	46.40402838	5.667287735	52.90424402	21.57751292	3.903982565	10.61782745	1.827893662	40.5538545	66.85221126	1.555425814	5.981686057	10.79807702	1.614844503	19.44934905	11.79121566	12.05761983	4.700757753	16.72433324	6.328440144	6.482492602	9.766804828	0	37.31134861	0.850240116	1.722679099	91.05112119	0.00061794	0.009823626	0	0.001231607	8.34E-05	0.06375509	1.367442251	0.042992891	25.29417505	0.016948222	0	0.065166893	0.004600286	0	8.416315524	6.183375881	0	0.541832931	19.4419337	1.217226942	0.064150332	0.087593863	0.099225821	0.114438645	0.034738424	0	0.005636757	0.011901001	0.009907814
DA_MAG_00054	0.39210686	0.006569751	0.072223236	0.156150284	0.2056425	18.37029967	1.73739823	0.061905135	0.111664666	0.208100378	0.312935123	0.391519218	6.421164221	0.195796089	0.549518522	0.77828136	0.138962482	0.592430952	1.932718615	0.064872579	9.16875797	0.073676444	0.373736411	1.07862516	0	2.088495927	1.965888976	0.119285175	0.785367686	0.004225301	0	0	0.149656003	0.261632295	0.119781414	0.682933752	0.590260707	0.135081591	0.000737772	0	0.053431029	0.021683796	0.057891751	0.041694623	0.071268545	0	0.090712629	2.118710409	1.458956017	12.8140454	2.040843575	24.0433285	29.10092265	0.108722544	0.273198686	0.814554538	0.598436113	1.113134883
DA_MAG_00055	1.84344272	6.005553249	3.524569534	4.872498245	0.152880099	0.075811401	0.073809777	3.360735003	3.978804825	5.95896402	2.419614876	1.09112934	0.46005259	3.796663912	1.316267489	3.633498707	6.207471741	6.36000426	1.41564373	1.750454803	0.009011685	0.500207332	0.44781379	0.23630042	0	1.436434105	1.480265783	2.729013293	4.578360086	0.788237047	0.548979125	0.003290798	17.8485079	2.697841476	1.016454636	0.936002129	0.414540105	11.20824958	0.032718785	5.784536302	0.479968018	0.000476754	0.504279787	0.919611345	2.581598655	0.00270691	0.046188305	2.281005833	0.178534139	0.039144361	0.796632044	1.866189345	1.169878363	15.921316	3.33741481	2.17839136	4.99803244	1.791899063
DA_MAG_00056	1.23546262	0.042645895	0.66673495	2.013401222	0.143100651	3.001043234	0.838283287	1.526713273	1.789279076	0.854184018	5.6922896	0.562943166	14.34615454	0.771576233	3.786992004	2.366939901	1.474315453	3.167771048	0.066433009	3.186612499	16.4193875	0.010163343	0	0	0.02157283	1.163460905	0.612481822	0.760285522	4.19502965	0.008324834	0	1.71E-05	0.026744102	0.00294561	0	0	0	0.000466392	0.000708647	0.000235747	0.033987383	0	0	0.003724629	0	0.000520215	0	0	0	0	0.063946825	0	0	0	0	0	0	0.007362202
DA_MAG_00057	6.462864403	1.747829932	1.970552668	4.106163296	0.372274055	7.222573729	5.730368127	4.983599825	10.92218597	3.908931755	12.31825316	80.18344993	47.73822937	8.814121574	9.028003361	31.48780454	29.70754558	29.50285584	15.69382825	6.344074343	0.647503287	1.731167806	12.96363881	44.16502133	0.018634542	18.06877971	10.02726766	13.25589957	18.09730959	0	44.77131081	64.04536593	30.99123834	4.54622437	2.051759592	24.63375373	26.58160356	0.004834075	0.000962062	0.002051538	3.808846209	3.143873962	2.801942609	0.603885024	0.453612844	0.002786598	4.309601851	72.06186092	34.39806954	99.86000863	7.74068335	17.63932856	9.12241683	0.027874052	6.803337922	8.869550666	15.69514237	12.13850814
DA_MAG_00058	0.003909673	0.001040092	0	0	0	0	0	0	0	0	0.003455566	0	3.555752802	0.023722902	0	0.007168895	0	0	0	0	46.30962898	0.005092849	0.002807459	0	0.008898156	2.872471389	0.00122956	0.058253688	0	0	0	0	0	0	0	0	0	0	0.001285409	0	0	0.012138995	0	0	0	0	0.005167959	0	0	0.000269633	0.03647879	0	0	0	0	0	0.010266902	0
DA_MAG_00059	0.997396498	1.028178438	0.797535365	1.07918117	4.115611114	0.872678478	1.024002352	1.319613381	0.286568517	1.087907335	2.046064365	0.307371329	0.223372582	0.77481206	0.464598129	0.353057781	1.18949627	2.076002585	0.588037465	1.681441168	0.00503663	2.044008324	1.799473015	1.347539145	0	0.20759497	4.075055278	20.43142763	6.829220115	0	0	0	0.577616871	1.410105463	1.503926984	25.75847615	9.794658955	0	0	0	1.508519774	0	0	0	0	0	0.038942113	0.117304408	0.165648653	0	0.028616489	0.028754085	0.010063643	0	0.102597109	4.825596188	41.68562101	11.43792331
DA_MAG_00060	0.026411896	0.002151093	0.003502095	0	0.00333995	0.007004087	0.003114535	0.001788724	0	0.009183386	0.008220252	0.005877084	0.035307408	1.916287492	2.939723362	1.592668339	1.9124068	2.285737046	0.818703446	1.280442857	0.132670483	1.473512542	1.515172565	3.241191499	0	0.44458502	1.925225761	10.1160744	9.416089772	0	0.004106524	0	0.286374162	0.013619627	0.126642821	1.530153909	0.720080905	0.009301915	0.001391855	0	0.874766979	0	0.583258075	0.114040244	7.126695623	0	0.007755156	0.695403863	0.039312605	0.014523177	0.438880681	0.889960812	0.286881604	0.025385612	0.061730152	0	0	0.008570651
DA_MAG_00061	2.47416583	2.584362781	1.928251151	4.425773027	0.834282299	3.120432095	1.667949775	1.840229247	3.438658795	4.731738046	2.539992245	4.062239194	1.804192646	4.069150447	2.304923423	5.124099859	4.587791785	7.703056437	3.060763772	1.222578202	0.335051233	2.300708494	3.00930188	3.818602849	0	2.598913284	9.223082648	7.901235108	2.999413563	0.003182397	0	0	4.612124362	2.349346899	0.9109425	3.029908854	1.71975382	0	0	0.003038194	1.644008376	0	0.760988799	0.631449876	0.576805029	0	0.130404292	6.498274169	0.511671533	0.161760857	0.17474831	1.607335975	2.332244155	0	2.26143129	0.920788136	1.750740532	5.827609746
DA_MAG_00062	0.997962884	0.063950911	0.429933754	14.35109086	0.988564998	5.381638701	2.887516495	5.681544986	2.223229914	2.628639072	16.62575761	7.066251504	7.390846573	0.829670447	8.652998371	0.24550733	3.928010531	3.376460903	1.524863878	2.224375471	15.41029827	3.790978377	6.167582998	5.864897134	0	21.76886089	2.442513351	0.038056911	0.094971208	0.005777435	0	0	2.270340317	0.278480005	0.042478931	0.09279065	0.780848034	0.26990485	0.03337856	0.211824542	0.457697228	1.518697664	1.026617685	10.55966212	0	0	0.032548226	1.993518793	0.049080298	1.147485175	0.275607913	8.737283504	2.991477552	0.057342121	0.652283442	0.401253972	0.226552908	0.1095995
DA_MAG_00063	240.7491445	182.8054081	300.128989	447.5256963	148.919771	149.6677019	127.608162	119.1539183	309.5586135	333.0544244	142.223395	163.731429	97.47707597	416.5918103	167.0940772	308.3872296	320.487587	407.804569	410.5666289	163.9218251	0.006612984	86.99960408	245.4475079	167.0438081	0.016861759	78.03941438	144.6920794	241.8323909	0	0.305854391	0	0.026017736	0.005880115	0.311808344	60.48251375	56.63047416	7.765366061	0.004879957	0.03828523	0.000944669	10.44452505	0.001242536	0	0.220411969	0	0.011115367	3.079848541	83.09439523	38.68552617	0	23.99548783	0	0	0	8.750506665	4.93128999	0	0
DA_MAG_00064	0.48798155	0.418621727	0.23475703	0.762808569	0.130957949	5.74208398	0.088190327	0.061608268	0.137165218	0.130517591	0.036534411	1.600966343	2.005917648	0.033942598	0.097090264	0.175727583	0.165548182	0.868247806	0.384358417	0.01853283	1.4564243	0.563095547	0.467319425	4.790193546	0.009922328	3.627331104	1.679170808	0.016720655	1.280212956	0	0.000500326	0	3.778872908	3.300133908	0.000233028	0.120917848	0.490558561	18.41912081	0.044762157	21.61287098	0.50139311	10.82801103	0.645663673	0.042941617	0.000588545	0	0.01363683	0.2436502	3.109225521	9.949716116	6.923182834	1.475791466	0.795037895	0.06870528	0.22353508	3.33528076	1.694180503	3.813548944
DA_MAG_00065	0.009419341	0.003763896	0.004028047	0.003741666	0	0	0.000852037	1.742947404	2.267757626	2.70469568	3.448109796	1.391353148	0.611567247	4.624541684	4.075071565	4.143895472	3.863863591	6.02282354	3.474933044	5.168888959	0	2.774670097	2.48927142	2.243930685	0	1.652462726	0.52638123	8.490927382	2.602694941	0	0	0	3.718658546	1.178738039	1.801881641	4.089033258	0.922552073	29.12041157	0.223320057	0.612587282	0.708340622	0	0.019686955	0.015794173	0.442692009	0	0.02569153	1.337066001	0.055785168	0.071911428	0.034927314	0.077484511	0.409264434	0.015034345	0.627690439	0.227089107	0.476178561	0.563427459
DA_MAG_00066	0.488395701	0.071421536	0.088624933	0.266697534	0.005829552	0.35242685	0.078669093	0.101699842	0.240532316	0.065048848	0.91363946	0.726960807	3.69869394	0.140978065	0.801277986	0.127797182	0.514990833	0.987194657	0.242692186	0.168126817	0.924588842	0.12475553	0.232488129	3.260390157	0	0.616536923	4.047588043	0.053828526	2.507101781	0	0	0	2.217335641	0.521234681	0.164632927	3.701945339	2.05883016	0	0.00463287	0.017392437	0.215362667	0.037055439	0.531838752	0.10745198	0.027438511	0	0.046989158	1.153914071	0.244878023	1.551384243	1.410002245	2.339718482	1.136084154	0	0.12367429	1.2228901	0.249724099	1.21210929
DA_MAG_00067	0.538860537	0	0	0	0	0.006171134	0	0	0.075085668	1.739232036	2.171509287	3.208528021	7.165298471	4.537462354	0.492728311	0.109579983	0.961328577	1.055474449	1.311783478	0.07385788	13.78753532	0.043050168	0.012406133	0.194674742	0	6.972227201	0.000416398	0.138704072	0	0.012579076	0	0	0.763559836	0.02269076	0	0.015782129	0	0.002681767	0	0.001580627	0.022089374	0.020138673	0.003412619	0.023208718	0.00044605	0	0.002633147	0.068779815	0.010005979	0.050469219	0.041969886	0.002682491	0	0	0	0.000971894	0	0
DA_MAG_00068	0.815725696	0.086498849	0.094017778	0.128578295	0.08482508	0.278058997	0.220381304	1.51788439	2.392528286	2.096631254	0.917529655	0.265411954	11.62239598	2.924078841	5.886980726	3.042904319	4.509766962	3.329041489	4.800229866	9.923065381	0.089526831	3.344735461	5.30679516	1.156900363	0	2.70882386	10.15995085	46.64992294	5.057081597	0	0.002831851	0.001457884	1.400965262	0.21815277	0.067443002	0.785277236	0.665223969	0.054706625	0.004092566	0.011007349	3.699237429	0.002431842	0.103583713	1.706640866	0.104906321	0	0.001613177	0.581520624	0.066694616	0.385034628	0.377809902	1.504506689	1.240863666	0.037173169	0.04720327	0.456753187	0.295123458	0.708369298
DA_MAG_00069	0.002032061	0	0	0	0	0	0	0.003546099	0	0	0	0	0.002177122	0.011266548	0	0	0	0	0	0	17.94690781	0	0.000865389	0	0	57.56329705	0.666970821	0.03861081	0	0	0	0	0	0	0	0	0.0052196	0.005827904	0	0	0	0.005209224	0	0	0	0	0	0	0	0	0.139760975	0.002107501	0	0	0	0.005274515	0.014116817	0
DA_MAG_00070	5.138612375	4.020197502	4.059846601	8.495678187	8.113033661	5.478149401	2.469377267	6.356505708	4.103131768	9.732330225	1.551310562	7.112238708	5.539311677	1.509822507	14.33970164	1.544209521	2.438282682	26.22723876	10.29864523	5.919773282	5.339559273	52.31976855	19.25558674	11.96858314	0.001107608	9.951261711	16.42953476	4.07281028	6.751035746	0.010607679	0	0	20.70641358	0.688976914	1.738780562	5.207323025	2.023967158	0.003927139	0	0.00115232	10.91175127	0.188266022	14.84089712	7.34069748	13.5977748	0.001879022	0.732213464	24.78562527	0.678302387	5.447396347	3.001808547	18.93478171	6.869902867	0.029598826	5.181678142	19.63710554	30.5118484	52.03110791
DA_MAG_00071	0	0.00458132	0	0	0.634492138	4.851771528	0.40733617	0.012731262	0.009322521	0.023894496	0	0	0.003142561	0.029055789	0.00392413	0.007260119	0.009484645	0.040007096	0.004735163	0	0.005619639	10.0081681	10.86854719	7.693355718	0	0	0.002107365	0.007320319	0.006014	0	0	0	0.041044943	0	0.004842093	0.008675934	0	0.030351682	0	0.006923218	0.058149399	0.003813883	8.925334871	1.081775045	3.369231192	0	0.010438472	0.849079452	0.01904317	0.002605439	0	0	2.117520605	0.028449645	0	0.22019653	0.08116624	0.006360357
DA_MAG_00072	2.076943308	0.898554414	0.915171165	7.529216059	0.689995317	60.66902075	7.572880182	4.486729824	4.848999479	16.71585178	13.39408034	16.9457059	18.75586492	5.452222756	12.36975187	11.68132841	4.424481429	40.16288642	4.745722337	14.74483576	1.617921235	9.953841402	12.79040202	49.20212906	0.014025937	29.28240155	53.29606592	0.018918636	0	0.014592157	0	0.002296971	0.062792487	0.542098007	0.064985861	0.386810526	11.27661325	0.014865391	0.002347418	0.001718371	0.020830293	0	10.68166259	8.62655868	0	0	1.100140585	23.38839915	2.113434923	13.293967	0.267835831	4.493636104	3.954300782	0.008224326	0.278381444	0.007784452	0.001205416	0.055873101
DA_MAG_00073	0.102951229	0.950207662	0.095161848	0.098999466	0.038620931	0.002808013	0.060981146	0.03685189	0.103734106	0.331112559	3.556336586	0.558343904	0.418271054	0.425315403	0.908609814	1.892984027	0.059024799	3.62468561	2.330694884	0.45325429	2.527870511	0.028294359	6.781809928	1.14713337	0	0.082874895	0.026888344	0.043900421	0	0.059069106	0	0	0	0	0.003677074	0	0.030831438	0.566503734	0	0	0.033596531	0	0	0.012826313	0.005088278	0.003214617	0.0145249	0	0.003462063	0.032843387	2.551330684	0.008007681	0.015203576	0.047021662	0.005987905	0.074279788	0	0.000543204
DA_MAG_00074	4.660669421	2.272436914	1.749812442	12.90856302	0.325724694	17.05285311	1.816006157	0.737785529	1.477947117	14.70148892	9.7920104	12.18353885	13.73161925	13.15178668	5.764151336	17.08709398	3.949802556	30.0735094	4.237558037	6.486098757	1.213332837	2.548690559	9.908213837	39.02971849	0	122.8617245	8.89223107	2.149178127	72.58380351	0.003298464	0.021212481	0.000201947	1.385782631	0.074183191	4.358133834	13.44576067	9.96841994	0.003332975	0	0	0.489302649	0.005519063	10.68265108	4.854839816	6.353547707	0	1.290985886	32.61976642	1.88736819	2.471870243	0.27824661	2.099955761	1.742888634	0	0.029821427	0.12469026	0.218049936	2.573029397
DA_MAG_00075	4.275157855	0.597455104	1.555444485	18.43320402	2.389215337	84.92638866	15.16901054	3.354029894	3.784350823	6.818979254	4.658016837	8.058420916	5.266040255	17.83793657	4.9972488	20.85410643	5.897289002	32.65988923	3.036783781	17.73673486	0.916448052	6.686240461	9.955531088	11.67616193	0	69.83035514	1.962464923	8.808362411	24.58557155	0	0	0	15.00718404	0.176419202	23.1266798	24.65389995	4.972326356	0.01017011	0	0	4.625747292	0.003960656	36.18277749	48.34529917	19.23877103	0	0.439490709	17.01186688	0.318835655	0.65986162	0.294033191	1.390494994	4.452157158	0	0.001114318	0.019230363	0.204867608	5.149418933
DA_MAG_00076	0	0	0	0	0	0	0	0	0	0.000846944	0.000341924	0	8.262231089	0.04138067	0	0.004536351	0	0	0	0	108.2188763	0.001413194	0	0	0	5.907199417	0.03041128	0.41134141	0.001734137	0.00994698	0	0.000491572	0	0	0.004442417	0	0	0	0.015544451	0.000995532	0.015001656	0.055390658	0	0	0	0	0.003076038	0	0.011286182	0.003869626	0.118880519	0	0	0	0	0	0.013969093	0.002919003
DA_MAG_00077	0.200877096	0.117724919	0.084627828	0.14574717	0.015170736	0.172280507	0.059440808	5.660095811	6.030205081	3.098695395	4.77518915	2.622698383	2.280800043	5.191589902	3.62474346	3.129757976	9.470814085	5.804417966	2.876974342	5.737164813	0.080012645	4.101053952	4.115222661	3.422151596	0	1.99631079	1.00577973	1.367915397	0.788870771	0	0	0	0.476174467	0.180490187	0.09342427	0.719028516	0.297066606	0.168525516	0	0.00759672	0.102900009	0.00665597	0.196170168	1.241206899	1.267128122	0	0.013736246	1.252285476	0.436491236	0.124631889	0.180083595	0.191747661	0.182851725	0	0.101086059	0.050340775	0.210543496	0.145919103
DA_MAG_00078	0.005561429	0.00226481	0	0	0	0	0	0	0	0	0	0	0.979642467	0.023572397	0	0.006560755	0	0	0	0	82.09742247	0.009765287	0	0	0.019428089	0.618843934	0.008050461	0.118439514	0	0.007168295	0	0	0	0	0	0	0.005417036	0.00289629	0.009168881	0.001195381	0.006890161	0.010744192	0	0	0	1.31E-05	0.015576664	0	0.012265409	0	3.660980065	0	0	0	0	0	0.013386021	0
DA_MAG_00079	0.053607148	0.024571556	0.026949649	0.212564118	0.022192871	0.412390658	0.081253626	0.016557951	0.024748016	0.199179406	0.078544943	0.134516683	0.22262476	0.116981739	0.06862064	0.163495162	0.06057771	0.279138541	0.047140191	0.059507237	27.84007468	0.03589661	0.118988717	0.346014976	0.004645663	1.89372154	0.116171645	0.08782854	0.821854281	0.001756934	0	0	0.056454926	0	0.134575174	0.202072339	0.115742384	0.006298918	0.000419982	0.002688172	0.014011349	0.006086189	0.160453416	0.149507766	0.10941317	0.000335775	0.009397393	0.396195204	0.024882053	0.022019257	0.038027996	0.005496749	0.022967667	0	0	0	0.006112406	0.018112037
DA_MAG_00080	17.81223926	11.47149812	7.255335859	18.02165224	1.995163683	21.34866723	13.31330417	19.40308936	19.7996581	7.348972829	21.88799925	202.277129	96.94544299	8.760764071	13.77226482	29.51951187	19.62766063	22.97747357	25.75054986	2.707334693	6.847551826	4.61803106	26.95438672	37.19114136	0.017760797	109.771011	192.8501615	54.88990418	300.523062	0.017313005	0.196045848	0.096763761	177.4596819	460.1948076	2.313534591	34.16368003	49.57910738	19.71510307	109.1235259	54.57274717	9.613934587	32.41049791	4.429031356	7.507918954	37.83857231	0.000509342	4.496507645	72.65982748	211.2907266	368.7289828	405.3572204	280.8432571	176.6912107	2.663767074	214.2581124	52.67209051	25.7402959	23.32194879
DA_MAG_00081	0.893486133	0.03802676	0.056793252	0.146652109	0.056466247	0.314290704	0.123209613	0.478241233	0.132187319	0.220799165	0.051469306	0.160307235	3.684186887	0.106123398	0.558239463	0.789576163	0.155689702	1.2957314	1.944190212	0.082995134	0.85705052	1.455155338	1.688651986	4.239591807	0	2.764714989	1.592631354	0.471991064	1.201618748	0	0	0	0.765513252	4.451127919	0.005473937	0.320434933	0.286474148	14.55148441	11.58535518	1.036009955	0.058667928	1.289838849	0.051627789	0	0.033679986	0	0.021117168	0.71896299	0.577025256	9.389843408	6.642310138	2.23680713	0.853326961	0.293189131	0.051164534	3.062054018	1.676863748	1.6588856
DA_MAG_00082	9.35530039	8.946051998	10.81053535	17.11040286	4.112409883	8.313386395	8.428996299	9.996806188	12.98487957	9.430846049	10.94030623	11.57596522	6.389058654	16.88418656	16.0555024	13.75842102	17.38248408	16.45585121	8.052714291	13.56409213	1.394244276	10.14635165	6.453205258	6.396106067	0.002429311	3.156493215	2.485378783	5.211754945	4.318225542	0.004842846	0	0	6.476089776	0.785921939	2.247792305	4.261600249	2.897371894	0	0	0	16.40697262	0.130946849	7.056745982	9.057316305	2.276168675	0.002885282	0.178839854	7.080215523	1.661226763	1.771930214	0.332089328	4.071046019	3.003111063	0.004786065	0.522071389	3.194193516	7.317762531	6.160673766
DA_MAG_00083	0.085220835	0.042848255	0.041134966	0.017972691	0.008425941	0.767193361	0.194218432	0.002428208	0.030048212	0.154973217	0.280680138	0.441372475	0.456811527	0.030875472	0.146430434	0.317371878	0.156117356	3.147563028	0.061915883	0.243023881	0.002304039	0.02895656	0.299970191	3.441065407	0	0.572403124	16.45369561	0.026653258	2.035393776	0	0	0	0.309348872	0.036927982	0.093418538	0.550752355	0.140333016	0.05842305	0	0.023366758	0.168971171	0	0.048083055	0.053606473	0.009604161	0	0.001755699	0.735626918	0	0.026148092	0.058993976	0.027605546	0.019913229	0	0	0.084663784	0.117721268	0.055753313
DA_MAG_00084	9.509143409	0.922547826	1.561251562	2.330980187	11.81772344	4.43744293	8.208017822	32.00922102	26.76494975	47.35326732	10.60822743	6.657578546	59.04137196	4.206324491	41.86583889	24.88566328	39.10048011	0.529217897	0.223352336	45.09023116	2.182227173	17.61326302	40.99269085	0.214021296	0	2.669131112	39.6565031	59.47537543	0	0.008730744	0	0	0	0.863026687	7.378252565	0.000633322	16.4936406	0.002113527	0.006772516	0	4.618190994	0	0	0	0	0	0	0	0	0	0.06360492	0	0	0.000812895	45.53950436	8.057205363	0.018847916	0
DA_MAG_00085	5.43830086	2.511905204	4.69670604	4.849561783	2.508897057	7.66281478	6.170684602	3.76956621	1.618986772	2.000608667	1.784659818	0.859440035	2.567134527	2.271965965	3.437651205	2.288610176	1.563940464	2.588752539	2.405622468	3.47030229	1.572694465	2.267210077	1.613005269	0.456489837	0	1.314848267	1.016385809	0	0.180546131	0.006551359	0	0	0.834942779	0.186342246	0.154415595	0.801773728	1.15113139	0.002912268	0	0	1.795274523	0.01806706	4.053779287	5.827636809	0	0	0	0.206797422	0.183687521	0.078526942	0.762436072	0.573162594	0.815602038	0	0.547464478	0.009207705	0.031285673	0.348196741
DA_MAG_00086	3.946710011	7.490543187	6.469855821	6.148910206	2.85189522	3.854809137	2.942035403	3.921043387	6.903681218	8.34571391	10.09259781	6.735606837	2.146344574	8.764790105	5.450533968	7.578259187	15.36415815	14.08495374	6.518713848	6.159351392	0.036586876	15.18439054	11.94873292	1.105999135	0	1.80207144	2.949473292	6.32096931	11.65900617	0	0	0.004665918	66.77346165	77.36155622	4.656737373	14.67194952	0.212393445	10.11698005	4.453480857	2.937399637	20.69385117	0.004750873	3.471746627	9.807848393	2.19164874	0	0.204383639	7.597462752	1.044230814	1.799842059	35.20005618	12.06594185	9.425682031	5.517948335	4.919885293	36.60864802	14.31760779	0.820316941
DA_MAG_00087	0	0	0	0	0	0	0	0	0	0	0	0	2.336090983	0.092809232	0	0.008704063	0	0	0	0	22.40323679	0.000393162	0.00097806	0	0.000281962	0.372557491	0.006663777	0.0002072	0	0.009527624	0	0	0	0	0	0	0	0	0.001181717	0.004501425	0	0	0	0	0	0.001755656	0	0	0	0	0.05559297	0	0	0.00042735	0	0	0	0
