key	Acinetobacter	Actinomyces	Adlercreutzia	Akkermansia	Alcaligenes	Alistipes	Aminipila	Anaerobutyricum	Anaerocolumna	Anaerostipes	Arcobacter	Aspergillus	Atlantibacter	Bacillus	Bacteroides	Barnesiella	Bifidobacterium	Blautia	Brachyspira	Bradyrhizobium	Buchnera	Burkholderia	Butyricimonas	Butyrivibrio	Campylobacter	Candida	Caproiciproducens	Carnobacterium	Cedecea	Cellulosilyticum	Christensenella	Chryseobacterium	Citrobacter	Clostridiaceae bacterium 14S0207	Clostridioides	Clostridium	Collinsella	Corynebacterium	Cronobacter	Desulfovibrio	Dialister	Dickeya	Duncaniella	Dysosmobacter	Eggerthella	Eikenella	Enterobacter	Enterobacteriaceae bacterium strain FGI 57	Enterococcus	Erysipelotrichaceae bacterium GAM147	Escherichia	Eubacterium	Faecalibacterium	Faecalitalea	Finegoldia	Flavobacterium	Flavonifractor	Flintibacter sp. KGMB00164	Fusobacterium	Gemella sanguinis	Gordonibacter	Haemophilus	Hafnia	Hathewaya	Homo	Hungatella	Hydrogenophaga	Intestinibaculum	Intestinimonas butyriciproducens	Janibacter	Klebsiella	Kluyvera	Kosakonia	Lachnoanaerobaculum	Lachnoclostridium	Lachnospiraceae bacterium	Lachnospiraceae bacterium Choco86	Lachnospiraceae bacterium GAM79	Lachnospiraceae bacterium KGMB03038	Lachnospiraceae bacterium KM106-2	Lachnospiraceae bacterium oral taxon 500	Lactobacillus	Lactococcus	Leclercia	Lelliottia	Leptotrichia	Longibaculum	Lysinibacillus	Microvirgula	Mogibacterium	Mordavella	Morganella	Muribaculum	Mycoplasma	Nakaseomyces	Neisseria	Novosphingobium	Obesumbacterium	Odoribacter	Oscillibacter	Paenibacillus	Paeniclostridium	Parabacteroides	Paraclostridium	Paraprevotella	Pectobacterium	Pediococcus	Phascolarctobacterium	Plasmodium	Pluralibacter	Polaribacter	Porphyromonas	Prevotella	Proteus	Providencia	Pseudobutyrivibrio	Pseudomonas	Raoultella	Rhodococcus	Roseburia	Rothia	Ruminococcus	Ruthenibacterium	Saccharomyces	Salmonella	Schaalia	Selenomonas	Serratia	Shigella	Sphingobium	Sphingomonas	Sphingopyxis	Spiroplasma	Staphylococcus	Streptococcus	Streptomyces	Sutterella	Thermothielavioides	Toxoplasma	Treponema	Turicibacter	Unknown_t_class_Actinobacteria	Unknown_t_class_Alphaproteobacteria	Unknown_t_class_Bacilli	Unknown_t_class_Gammaproteobacteria	Unknown_t_domain_Bacteria	Unknown_t_family_Burkholderiales bacterium YL45	Unknown_t_family_Clostridiaceae	Unknown_t_family_Clostridiales bacterium CCNA10	Unknown_t_family_Enterobacter virus Eap3	Unknown_t_family_Enterobacteriaceae	Unknown_t_family_Erysipelotrichaceae	Unknown_t_family_Klebsiella virus KP15	Unknown_t_family_Klebsiella virus KP27	Unknown_t_family_Klebsiella virus Matisse	Unknown_t_family_Klebsiella virus PMBT1	Unknown_t_family_Lachnospiraceae	Unknown_t_family_Oscillospiraceae	Unknown_t_family_Peptostreptococcaceae	Unknown_t_family_Sphingomonadaceae	Unknown_t_order_Bacillales	Unknown_t_order_Bacteroidales	Unknown_t_order_Clostridiales	Unknown_t_order_Enterobacterales	Unknown_t_order_Lactobacillales	Unknown_t_order_Slopekvirus	Unknown_t_order_uncultured crAssphage	Unknown_t_phylum_Bacteroidetes	Unknown_t_phylum_Firmicutes	Unknown_t_phylum_Proteobacteria	Veillonella	Vibrio	Virgibacillus	Weissella	[Clostridium] hiranonis
DA_D_24	0	0	0	893283	0	1332114	0	317263	0	694669	0	0	0	74405	936808	0	448160	894477	0	0	0	0	0	37257	40503	0	0.0	0	0	0	55633	0	0	0	119726	170421	20234	0	0	0	0	0	0.0	57580	100449	0	0	0	24374	487117	0	146729	913275	71484	0.0	0	72991	27547	0	0	0	0	0	0	111673	0	0.0	0	0	0	0	0	0	0	281419	32830	156527	387775	28891	43341	0	40476	0	0	0	0	230711	0	0	0.0	35504	0.0	0	0	0.0	0	0	0	0	60623	61454	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	35638	0	0	1176453	0	3619980	128659	0	0	0	0	0	0	0	0	0	0	21375	69584	41353	0.0	0	0	0	0	0	0	0	0	0	0.0	0	107851	0	0	93978	0	0	0	0	2704779	64185	0	0	0	79955	361543	0	0	0	0	0	129351	27803	0	0	0	0	0
DA_R01_CDI_P_01_PRE	0	83548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	11323294	0	0	0	0	0	0	0	0	0	0.0	0	0	0	368423	0	7841360	0	67883	0	0	0	0.0	0	0	0	0	0	0	61830	62893	0	334794	0	0.0	0	0	0	1726247	0	0	0	0	0	0	0	0	0	0	1375903	0	0	1425792	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	84636.0	0	0	0	0	0	0	0	0	0.0	0	0	0	71231	0	0	0	0	0	104866	37734	0	0	0	0	68354	0	0	0	143110	0	0.0	0	0	0	0	0	0	172248	0	0	0.0	0	0	0	568060	0	0	0	0	0	0	0	0	0	0	0	0	71383	0	0	0	0	0	0	4950153	0	0	0	0
DA_R01_CDI_P_02_POST	0	18252	0	1685568	0	980215	0	396578	0	434897	0	0	0	62965	2073219	0	191438	778745	0	0	0	0	0	33548	31172	0	0.0	0	0	0	71403	0	22120	0	112077	119187	24803	0	0	0	46593	0	0.0	54422	184102	0	0	0	21435	238992	68745	324186	837954	66915	0.0	0	45818	36816	0	0	0	0	0	0	99350	20054	0.0	0	0	0	0	0	0	0	297666	28030	123685	217542	28940	29175	0	34991	0	0	0	0	118801	0	0	0.0	29053	0.0	0	0	0.0	0	0	0	0	73146	61934	0	21430	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	51839	0	24330	1091284	0	2626051	80350	0	0	0	0	0	0	0	22654	0	0	0	175871	61548	0.0	0	0	0	0	19093	0	0	0	0	0.0	0	100975	0	50965	62982	0	0	0	0	465785	65631	0	0	0	80724	416334	0	0	0	0	0	113953	37532	31614	0	0	0	0
DA_R01_CDI_P_03_POST	0	0	0	3869388	0	967205	0	121420	0	188031	0	0	0	41876	3713232	0	45192	281175	0	0	0	0	0	21659	26791	0	0.0	0	0	0	25077	0	0	0	94141	88226	0	0	0	0	20362	0	0.0	44156	79538	0	0	0	0	124083	120158	196996	1333793	48129	0.0	0	82621	26236	0	0	0	0	0	0	71044	0	0.0	0	0	0	0	0	0	0	192508	0	54102	764637	0	0	0	24177	0	0	0	0	56359	0	0	0.0	22626	0.0	0	0	0.0	0	0	0	0	50245	38485	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	39209	0	0	444690	0	434831	198910	0	0	0	0	0	0	0	0	0	0	0	66069	47685	0.0	0	0	0	0	0	0	0	0	0	0.0	0	117448	0	81972	47575	0	0	0	0	188234	64782	0	0	0	79225	1072789	0	0	0	0	0	74016	27983	0	0	0	0	0
DA_R01_CDI_P_05_POST	0	19442	0	3453449	0	623056	0	599920	0	1195046	0	0	0	72863	1050250	0	244569	752369	0	0	0	0	0	37059	35025	0	0.0	0	0	0	27595	18175	0	0	98938	158456	16092	0	0	0	17532	0	0.0	23936	247890	0	0	0	23133	296826	183395	126436	338452	154084	0.0	0	36863	0	0	0	30592	0	0	0	107210	20980	0.0	0	0	0	0	0	0	0	410400	43035	132139	93389	45304	20556	0	37275	0	0	0	0	137559	0	0	0.0	33257	0.0	0	0	0.0	0	0	0	0	17766	57052	0	0	0	0	0.0	0	0	15675	0	0	0	0	0	0.0	0	40204	0	0	490816	0	62301	152188	0	0	20463	0	0	0	0	0	0	0	21738	170489	41892	0.0	0	0	0	0	0	0	0	0	0	0.0	0	32522	0	126139	96200	0	0	0	0	312821	20198	0	0	0	41422	1080052	0	0	0	0	0	116901	29311	0	0	0	0	0
DA_R01_CDI_P_06_POST	0	0	0	4610542	0	1309816	0	530133	0	826387	0	0	0	68107	5733709	0	23781	635400	0	0	0	0	0	39413	30362	0	0.0	0	0	0	58432	0	0	0	152957	117026	0	0	0	0	43458	0	0.0	49257	203604	0	0	0	24743	0	0	286885	880362	90407	39801.0	0	115567	25623	0	0	32789	66679	0	0	162745	25717	0.0	0	0	0	0	0	0	0	454357	32366	113461	140230	41037	25382	0	43263	0	0	0	0	0	0	0	21118.0	37489	0.0	0	0	0.0	0	0	0	0	52021	69127	0	0	0	0	0.0	0	0	0	0	0	26207	0	0	0.0	0	51951	0	0	351227	0	83353	108645	0	0	0	0	0	0	0	0	0	0	0	155571	57066	0.0	0	0	0	0	0	0	0	0	0	0.0	0	77128	0	0	80333	0	0	0	0	311008	65032	0	0	0	110674	508542	0	0	0	0	0	132061	38729	0	0	0	0	0
DA_R01_CDI_P_08_PRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	1669756	0	0	0	0	0	0	0	0	0	0.0	0	0	0	9929096	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	5099042	0	0.0	0	0	0	94944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	18411123	0	0	0	0	0	0	0	31716	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	34319	0	0.0	0	0	0	215776	0	0	0	0	0	0	0	0	0	0	0	0	55316	0	0	0	0	0	33808	354732	0	0	0	0
DA_R02_CDI_C_01_PRE	0	0	0	3865642	0	589483	0	0	0	0	0	0	0	0	63591	0	0	171908	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	60694	0	0	0	0	0	0	0	29767	0	0.0	0	0	0	47023	0	0	0	3973823	0	0	0	0.0	0	0	0	389010	0	0	0	0	0	23174	0	0.0	0	0	0	2206002	0	0	0	0	0	0	0	0	0	0	21302	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	21975	0	0	0	0	0	0	0	20998	0	0	0	29669	0	0	0	0	0	27389	35436	0.0	0	0	0	0	0	0	0	36361	0	0.0	0	0	0	3928451	23311	0	0	0	0	0	0	0	0	0	30302	0	136258	0	0	0	0	0	26899	0	0	0	0	0
DA_R02_CDI_C_02_PRE	0	0	0	6647502	0	843605	0	0	0	0	0	0	0	0	36359	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	110193	0	0	0	0	0	0	0	99575	0	0.0	0	0	49285	166172	0	0	0	3320150	0	0	0	0.0	0	0	0	1772306	0	0	0	0	0	31058	0	0.0	0	0	0	3349741	0	0	0	0	0	0	0	0	0	0	79489	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	82913	0	0	0	0	0	28274	0	0.0	0	39296	0	0	0	0	0	0	0	22691	0	0	0	25351	0	0	0	0	0	58861	62043	0.0	0	0	0	0	0	0	0	37231	0	0.0	0	0	0	4071356	0	0	0	0	0	0	0	0	0	0	47430	0	181782	0	0	0	0	0	47554	250491	0	0	0	0
DA_R02_CDI_C_03_POST	0	0	0	2388748	0	1374557	0	262022	0	720530	0	0	0	66967	3579584	0	224281	2207645	0	0	0	0	0	42987	21416	0	0.0	0	0	0	40367	0	0	0	107479	128347	0	0	0	0	0	0	0.0	107076	211124	0	0	0	26179	969238	215217	107978	376234	59651	0.0	0	360060	0	0	0	0	0	0	0	76273	20985	0.0	0	0	0	0	0	0	0	387549	64147	179903	132399	33932	32708	0	32541	0	0	0	0	438562	0	0	0.0	34628	0.0	0	0	0.0	0	0	0	0	142342	51841	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	27700	0	0	785333	0	42608	168456	0	0	0	0	0	0	0	0	0	0	0	70714	26722	0.0	0	0	0	0	0	0	0	0	0	0.0	0	71176	0	163452	384152	0	0	0	0	1422084	328763	0	0	0	83132	215868	0	0	0	0	0	109245	0	0	0	0	0	0
DA_R02_CDI_C_04_POST	0	26869	0	44679	0	174375	0	586435	0	335428	0	0	0	61890	8676647	0	1032972	2470860	0	0	0	0	0	38327	0	0	0.0	0	0	0	39016	0	0	0	120333	139279	0	0	0	0	0	0	0.0	24380	229960	0	0	0	22973	1303457	89452	240653	370449	62501	0.0	0	36794	0	0	0	0	0	0	0	84573	0	0.0	0	0	0	0	0	0	0	314245	43704	167899	141288	31758	24542	0	32332	0	0	0	0	585243	0	0	0.0	38775	0.0	0	0	0.0	0	0	0	0	0	47281	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	28477	0	0	301789	0	26181	49088	0	0	66515	0	0	0	0	0	0	0	0	248172	33713	0.0	0	0	0	0	0	0	0	0	0	0.0	0	48779	0	68199	221180	0	0	0	0	767685	0	0	0	0	66989	210466	0	0	0	0	0	100844	0	0	0	0	0	0
DA_R02_CDI_C_05_POST	0	0	0	1215272	0	127942	0	207989	0	214101	0	0	0	41274	267919	0	112309	492531	0	0	0	0	0	22292	12111	0	0.0	0	0	0	20185	10651	0	0	38777	74324	12435	0	0	0	0	0	0.0	38831	80889	0	0	0	12343	187264	13172	58190	127440	35856	0.0	0	29407	9225	9394	0	0	0	0	0	50914	0	0.0	0	0	0	0	0	0	0	115442	20396	80527	81453	16044	21558	0	21219	0	0	0	0	88369	0	0	0.0	13872	0.0	0	0	0.0	0	0	0	0	26763	27316	0	0	0	0	0.0	0	0	9605	0	0	0	0	0	0.0	0	15622	0	0	241270	0	127966	155311	0	0	0	0	0	0	0	0	0	0	11169	58750	16698	0.0	0	0	0	0	0	0	0	0	0	0.0	0	26800	0	10131	44616	0	0	0	0	2392073	18411	0	0	0	11633	128882	0	0	0	0	0	60489	12761	0	0	0	0	0
DA_R02_CDI_C_06_POST	0	0	0	2586879	0	881024	0	540577	0	635685	0	0	0	129524	3921016	0	226340	2043201	0	0	0	0	0	71337	47495	0	0.0	0	0	0	90452	0	0	0	176564	196566	0	0	0	0	0	0	0.0	205816	243297	0	0	0	47147	772102	80657	237312	633703	251232	0.0	0	397427	40877	0	0	0	0	0	0	150848	0	0.0	0	0	0	0	0	0	0	367411	50320	212379	404791	53601	85502	0	77998	0	0	0	0	363012	0	0	0.0	53321	0.0	0	0	0.0	0	0	0	0	184019	100840	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	59967	0	0	1394054	0	383285	298006	0	0	0	0	0	0	0	0	0	0	34840	131021	56160	0.0	0	0	0	0	0	0	0	0	0	0.0	0	137408	0	67734	139700	0	0	0	0	9655536	336161	0	0	0	133088	499963	0	0	0	0	0	352579	50291	0	0	0	0	0
DA_R02_CDI_C_07_POST	0	0	0	711556	0	1138177	0	211045	0	318229	0	0	0	47029	4005643	0	77355	674762	0	0	0	0	0	27642	23073	0	0.0	0	0	0	40590	0	0	0	65649	89230	0	0	0	0	0	0	0.0	116632	79294	0	0	0	17399	261241	19752	266757	286385	90562	0.0	0	113373	22529	0	0	0	0	0	0	74298	0	0.0	0	0	0	0	0	0	0	160736	19952	88204	242948	23869	39460	0	31038	0	0	0	0	125179	0	0	0.0	24070	0.0	0	0	0.0	0	0	0	0	155609	39144	0	24609	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	26145	0	0	504818	0	48615	126429	0	0	0	0	0	0	0	0	0	0	0	58013	21921	0.0	0	0	0	0	0	0	0	0	0	0.0	0	71004	0	0	50508	0	0	0	0	4821628	334918	0	0	0	137585	219921	0	0	0	0	20089	125365	19281	0	0	0	0	0
DA_R03_CDI_C_01_PRE	0	33859	0	0	0	0	0	47839	0	148679	0	0	0	42313	10515228	0	316718	670355	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	31341	0	62752	100434	0	0	0	0	46439	0	31838.0	0	236518	0	0	0	22302	0	2572594	45253	469111	0	0.0	0	52008	0	25821	0	0	0	0	0	72338	26589	0.0	0	0	0	0	0	0	0	549010	21747	58794	50365	0	0	0	43411	0	0	0	0	0	0	0	0.0	0	0.0	26613	0	0.0	0	0	0	0	0	33548	0	0	0	0	0.0	0	0	0	0	0	0	0	35564	0.0	0	29990	0	78714	210025	0	0	0	0	0	44499	0	0	22258	0	75179	0	0	0	298590	0	0.0	0	0	0	0	0	0	0	25839	0	0.0	0	0	0	1757831	177347	0	0	0	0	155725	0	0	0	0	293020	90297	68407	0	0	0	31916	65516	29043	122404	0	0	0	0
DA_R03_CDI_C_02_PRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37436978	0	0	63274	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96729.0	0	0	0	0	0	0	0	3457552	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	55975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	66541	0	93506.0	0	0	0	0	0	0	0	51921	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	2036789	0	0	0	0	0	0	0	0	0	0	842083	0	79101	0	0	0	77632	0	0	0	0	0	0	0
DA_R03_CDI_C_03_PRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26110382	0	0	174614	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92116.0	0	0	0	0	0	0	0	899914	0	55097	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	211109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	64240	0	0.0	0	0	0	0	0	0	0	32765	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	77369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35701	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	600981	99256	0	0	0	0	71065	0	0	0	0	743102	36343	0	0	0	0	87020	0	0	40850	0	0	0	0
DA_R03_CDI_C_04_POST	0	25244	0	6316362	0	143415	0	394342	0	3236064	0	0	0	69116	1723938	0	401404	2113671	0	0	0	0	0	44772	40748	0	0.0	0	0	0	69375	0	0	0	71164	154732	487485	0	0	0	0	0	0.0	0	81137	0	0	0	24022	306356	132762	133824	276890	80759	0.0	0	143979	0	0	0	0	0	0	0	78448	23192	0.0	0	0	0	0	0	0	0	417964	61386	285912	167111	42722	36303	0	59368	0	0	0	0	144047	0	0	0.0	40288	0.0	0	0	0.0	0	0	0	0	0	63140	0	75823	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	41507	0	0	328966	0	31570	47630	0	0	0	0	0	0	0	0	0	0	0	178052	39999	0.0	0	0	0	0	0	0	0	0	0	0.0	0	31513	0	163218	59168	0	0	0	0	538366	0	0	0	0	44336	256841	0	0	0	0	0	112022	28522	71097	0	0	0	0
DA_R03_CDI_C_05_POST	0	0	0	2039120	0	188320	0	49428	0	0	0	0	0	0	19045873	0	0	104818	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	89674	0	0	0	29242	0	0	0	38365	0	0.0	0	0	0	0	0	0	0	67334	0	33944	0	0.0	0	0	0	0	0	0	0	0	0	49433	0	0.0	0	0	0	0	0	0	0	529687	0	0	27736	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	1847309	0	26269	0.0	0	0	0	0	0	0	28846	0	0.0	0	0	0	0	43130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70185	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	95530	0	0	0	0	0	0	0	0	0	0	552956	0	0	0	0	0	48949	0	0	322330	0	0	0	0
DA_R03_CDI_C_06_POST	0	0	0	6524111	0	72138	0	497536	0	1406813	0	0	0	44256	1835612	0	42311	1427277	0	0	0	0	0	26899	29536	0	0.0	0	0	0	43205	0	0	0	57150	91014	382116	0	0	0	0	0	0.0	32005	73129	0	0	0	0	42662	27068	106050	206574	49050	0.0	0	78672	0	0	0	18448	0	0	0	49902	0	0.0	0	0	0	0	0	0	0	288811	45059	151225	131647	24374	21131	0	23658	0	0	0	0	25225	0	0	0.0	24457	0.0	0	0	0.0	0	0	0	0	37052	42991	0	55002	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	40954	0	0	230086	0	21798	81235	0	0	0	0	0	0	0	0	0	0	0	76691	47478	0.0	0	0	0	0	0	0	0	0	0	0.0	0	60362	0	50220	25603	0	0	0	0	325009	60467	0	0	0	47343	165181	0	0	0	0	0	75380	27954	0	0	0	0	0
DA_R03_CDI_C_07_POST	0	0	0	1170544	0	18625	0	637821	0	4046055	0	0	0	60841	907850	0	95612	2742198	0	0	0	0	0	40071	32253	0	0.0	0	0	0	45202	0	0	0	76859	135821	539213	0	0	0	0	0	0.0	26000	145094	0	0	0	22967	66381	18741	167072	175916	66943	0.0	0	22352	0	0	0	32942	0	0	0	73812	18065	0.0	0	0	0	0	0	0	20536	344577	57024	226919	153312	37619	32081	0	38029	0	0	0	0	38721	0	0	0.0	33351	0.0	0	0	0.0	0	0	0	0	23836	51182	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	25878	0	0	400532	0	32572	66725	0	0	0	0	0	0	0	0	0	0	0	159712	28943	0.0	0	0	0	0	0	0	0	0	0	0.0	0	54090	0	0	33041	0	0	0	0	1075139	18226	0	0	0	19809	204025	0	0	0	0	0	108522	19586	0	0	0	0	0
DA_R03_CDI_C_08_POST	0	0	0	4445975	0	0	0	285743	0	2752427	0	0	0	26935	2570531	0	894811	367051	0	0	0	0	0	0	15821	0	0.0	0	0	0	15433	0	0	0	34537	49949	620111	0	0	0	0	0	0.0	0	149243	0	0	0	0	34856	62768	55189	80576	23024	0.0	0	26351	0	0	0	59307	0	0	0	44288	0	0.0	0	0	0	0	0	0	0	241040	29976	66639	36790	16089	0	0	15642	0	0	0	0	18275	0	0	0.0	15506	0.0	0	0	0.0	0	0	0	0	0	24770	0	27246	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	25604	0	0	82174	0	0	174033	0	0	0	0	0	0	0	0	0	0	0	44016	29865	0.0	0	0	0	0	0	0	0	0	0	0.0	0	26219	0	31491	48494	0	0	0	0	136294	0	0	0	0	34067	74869	0	0	0	0	0	44277	17726	0	0	0	0	0
DA_R04_UC_P_01_PRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	75187	0	0	0	0	0	0	0	0	0	0.0	0	0	0	45680	0	0	0	15557798	0	0	0	0.0	0	0	0	0	0	0	0	0	0	834901	0	0.0	0	0	0	660987	0	0	0	0	0	0	0	0	0	0	127964	0	0	0	0	0	0	0	0.0	0	4128463.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	130076	32855.0	0	0	0	0	0	0	0	0	0	60230	0	0	0	111939	0	0	0	0	0	116601	0	0.0	0	0	0	0	0	0	0	75016	0	0.0	0	0	0	8077530	0	0	0	0	0	0	0	0	0	0	0	0	202787	0	0	0	0	0	0	277193	0	0	0	0
DA_R04_UC_P_02_PRE	0	0	0	62926	0	248801	0	0	0	53070	0	0	0	0	104980	0	0	44534	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	95948	0	0	0	0	0	0	0	0	0	0.0	0	0	0	80427	0	0	0	15997605	0	0	0	0.0	0	0	0	0	0	0	0	246749	0	0	0	0.0	0	0	0	7921721	0	0	0	0	0	0	0	0	0	0	64798	0	0	0	0	0	0	0	0.0	0	337692.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	72517	0	0	0	113841	0	0	0	0	0	89655	0	0.0	0	0	0	0	0	0	0	91524	0	0.0	0	0	0	12553007	0	0	0	0	0	0	0	0	0	0	0	0	437632	0	0	0	0	0	0	1734054	0	0	0	0
DA_R04_UC_P_03_POST	0	0	0	1720384	0	3931726	0	369276	0	1363512	0	0	0	62657	1506626	0	729148	903026	0	0	0	0	0	39171	31842	0	0.0	0	0	0	48224	0	0	0	78494	113785	0	0	0	0	22531	0	0.0	51332	79880	0	0	0	18835	286353	38889	169217	749714	49637	0.0	0	49740	19962	0	0	0	0	0	0	65992	17886	0.0	0	0	0	0	0	0	0	279763	32841	122839	157876	26212	27863	0	31357	0	0	0	0	132276	0	0	0.0	26938	0.0	19427	0	0.0	0	0	0	0	63724	53155	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	34193	0	0	506701	0	266488	122020	0	0	0	0	0	0	0	0	0	0	0	52897	37237	0.0	0	0	0	0	0	0	0	0	0	0.0	0	56517	0	25044	79845	0	0	0	0	348521	105563	0	0	0	194463	228288	0	0	0	0	0	95708	26091	0	0	0	0	0
DA_R04_UC_P_04_POST	0	0	0	330479	0	3000027	0	269081	0	693128	0	0	0	30879	4410424	0	539112	1164523	0	0	0	0	0	16794	18413	0	0.0	0	0	0	24294	0	0	0	38845	58510	0	0	0	0	0	0	0.0	0	81651	0	0	0	0	219956	0	76941	469090	37629	0.0	0	0	0	0	0	0	0	0	0	45945	0	0.0	0	0	0	0	0	0	0	151779	16485	80044	92477	16679	0	0	15809	0	0	0	0	97740	0	0	0.0	14802	0.0	15080	0	0.0	0	0	0	0	0	28501	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	17286	0	14165	165136	0	31489	23189	0	0	0	0	0	0	0	0	0	0	0	55383	14908	0.0	0	0	0	0	0	0	0	0	0	0.0	0	27682	0	0	40471	0	0	0	0	504443	0	0	0	0	178707	142712	0	0	0	0	0	61538	0	0	0	0	0	0
DA_R04_UC_P_05_POST	0	0	0	0	0	3575124	0	139191	0	643879	0	0	0	57547	7447079	0	142682	632556	0	0	0	0	0	46951	21709	0	0.0	0	0	0	22879	0	0	0	53524	112907	0	0	0	0	0	0	0.0	33957	25047	0	0	0	0	120536	0	378357	866807	35812	0.0	0	27802	0	0	0	0	0	0	0	71212	20714	0.0	0	0	0	0	0	0	0	246433	25756	85597	183653	21229	37659	0	26764	0	0	0	0	58925	0	0	0.0	22915	0.0	0	0	0.0	0	0	0	0	30588	41280	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	19604	22998	0	0	895834	0	123984	25886	0	0	0	0	0	0	0	0	0	0	0	81823	0	0.0	0	0	0	23362	0	0	0	0	0	0.0	0	46197	0	0	26529	0	0	0	0	1196473	44842	0	0	0	190044	194793	0	0	0	0	0	86935	20246	56405	0	0	0	0
DA_R04_UC_P_06_POST	0	30970	0	0	0	429694	0	408454	0	1002283	0	0	0	68530	9980790	0	880267	1511717	0	0	0	0	0	28674	38942	0	0.0	0	0	0	37992	0	0	0	54944	190000	51417	0	0	0	0	0	0.0	0	205934	0	0	0	0	551537	568952	128782	350227	51321	0.0	0	32295	0	0	0	0	0	0	0	422471	0	0.0	0	0	56768	0	0	0	0	369635	57709	191117	147945	37872	27088	0	87912	0	0	0	0	273653	0	0	0.0	37793	0.0	0	0	0.0	0	0	0	0	0	44272	0	34823	0	0	0.0	0	31281	33854	0	0	0	0	0	0.0	0	74170	0	247102	232640	0	25158	50443	196591	0	0	0	0	26113	29476	299733	0	0	0	698992	24719	0.0	0	0	0	64752	0	0	0	0	0	0.0	0	83261	0	1650585	106787	0	0	0	0	668047	0	0	0	0	114868	166876	0	0	0	0	0	103067	29516	135255	0	0	0	0
