MAG	recipient	outcome	transplant_sample	transplant_mean_cov_Q2Q3
DB_MAG_00132	R02	no_colonization	DB_D_11	8.90184191822
DB_MAG_00132	R03	ambiguous	DB_D_14	8.85349529708
DB_MAG_00132	R04	ambiguous	DB_D_13	6.9555006306500005
DB_MAG_00132	R05	colonization	DB_D_07	4.073166237980001
DB_MAG_00133	R01	ambiguous	DB_D_08	32.640616012399995
DB_MAG_00133	R02	no_colonization	DB_D_11	27.338405071900002
DB_MAG_00133	R03	ambiguous	DB_D_14	47.593141760600005
DB_MAG_00133	R04	ambiguous	DB_D_13	27.37379178
DB_MAG_00133	R05	colonization	DB_D_07	12.553644578299998
DB_MAG_00135	R01	ambiguous	DB_D_08	0.351486973545
DB_MAG_00135	R02	ambiguous	DB_D_11	0.265291210214
DB_MAG_00135	R03	ambiguous	DB_D_14	2.61693391203
DB_MAG_00135	R04	ambiguous	DB_D_13	2.9822119299799996
DB_MAG_00135	R05	colonization	DB_D_07	4.85332413732
DB_MAG_00136	R01	no_colonization	DB_D_08	24.367545907600004
DB_MAG_00136	R02	no_colonization	DB_D_11	4.53132118304
DB_MAG_00136	R03	ambiguous	DB_D_14	0.0132913705409
DB_MAG_00136	R04	ambiguous	DB_D_13	31.675072123499998
DB_MAG_00136	R05	ambiguous	DB_D_07	7.515552459939999
DB_MAG_00139	R01	no_colonization	DB_D_08	30.7978211445
DB_MAG_00139	R02	no_colonization	DB_D_11	13.988041683399999
DB_MAG_00139	R03	colonization	DB_D_14	22.052578341599997
DB_MAG_00139	R04	ambiguous	DB_D_13	1.4371570494600001
DB_MAG_00139	R05	colonization	DB_D_07	18.7477917824
DB_MAG_00140	R01	ambiguous	DB_D_08	0.0060550132700499994
DB_MAG_00140	R02	ambiguous	DB_D_11	0.00778063158561
DB_MAG_00140	R03	ambiguous	DB_D_14	0.0077703988085299994
DB_MAG_00140	R04	ambiguous	DB_D_13	0.006703399235520001
DB_MAG_00140	R05	ambiguous	DB_D_07	0.012953765522399999
DB_MAG_00141	R01	ambiguous	DB_D_08	0.00036260697145499996
DB_MAG_00141	R02	ambiguous	DB_D_11	0.0014408351088
DB_MAG_00141	R03	ambiguous	DB_D_14	0.000577485176761
DB_MAG_00141	R04	no_colonization	DB_D_13	0.502760321588
DB_MAG_00141	R05	ambiguous	DB_D_07	0.00172861841947
DB_MAG_00145	R01	ambiguous	DB_D_08	18.711521283699998
DB_MAG_00145	R02	ambiguous	DB_D_11	10.5541453806
DB_MAG_00145	R03	ambiguous	DB_D_14	6.01616017043
DB_MAG_00145	R04	ambiguous	DB_D_13	8.61765946542
DB_MAG_00145	R05	colonization	DB_D_07	14.5057281666
DB_MAG_00147	R01	ambiguous	DB_D_08	71.8718005603
DB_MAG_00147	R02	ambiguous	DB_D_11	38.443076795799996
DB_MAG_00147	R03	ambiguous	DB_D_14	2.0297341504400004
DB_MAG_00147	R04	ambiguous	DB_D_13	14.098156476500002
DB_MAG_00147	R05	colonization	DB_D_07	45.3674195927
DB_MAG_00148	R01	colonization	DB_D_08	5.881587466819999
DB_MAG_00148	R02	colonization	DB_D_11	3.7970860467
DB_MAG_00148	R03	ambiguous	DB_D_14	15.1472923358
DB_MAG_00148	R04	ambiguous	DB_D_13	9.8579718248
DB_MAG_00148	R05	colonization	DB_D_07	11.841636026
DB_MAG_00149	R01	ambiguous	DB_D_08	0.0
DB_MAG_00149	R02	ambiguous	DB_D_11	0.000138920242416
DB_MAG_00149	R03	ambiguous	DB_D_14	8.50910936637
DB_MAG_00149	R04	ambiguous	DB_D_13	27.193447845500003
DB_MAG_00149	R05	ambiguous	DB_D_07	0.0
DB_MAG_00151	R01	colonization	DB_D_08	3.07619984426
DB_MAG_00151	R02	colonization	DB_D_11	12.2317225921
DB_MAG_00151	R03	ambiguous	DB_D_14	3.0508273413700002
DB_MAG_00151	R04	colonization	DB_D_13	5.91414170832
DB_MAG_00151	R05	colonization	DB_D_07	2.9284746717299996
DB_MAG_00153	R01	colonization	DB_D_08	11.7458557405
DB_MAG_00153	R02	ambiguous	DB_D_11	1.1089684945
DB_MAG_00153	R03	ambiguous	DB_D_14	4.7209289634800005
DB_MAG_00153	R04	ambiguous	DB_D_13	8.60108948317
DB_MAG_00153	R05	colonization	DB_D_07	6.5392767442299995
DB_MAG_00154	R01	ambiguous	DB_D_08	0.00357183882691
DB_MAG_00154	R02	ambiguous	DB_D_11	0.00512343695634
DB_MAG_00154	R03	ambiguous	DB_D_14	123.276089573
DB_MAG_00154	R04	ambiguous	DB_D_13	0.043289920771900005
DB_MAG_00154	R05	ambiguous	DB_D_07	0.0066134373059499995
DB_MAG_00155	R01	ambiguous	DB_D_08	23.8507810325
DB_MAG_00155	R02	ambiguous	DB_D_11	13.3307103344
DB_MAG_00155	R03	ambiguous	DB_D_14	10.5140729575
DB_MAG_00155	R04	ambiguous	DB_D_13	32.6850182855
DB_MAG_00155	R05	colonization	DB_D_07	34.999268161799996
DB_MAG_00159	R01	no_colonization	DB_D_08	5.14982051554
DB_MAG_00159	R02	no_colonization	DB_D_11	1.4783525993900002
DB_MAG_00159	R03	colonization	DB_D_14	19.506038519300002
DB_MAG_00159	R04	ambiguous	DB_D_13	19.4875566011
DB_MAG_00159	R05	colonization	DB_D_07	3.2480758044700004
DB_MAG_00162	R01	ambiguous	DB_D_08	25.4374382629
DB_MAG_00162	R02	colonization	DB_D_11	15.3741269099
DB_MAG_00162	R03	ambiguous	DB_D_14	12.1456689197
DB_MAG_00162	R04	colonization	DB_D_13	20.464103251300003
DB_MAG_00162	R05	colonization	DB_D_07	18.8011815901
