bins	DA_D_01	DA_D_02	DA_D_03	DA_D_04	DA_D_05	DA_D_06	DA_D_07	DA_D_08	DA_D_09	DA_D_10	DA_D_11	DA_D_12	DA_D_13	DA_D_14	DA_D_15	DA_D_16	DA_D_17	DA_D_18	DA_D_19	DA_D_20	DA_D_21	DA_D_22	DA_D_23	DA_D_24	DA_R01_CDI_P_01_PRE	DA_R01_CDI_P_02_POST	DA_R01_CDI_P_03_POST	DA_R01_CDI_P_04_POST	DA_R01_CDI_P_05_POST	DA_R01_CDI_P_06_POST	DA_R02_CDI_P_01_PRE	DA_R02_CDI_P_02_POST	DA_R02_CDI_P_03_POST	DA_R02_CDI_P_04_POST	DA_R02_CDI_P_05_POST	DA_R02_CDI_P_06_POST	DA_R02_CDI_P_08_PRE	DA_R03_CDI_C_01_PRE	DA_R03_CDI_C_02_PRE	DA_R03_CDI_C_03_POST	DA_R03_CDI_C_04_POST	DA_R03_CDI_C_05_POST	DA_R03_CDI_C_06_POST	DA_R03_CDI_C_07_POST	DA_R04_CDI_C_01_PRE	DA_R04_CDI_C_02_PRE	DA_R04_CDI_C_03_PRE	DA_R04_CDI_C_04_POST	DA_R04_CDI_C_05_POST	DA_R04_CDI_C_06_POST	DA_R04_CDI_C_07_POST	DA_R04_CDI_C_08_POST	DA_R05_UC_P_01_PRE	DA_R05_UC_P_02_PRE	DA_R05_UC_P_03_POST	DA_R05_UC_P_04_POST	DA_R05_UC_P_05_POST	DA_R05_UC_P_06_POST	DA_R05_UC_P_07_POST	DA_R05_UC_P_09_POST	DA_R06_UC_C_01_PRE	DA_R06_UC_C_02_POST	DA_R06_UC_C_03_POST	DA_R06_UC_C_04_POST	DA_R06_UC_C_05_POST
DA_MAG_00011	2.34424761199	0.510996880385	3.05186583659	1.59082270274	2.59485846228	3.01632784207	3.41145742003	15.8892384295	0.716565987057	3.63152890553	0.318288968154	0.483615456744	1.53953437825	3.08705207374	2.7881433616	0.0425348161044	5.94467171587	16.0712807433	0.0639521147968	13.3640799025	0.0104419437587	13.0983240599	12.2250212892	11.8178227584	0.051486253637	0.0207725851857	0.169932935095	0.0364793392422	0.10933984067	0.0780308097455	0.000626863132783	0.0116741445733	0.00109937303187	0.0	0.031916993661	0.02212028842	0.0148273606332	0.0	0.0	0.0103647671419	0.0376532638359	0.00662248874114	0.0107695506221	0.00379162943464	0.0295591692646	0.00172518614265	0.000950794919154	0.0335555529888	0.00141700468625	0.00347557281325	0.139855579974	0.0656825510494	0.0	0.00234259907745	0.0539674556182	0.0403029943477	0.00970587833815	0.0710266380081	0.0228973046985	0.00559766727113	0.00922286821909	0.0789443288837	28.7911028486	0.0248272451308	0.0903738183315
DA_MAG_00012	1.19629670611	0.844881130693	1.12249737431	1.96373912561	1.3551638357	0.861455065949	0.49660825395	0.340181399819	0.819641619229	2.14408760812	0.527574617883	0.443519271035	0.209351101659	0.887754752139	0.799373157111	1.57059070362	1.95277998034	2.66561332646	0.635093091401	0.676098769116	0.186469144461	0.50831860672	0.531848900179	0.645340268717	0.0922670169709	0.161981901025	0.161863828882	0.454879295979	0.350052089612	0.602672389748	0.00103507555733	0.888028014914	0.604145109957	0.0	0.263206846487	0.485927674095	0.00297372117087	0.0	0.00108032476203	0.335159445117	0.00589901155233	0.0470793229164	0.541939119316	0.113833565648	0.00184956124179	0.000668486297445	0.00126733124079	0.357346756321	0.00188491218296	0.458462113866	0.269375585721	0.493982739549	0.000852311191507	0.0764167154804	1.9882960104	0.0200595380551	0.0371506575805	0.0381129101991	0.255685580245	0.323927037071	0.00725083154251	0.0386247918271	0.188268507367	0.00868749379149	0.0133202346313
DA_MAG_00013	0.0375335232116	0.000228685474314	0.00214057163809	0.000148173067655	0.306733747739	2.09512786542	0.751706541728	0.627126255171	0.839236379512	1.2825569682	1.58711121107	0.576370931619	0.537128504227	1.19311146432	1.05267401358	1.14561027837	1.19175258122	0.823804078917	0.636793035866	1.02803910711	0.00161478404342	0.608290509931	0.539239592448	0.939907127238	0.00941125775121	0.140858912402	0.0185979879458	0.00312070624122	0.0258225589716	0.160816161448	0.000113397755858	1.41597434187	0.579386177948	0.000113397755858	1.484486998	2.29994538008	0.000227929489275	0.00159361646233	0.000305417955779	0.71309195991	0.0358340688438	0.308580997182	0.223854729915	0.14271296571	0.00287009720078	0.00190546029094	0.000984670513371	0.459320634045	0.831478839034	1.79120146812	2.14799314322	2.21885086494	0.00170777020323	0.0743522625687	1.96380305834	0.387697477467	0.0554409188242	0.00410273080696	0.000523141647027	0.00200562830862	0.0131911829465	0.000166316708592	0.000671692707201	0.000317135723884	0.000221125623924
DA_MAG_00014	0.438451665892	0.0503065726155	0.0571638036686	0.0488687957401	0.0264652002874	0.0678506659709	0.0356178214511	0.048401633094	0.428227372699	1.07028569959	0.58854500655	2.71430362908	7.0428347264	1.96570879184	3.24781852959	7.91875044787	4.74088137101	1.72160827057	0.382009966136	2.46564126686	0.285551215174	0.780085825633	1.03415294271	5.66461948064	0.11555270348	0.0374239999412	0.0471815898413	0.0635295263329	0.0859730855519	0.0418912140349	0.00532574603624	21.5944398917	4.69280817576	0.00013734673666	3.63747305891	23.165713661	0.00217779558028	0.0171352686208	0.00569920054093	0.133865754819	0.144476823772	2.14908781555	9.55640724823	7.69158951057	0.0253806663568	0.0108228309781	0.0110901747932	3.48799479277	9.4742601191	10.9981304307	12.0328474597	11.8210468486	0.0117282169913	0.311145021617	3.59587215637	0.323890706908	3.52654053428	0.420176281551	5.30702461952	0.0240728865599	0.00630554733823	0.0515188068565	0.0396587553721	0.0341828006975	0.033139608594
DA_MAG_00015	53.5974861772	35.9804550806	39.6976145245	27.2055338102	217.923107621	47.3386295734	47.1034985274	73.7274841797	15.8078177128	35.1429496088	49.2403286882	18.6565943757	22.7484489947	39.577685838	28.7598260086	17.1640856952	59.0123459938	49.4314765469	19.0207370197	85.6600924781	0.370641609187	56.2848507643	39.5591018236	37.6542097501	7.09651124739	14.6697198033	21.5722769753	4.8811325165	8.65136060927	16.1862579101	0.0132032010336	19.2765030876	10.3362130736	0.000767534073668	34.2138003136	56.2349810241	0.0522479908542	0.038820819468	0.0128976323741	28.3473703671	4.92353218671	21.9476814606	20.3391527376	6.0021491804	0.0438620648622	0.024103374855	0.0280591927717	4.41797372705	0.0272436346946	37.8506937981	4.81579224731	17.7846085194	0.0256057186813	0.483262997293	12.1969528132	11.4255517448	2.83092405833	10.2890960013	4.47413631167	3.37943042682	0.00690483172474	38.2798732676	42.0220451426	48.6414659646	63.0342500393
DA_MAG_00016	2.78285872922	2.67622583891	2.03308972713	1.83742559369	0.338455772634	1.22748285156	0.223212686956	1.04421279106	0.416968224775	1.48253461498	0.743982602862	0.769740546668	0.248306208141	0.414441012828	0.707288521822	0.92218482146	2.88062324322	2.06748470232	1.17185272582	0.369698441892	0.356358630901	0.529327364634	0.545233253519	1.21666007334	0.206591016877	1.21534834762	0.106931787949	0.718012284415	0.323223560167	0.881660131173	0.0020594325109	0.295236376676	0.204264149634	0.0	0.00727255902187	0.00877352488693	0.00789302610727	0.0	0.000558929335693	0.0168705972169	0.00981041283502	0.00533897814947	0.0333988039467	0.0158124255359	0.00477727267469	0.00100172351968	0.00512521543996	0.0972287191588	0.00598720662572	0.771542260934	0.27587697077	1.75220922835	0.0024369874264	0.0170163445189	0.395157488057	0.0215215555633	0.0997591699344	0.039957432534	0.00891418260055	0.0103309389134	0.00534499311749	0.7945402598	0.208908167633	1.05156308198	1.83033209564
DA_MAG_00017	7.10673432888	6.08032383933	7.16148635096	7.71245421373	4.40085460707	3.71467040528	2.96127151107	3.91640044645	7.11954784381	11.8454347922	6.38227941346	2.8662191884	2.71315031174	3.329290001	4.54742097785	10.4955959221	12.73472935	9.23696406219	5.27582883537	5.9963741401	0.0273966283976	3.60664941331	3.88148791648	10.2509461272	0.360249588876	0.698077273868	0.891393335211	1.06280816839	0.699750425102	3.38431808604	0.000842865659375	2.63116240679	1.58780584457	0.0	0.993022945375	4.46284437108	0.000392778192843	0.00358113071197	0.00147047209563	1.32873857396	1.38147918031	1.39650119895	2.36213170929	1.05005545721	0.00378800321211	0.00184997131042	0.00474828299319	6.75449755492	0.269639433812	7.05734212169	15.1823944513	8.18749847117	0.00564146899044	0.0741791669608	1.63224359516	0.795310843404	0.550435305867	0.856632465144	1.47685159624	1.0175527123	0.00307722843966	2.40851587851	2.6022519749	5.26910408133	5.10323007647
DA_MAG_00018	0.210036729277	0.00457770530562	0.00540428653896	0.000972394394703	0.0309993261316	0.211785567257	0.175679560629	24.8065767715	0.157583549332	0.586197887319	3.72130827064	0.625606539053	2.25048171241	4.89772471671	1.19670333461	26.435095894	12.9430942289	9.09603015619	52.3749380754	8.14642171282	1.68839221441	5.63242479928	4.76465295778	13.3896090873	57.8084102456	21.8458409901	210.037894863	45.1906960164	111.402712033	53.942984294	0.0333327966918	7.77857420487	2.0334307721	0.00083118101761	0.771180971612	0.00917702959731	0.0236622102423	0.000138913484958	0.0274938305393	0.115018065653	1.1338762612	0.191578714958	1.44912753592	0.0240058141273	2.25004519288	0.155209140691	0.0797763584888	31.9023916578	0.368993314214	0.243390224998	1.32922449937	46.4884188932	0.0641338721214	2.99377787182	81.0532696417	52.1473872075	10.4590331713	75.9109914145	26.7280635138	6.12680915265	0.550666853725	35.2396938384	1.54605005025	0.756485580826	85.9656800896
DA_MAG_00019	0.0914722988226	0.0227023330473	0.009756753933	0.00552693816427	0.00264395145843	0.0	9.56140989638e-05	0.00114388655482	0.00340823104419	0.00722203050153	0.0168749386582	0.00652360433493	0.0425916486467	0.077102639519	0.00518057450776	0.00347915011097	0.00132435025154	0.00179988792255	0.000229537158108	0.00115940010068	144.889904164	0.579462281504	0.0128702276059	0.00254358831482	0.0293563778087	0.000145637369283	0.000856411051977	0.007881514502	0.0178769870794	0.856909385062	0.176465001124	9.1274298487	0.797898389441	8.29297078071	0.420433239513	0.0150649194404	0.25583705078	0.0438276666677	0.0235989526774	0.00107265088506	0.0467622596588	0.145084897088	2.91613028846	2.42690713718	1.63398416352	6.38075813749	4.07492567745	0.618064416042	6.64854220159	0.953872845912	0.304888666563	0.734927007184	0.0137902758562	0.0544189860473	0.0103573497798	0.0182809724777	0.0136816810352	2.34374281707	0.0253361532105	0.00425989305151	1.32735829642	0.000678163576094	8.0198782345	3.99177022222	7.19300370742
DA_MAG_00020	0.575053893749	0.98641534292	0.479652386968	0.397144456369	0.295125536462	0.505066606469	0.290087972552	0.489120261277	0.203498242265	0.764123594571	0.605400397883	0.604435722876	0.294530163998	0.368772516234	1.08006835562	0.714141020107	0.376120283719	1.94743131765	0.419136274288	0.50223660709	0.153733817024	0.553380223865	0.631265767139	2.36712963146	0.141504589384	0.477765610706	0.324663799374	0.19670063326	0.347945370946	0.75202439839	0.00366233272476	0.897177459278	0.233149705152	9.96687828131e-05	0.26850374055	2.1496549876	0.0308346171465	0.000994047595474	0.00180789931209	0.988844026936	0.0149080736995	0.287264243725	2.85848286951	1.1439048909	0.0684490217278	0.00843356316559	0.00399764227224	0.114323724207	0.0031045835759	3.94722042906	0.245182235459	4.81749589774	0.00934708366501	0.0438569046704	0.908782601923	0.0947298975986	0.184904403776	0.510051035697	0.105418879512	0.258047429139	0.00318445061379	0.00621411758804	0.00237158898442	0.00465275000033	0.00470027418816
DA_MAG_00021	0.264851036477	0.0158674740456	0.0413839907675	0.123794228366	0.0287840388812	11.4060125851	0.0472719394361	0.027606544801	0.236368784259	0.0969256500011	0.152007694364	0.110549093899	1.0011449719	0.0468056288234	0.0540810309147	0.27021480419	0.392523534338	0.323889786171	0.101870933831	0.043622281708	0.000206611471432	0.0996225992775	0.100447132094	1.94673011042	0.00196472204779	0.000480180364162	0.00212972426456	0.00426518773665	0.00426710080583	0.000144436723085	0.000592094911188	2.10610551246	0.538991458624	0.000144436723085	0.0333094040263	0.00969256500011	0.00240472795917	0.0133953103979	4.78267294982e-05	0.0259321310012	0.258768911287	0.00837350380055	0.0750611823437	0.302693936192	0.00165671790982	0.000427092694419	0.000704487725509	0.711736822899	4.49483590888	0.14770663658	0.0468807167888	0.150222322552	0.000924968948496	0.0321481710341	0.0913552708165	0.000290786515349	0.0299500545464	0.00448040801939	0.000983317558484	0.00297577910938	0.168650439695	0.00459519217019	0.070011157976	0.0266715322393	0.0105917075147
DA_MAG_00022	2.10405565118	3.33105582604	2.46170968945	2.98488342452	0.931120291739	1.40990243769	0.307652247557	1.00712198554	0.72351123199	5.03648506018	1.90563569293	1.32827790196	0.14993542896	1.38823859052	1.13839522532	3.38173682403	2.31885748234	2.67996528122	1.57611524614	0.57106459	0.0177103720261	1.26893111229	1.15727524959	0.482228743698	0.197342159095	0.277711509656	0.180341331154	0.63307427671	0.308448588601	0.63524799282	0.000314322973175	1.06808631663	0.596927977483	0.0	0.224500759473	1.94512072572	0.000371204476364	0.00762380680513	0.000197610555522	0.059811111275	0.0839023239254	0.18474859429	0.473977133636	0.150750309162	0.0105765888373	0.00239155120073	0.00242146665796	0.0277505893556	0.000253649369774	0.00126740415993	0.00215517695414	0.0163102443587	0.000379210021257	0.0573824817611	1.55403721736	1.08467464834	0.0662311369348	0.0174196443431	0.412228259152	0.445193407644	0.0247653637993	0.0365516326045	0.0283417356443	0.0300684052744	0.0148856787122
DA_MAG_00023	1.37059466066	6.00200288355	1.63216368422	1.43502098192	0.576359059509	1.2901167718	0.370668010955	3.20702116506	0.308333808319	0.272272560355	0.362689647891	0.683869101959	1.18631862808	1.47764591336	0.596144016999	0.114570826018	1.02891496692	1.4491135827	0.311010860516	2.03080198504	0.483026648116	0.759941768275	0.479576381018	0.334448382416	12.8841350318	0.0939799496733	0.10704564631	0.0985622407628	0.145819920819	0.157181741476	0.153918821312	0.0182217085106	0.00542465149266	0.00744201822638	0.00375721706175	0.0429720605453	0.000610162333081	0.0275572856466	0.150825494507	0.0422432295808	0.336805403067	0.0127676234598	0.0277007158428	0.0016879912017	0.330494941633	0.00262145547544	0.264565172906	0.0237855854054	0.00296204379153	0.155647926055	0.0266789508945	0.081988344311	0.0226535614138	0.744131742738	0.0287710695221	0.0647365416223	0.0750751957332	1.24671208467	0.0588017084545	0.0166477139469	0.0129904775431	0.430924110943	0.0444582216338	0.0308767369303	0.106724213166
DA_MAG_00024	2.09493431389	0.00461874970573	0.0848034066912	0.0025628073814	20.9998756088	44.0196067262	20.6155585484	48.6535681963	39.9237545913	46.1164911918	22.560303282	23.7685132171	28.0406509263	12.7887523621	42.7012140929	47.0599821318	12.0839977703	110.958301049	42.8232168609	40.3524653579	9.13635541936	107.132577763	76.2554320879	47.8004817543	14.7574313567	11.1716086979	39.7543483151	26.7843626317	37.8267341092	54.4118941233	0.0926603963429	122.498845313	60.9977377078	0.00255583217419	54.0749608081	134.911697946	0.702235960797	81.9538932991	282.899094327	0.690378689812	0.121948710139	0.238048127767	1.19477626732	0.448608126465	132.833893578	1.09750293395	2.55926571994	4.60329264656	63.7889558057	3.57840685105	19.0020402481	28.7580434311	0.0511677950033	2.62357248025	68.5178667026	11.1484510099	18.9311994624	43.5931745272	113.741087865	24.3868333664	3.40206547511	0.00105034995196	0.00491461474477	0.0140585301262	0.00399330612615
DA_MAG_00025	8.83769577916	1.30361573918	5.37913471465	15.8632815548	22.3014477711	32.699568837	12.968798573	12.5563025654	7.21095983758	80.8694417568	26.0887724073	12.6012670076	32.646999023	17.8045899176	37.7725360578	21.7938059396	39.440499639	77.4061012694	7.47295178403	59.0667413487	45.1312354134	76.3910342325	90.7666270229	359.34932089	35.5283031983	17.99642652	83.4581683228	10.2383830984	2.31355410731	3.05677995337	0.0586715950556	275.147191556	41.3631512806	0.00254663753868	0.256689294442	0.00852432759515	0.161177167424	0.000257137045517	0.0075733895993	2.03444101263	0.140634348136	3.97723462967	9.97674508849	0.0361573917519	0.117076671615	0.119575975468	0.0134819980615	0.0216310676134	0.0565722821616	0.00116244707476	0.00200038122806	0.000254152038355	0.0189936005711	0.852797783248	19.4333100361	1.22971591687	7.1392318212	0.559141307254	3.61575495309	9.8300567194	0.0179079108233	9.66090489213	17.6403616464	15.5842823169	17.844338273
