bins	DA_D_01	DA_D_02	DA_D_03	DA_D_04	DA_D_05	DA_D_06	DA_D_07	DA_D_08	DA_D_09	DA_D_10	DA_D_11	DA_D_12	DA_D_13	DA_D_14	DA_D_15	DA_D_16	DA_D_17	DA_D_18	DA_D_19	DA_D_20	DA_D_21	DA_D_22	DA_D_23	DA_D_24	DA_R01_CDI_P_01_PRE	DA_R01_CDI_P_02_POST	DA_R01_CDI_P_03_POST	DA_R01_CDI_P_04_POST	DA_R01_CDI_P_05_POST	DA_R01_CDI_P_06_POST	DA_R02_CDI_P_01_PRE	DA_R02_CDI_P_02_POST	DA_R02_CDI_P_03_POST	DA_R02_CDI_P_04_POST	DA_R02_CDI_P_05_POST	DA_R02_CDI_P_06_POST	DA_R02_CDI_P_08_PRE	DA_R03_CDI_C_01_PRE	DA_R03_CDI_C_02_PRE	DA_R03_CDI_C_03_POST	DA_R03_CDI_C_04_POST	DA_R03_CDI_C_05_POST	DA_R03_CDI_C_06_POST	DA_R03_CDI_C_07_POST	DA_R04_CDI_C_01_PRE	DA_R04_CDI_C_02_PRE	DA_R04_CDI_C_03_PRE	DA_R04_CDI_C_04_POST	DA_R04_CDI_C_05_POST	DA_R04_CDI_C_06_POST	DA_R04_CDI_C_07_POST	DA_R04_CDI_C_08_POST	DA_R05_UC_P_01_PRE	DA_R05_UC_P_02_PRE	DA_R05_UC_P_03_POST	DA_R05_UC_P_04_POST	DA_R05_UC_P_05_POST	DA_R05_UC_P_06_POST	DA_R05_UC_P_07_POST	DA_R05_UC_P_09_POST	DA_R06_UC_C_01_PRE	DA_R06_UC_C_02_POST	DA_R06_UC_C_03_POST	DA_R06_UC_C_04_POST	DA_R06_UC_C_05_POST
DA_MAG_00001	2.10912922042	0.671170329746	0.904118842635	1.00041741388	0.603482063644	2.19868083844	0.769388113583	0.417911883335	0.880409065606	0.54720954734	0.999982917225	0.775296154036	0.418404684245	0.852543346612	0.942649412074	1.03571933893	1.3086252043	1.566158058	1.53894705491	0.668098029873	0.00712500246029	0.68515555166	0.968779001259	1.66101981936	0.133644858772	0.0745016936086	0.384128097042	0.535571721472	0.348141375557	0.632418426966	0.00108921256208	1.57207204029	3.6820988491	0.0	2.80538151963	1.96771615559	0.000112152128792	0.000558903820637	0.000933982132161	0.20089417184	0.283473418274	0.125065963649	2.43498834472	0.641831035762	0.0272251149466	0.000541078316723	0.00213868910501	1.84371155215	0.00130608952637	0.0418279162989	0.140005221387	0.00402299341459	0.0	0.0215343228221	0.566868849969	0.0203556113758	0.192668444513	0.16737331173	0.744093723529	1.25694943981	0.00241832669767	0.586514412106	0.200868919043	0.574329566086	0.408840558666
DA_MAG_00002	0.0918934587147	0.0340798762641	0.0105275929718	0.000829065789513	0.0	0.000310122637732	0.000138829955867	0.0771031184247	0.080957894463	0.0537313370982	0.13264154727	1.05972635073	1.32969581965	0.0706004430126	0.193957880879	0.259537882735	0.0734214769251	15.5238671257	0.137170212663	0.00552418899016	0.443113907561	0.0391143615791	3.33140045812	0.201377800975	112.320539029	2.42036421337	0.685399347937	40.8382449131	10.5780782665	3.7790246125	32.286756382	6.01637686969	10.1778163084	0.00285856174468	16.2973019331	0.357794265977	19.6186207578	371.766551789	307.311896346	19.5030575974	7.99313056485	1.04148713359	6.8215618347	1.61257002797	184.859691494	231.599641344	60.43140131	13.429796362	7.81473107855	3.39464567625	1.02616541762	3.9846515771	1078.68901192	1139.24161316	2.85545568343	0.304461690875	0.737438479105	105.543926328	3.16124374143	0.233145226034	56.6548585995	0.0150438258313	0.000874191280972	0.000415799171303	0.001314855519
DA_MAG_00003	3.8644810839	0.604204703291	1.38111066277	1.78716846823	0.881943195978	5.97822940096	1.48262999703	0.498641889981	1.40803093801	0.823918894265	1.96770010871	1.1690164478	6.61593074815	1.75926140477	2.41593545349	3.15656551532	2.72598493494	3.88659614882	2.61173323603	2.66088576561	0.0557240153536	1.29698863129	3.47373114704	3.17521461423	0.456584647386	0.991019916432	1.46643077856	1.8911567706	1.08178090638	0.100430449186	0.000667624601434	4.1056360567	8.35879317975	0.0	11.4710570974	5.1517048176	0.000902003450873	0.0454672772946	3.49437557346	3.74904950055	0.0852100287514	0.591695620001	2.19004395935	0.918718480373	0.0765642013829	0.00835951229668	0.00417265375896	0.784054958289	0.00566903842082	0.0195972678884	0.0105994283464	0.019753964354	0.000267671299644	0.123930480037	2.86683019918	0.23917251837	0.444002764605	0.049491224776	1.15445255449	2.42533724142	0.0104307465987	0.142789987229	0.212447114943	0.0157544313361	0.0237814630301
DA_MAG_00004	2.35843562153	0.000864772882953	0.00946971972994	0.000576835719591	0.0	0.000502327772477	0.00202325128646	8.80946635485	2.98015396707	6.30531097454	2.44217101737	3.25622610037	35.9160218525	0.625109178177	5.40697298246	0.769913210259	1.32640008845	2.10513407825	1.46892225456	2.38738844838	0.00430223307528	1.92705768117	1.9229563792	7.34474682921	0.142249611237	0.0229263356751	0.357002184765	0.00356147987204	0.00729841394212	0.00199969716125	7.97956078767e-05	0.160574239959	1.33865784749	0.0	0.051848397959	0.00725659335245	0.00137767597696	0.0	0.00383691892814	2.0718689237	2.30924307136	0.0222225960972	0.0808512172435	0.0	0.00105609006328	0.00119212715382	0.00145506810267	2.99859732781	0.00669658200801	0.580053020817	0.28492415812	0.000578758505323	0.000435030271858	0.200222081752	4.83028579806	3.01465306937	12.8100287697	0.564342419297	6.38419662407	3.74846213194	0.00227369412805	0.59163540137	0.50194994508	0.556555137083	2.98365055292
DA_MAG_00005	0.431650103075	0.20173416101	0.375912891547	0.460628250498	0.459664531777	14.2987985255	2.49970702241	1.10943512144	0.359590932255	2.75225459575	4.57991407766	1.29507682228	2.66665098201	2.57231663598	1.95908834251	4.90691968685	1.47476264376	12.1931090782	4.12852571899	1.16480034021	0.0235363105776	4.99730815738	3.73594950487	11.5947520611	0.499742090937	1.73666818778	1.40549475037	3.08190721311	1.02282206672	0.937839032783	0.00426371179528	21.6422370704	10.9697589416	0.0	15.6980271066	30.731000847	0.00265499846409	0.0174516986486	0.00686943675502	14.6959305412	2.61247054687	1.28283213449	24.5700145423	6.11371348212	0.0232007180614	0.0105769350282	0.00504276585053	2.16263852069	0.00783715062422	1.80113036082	0.269483897774	0.9054805454	0.00193143258941	0.645721284201	13.590836815	3.77938343309	1.46652242699	3.76342503236	7.04693057141	14.4889414276	0.251233613231	0.513449891066	0.817822981162	0.140074806946	0.129635482605
DA_MAG_00006	4.30413609513	5.35310867387	2.48245317561	3.31007197697	5.20434395801	8.04282127348	4.28351448118	3.51558039523	3.42248433606	9.18964752379	3.04318100297	2.16995009012	4.68330720519	6.86302039514	7.11111981857	6.61796969642	7.25506512588	15.7814774525	5.92141671278	5.98448157353	0.0295292342353	9.00051922568	6.87715134289	7.97678225767	0.614964470671	4.00790852514	1.90005975929	2.46995412931	6.45372211277	4.07026946225	0.00113477047912	7.5376775215	9.36532014371	0.0	19.0601393831	19.9033639541	0.00320683996974	0.0111164007994	0.00693325084642	9.52454981166	1.36487169015	0.320242448011	6.9911987105	3.27925641636	0.134506378294	0.00932880069571	0.019564865407	1.51105892003	0.00488224037594	2.20091651618	0.397077491325	2.31982955312	0.00112510404364	0.16101933943	4.22561460405	0.525737402304	0.615022814514	0.744523705379	3.63845114704	3.86038870808	0.0370756132749	0.0257078851531	0.550465525176	0.0528626285593	0.0351053865866
DA_MAG_00007	9.66676743721	10.4560973673	9.76017407793	14.0047867603	3.7806049868	10.8520423734	6.3800038076	8.89658741829	8.91799222983	7.84537812393	9.33917069031	5.7110044304	2.24162352826	15.9559289912	7.05513408382	7.79326285135	11.5095668238	11.49320038	4.99449668462	10.473191368	0.593401857303	3.79267497003	4.85054516545	3.53074203155	0.490176306996	0.70284536473	1.33004585379	1.44774313843	1.10793338429	6.47593417643	0.00371814606435	3.12664513494	1.26309195918	0.000432420435118	5.85752129336	2.34227895136	0.0186959653834	0.00187270575607	0.00329911918253	4.98804434031	3.22113043503	2.98695085236	6.02815707577	2.42661385142	0.166025051685	0.0050780700655	0.104829906657	5.57326273655	0.402198838779	3.30455887854	7.39543126763	1.4057399986	0.0014426770269	0.123398154942	3.26094229388	1.63243689006	0.264239978035	1.34032875433	1.40139570392	1.57001719158	0.00823512191482	0.366366300289	0.166986995816	0.464579313274	0.382112813899
DA_MAG_00008	10.9605601083	4.24031690398	1.77551231273	0.814989571973	0.000382905013219	0.00072213949583	0.000203945880057	0.00136819322184	0.000375026309244	0.000271702734248	6.77568541911e-05	0.000399112632827	6.04073289955	12.8940811799	0.662112100451	0.319851520196	0.000388982870572	0.000998569452464	0.000339234482611	0.00148524825233	0.000609361476064	0.00105372038029	0.00013573881421	9.1843177774e-05	0.000307719666708	4.18696839852e-05	0.000737221586298	0.000134613285071	0.000883315268591	6.75317483632e-05	10.5071562268	2.31909629014	1.78486478456	0.971031806328	1.58033295403	0.000338784270955	1.90672875085	0.000135513708382	0.00190777189126	0.000780441905251	0.00204148475302	0.000831991139835	0.0906825321254	1.41366932629	10.9739563812	2.724807225	1.04328627496	0.0996293632544	0.000406991336802	1.75582545744e-05	0.000203495668401	6.75317483632e-05	0.00722814813314	0.00621899870677	0.00101747834201	1.64466572347	0.0209573525754	46.1715232124	0.382183098829	0.0	0.000906501168862	4.54713772312e-05	0.000440982316812	0.0264022123401	0.000633898011303
DA_MAG_00009	8.42053269234	3.06483879772	11.2025515337	13.258797124	2.52277848874	29.2384204072	9.11595638662	8.04277686842	3.19235373653	3.04126469989	3.58668363547	1.36978478833	1.9158782022	2.70272890377	25.1120318275	17.4466835725	5.28146706698	7.41773488559	24.2724349571	21.9344670599	0.000706727399865	14.3530848631	17.2274207085	2.47483468399	0.862407214991	1.01958975989	2.1301259367	1.97542264029	0.410007684726	0.620191245075	0.00809413278609	13.3257093034	88.3992970481	0.000118377822682	93.7956374036	23.2075418865	0.00244778594143	0.0110893669972	0.0200467533407	0.436768151725	0.0646464829202	0.347080236567	1.16790026059	0.0842897291311	0.0150595467978	0.023594548485	0.00466628859176	5.78463101908	0.000288275561547	0.0	0.000112478595638	0.0	0.00115231568258	0.0655683354662	1.78123149118	2.35874536812	0.114439498707	0.142990577755	0.601224443565	0.770760756454	0.00267510282353	0.648128017946	0.336535171585	8.41623058269e-05	0.000117197977273
DA_MAG_00010	9.08738906193	9.78287671742	7.49175101973	9.02332589339	3.47294852806	8.96791138153	4.78679656187	7.99218871894	6.38267672625	6.50649949456	6.23724171267	3.45969517954	1.9950972444	7.47218064238	5.08164849366	5.52247300272	8.54645970611	7.9436738151	4.42679147468	8.44803660328	0.0926668009847	4.60897355493	4.32320994571	3.54501702504	0.665642819089	1.14307672607	1.91966962997	2.84712650359	1.90840002255	4.75946428938	0.00105327518322	5.9879524549	2.07713514395	0.0	4.75698974827	5.68719781164	0.00171189995547	0.00369870036331	0.00515973726684	9.15532924464	1.44808118173	2.65593739088	5.00506140245	1.7552066102	0.00874524332623	0.00324024158024	0.00605043221431	7.36005316199	1.3381502827	5.07147542875	7.41231440395	4.59809466453	0.00355272778605	0.195800797255	5.25565217619	1.10493243087	1.44615075995	2.93158475085	4.40894479745	5.06383634289	0.00323106366371	2.03501681088	0.600577946515	4.6575828602	8.09170049749
